,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
6981,4015,5,3,2,0,0,42941,5,1137,1329,1128,1038
6982,00,5,4,2,0,1,62941,6,1128,1118,1028,1029
6988,015,0,0,0,0,0,62941,4,1138,11422,103,113
6989,1515,0,0,0,0,0,6,1138,113,113,103,111
6992,4030,0,0,0,0,0,62941,4,1138,101,101,123
6993,4040,0,0,0,0,0,3962941,6,1138,113,113,113
6997,4040,0,0,0,0,0,6,1128,101,102,10403,213
7001,00,1,0,0,0,1,4,1028,101,102,101,101
7002,150,1,0,0,0,1,4,1138,101,121,10401,102
7005,00,1,1,0,0,0,4,1028,103,113,113,111
7007,300,1,1,0,0,0,63041,5,1039,113,112,103
7011,150,2,1,0,0,1,4,1128,101,122,10403,1123135
7012,300,2,1,0,0,1,6,1128,101,103,113,132
7014,00,2,2,0,0,0,43041,5,1038,113,111,101
7016,300,2,2,0,0,0,6,1137,113,113,112,101
7017,3015,2,2,0,0,0,5,1138,103,113,112,103
7019,4030,2,2,0,0,0,63041,5,1028,101,101,101
7020,00,3,2,0,0,1,6,1117,103,113,101,102
7025,150,3,3,0,0,0,42941,4,1138,103,111,101
7026,300,3,3,0,0,0,4,1028,113,113,111,101
7027,3015,3,3,0,0,0,43141,4,1138,113,103,101
7030,150,4,3,0,0,1,63241,4,1038,112,101,1013034
7033,4015,4,3,0,0,1,6,1128,103,113,113,112
7034,4030,4,3,0,0,1,6,1027,103,112,101,1022935
7038,400,4,4,0,0,0,63141,4,1138,112,193,193
7039,00,5,4,0,0,1,4,1018,103,133,103,132
7040,015,5,4,0,0,1,4,1128,103,113,103,112
7043,3030,5,4,0,0,1,43041,6,1028,101,101,1033235
7044,3040,5,4,0,0,1,6,1038,113,113,113,113
7046,5040,5,4,0,0,1,6,1038,113,113,113,11422
7047,00,5,5,0,0,0,63141,5,1018,102,103,112
7048,015,5,5,0,0,0,396,1038,103,113,112,1012934
7050,3015,5,5,0,0,0,4,1137,111,101,121,102
7051,3030,5,5,0,0,0,53141,5,1028,112,101,101
7052,3040,5,5,0,0,0,63041,5,1037,132,101,102
7053,00,5,6,0,0,1,43141,5,1038,113,10403,1122935
7056,040,5,6,0,0,1,4,1129,101,10422,10401,1032935
7060,02,6,6,0,0,1,4,1028,102,102,102,101
7062,40,6,6,0,0,0,4,1029,112,101,102,10403
7063,14,6,6,0,0,1,63141,4,1038,113,113,19128
7064,24,6,6,0,0,1,62941,4,1018,101,102,113
7065,52,6,6,0,0,0,6,1018,101,103,112,101
7066,53,6,6,0,0,0,4,1028,101,102,103,113
7067,45,6,6,0,0,1,6,1027,10403,112,151,1022935
7068,55,6,6,0,0,1,4,1028,113,112,101,101
7070,66,6,6,0,0,0,63041,5,1039,132,102,103
7073,015,0,0,1,0,1,4,1128,101,101,103,113
7074,030,0,0,1,0,1,62941,6,1028,101,101,101
7078,015,1,0,1,0,0,5,114237,113,113,103,193
7079,1515,1,0,1,0,0,6,1138,113,113,112,103
7086,150,2,0,1,0,1,63041,4,1038,132,121,10328
7090,00,2,1,1,0,0,5,1128,101,102,102,111
7091,150,2,1,1,0,0,63041,5,1138,113,111,121
7094,4015,2,1,1,0,0,5,1128,103,113,113,102
7095,00,3,1,1,0,1,63141,4,1017,103,133,111
7097,300,3,1,1,0,1,63141,6,1127,101,103,113
7099,00,3,2,1,0,0,63041,5,1028,101,101,103
7105,1515,4,2,1,0,1,4,1028,113,133,101,102
7109,4040,4,2,1,0,1,4,1018,102,113,111,10328
7120,4015,0,0,2,0,1,6,1128,103,113,133,112
7121,00,0,1,2,0,0,6,1137,113,113,111,122
7128,150,1,1,2,0,1,4,1128,103,113,112,101
7130,3015,1,1,2,0,1,43141,4,1138,112,103,112
7133,00,1,2,2,0,0,42941,5,1019,103,113,113
7135,1515,1,2,2,0,0,63141,4,1028,101,123,10128
7138,4030,1,2,2,0,0,6,1028,102,112,103,111
7139,4040,1,2,2,0,0,62941,5,1027,113,113,113
7140,4050,1,2,2,0,0,4,1128,101,102,101,103
7142,4050,1,2,2,0,0,6,1028,10401,201,162,212
7143,4040,1,2,2,0,0,62941,5,1028,101,101,101
7145,4040,1,2,2,0,0,4,1017,102,113,112,101
7146,4050,1,2,2,0,0,6,1028,102,102,101,103
7148,5040,1,2,2,0,0,4,1137,103,111,103,113
7149,4040,1,2,2,0,0,43141,5,1128,103,113,102
7151,00,1,3,2,0,1,4,1028,113,133,101,102
7152,150,1,3,2,0,1,62941,4,1127,103,112,101
7164,1515,2,4,2,0,1,4,1028,102,112,103,113
7165,1530,2,4,2,0,1,4,1128,103,113,113,113
7166,3030,2,4,2,0,1,63041,6,1038,113,112,103
7170,030,2,5,2,0,0,62941,5,1118,103,113,193
7172,3030,2,5,2,0,0,43241,6,1129,102,101,101
7174,00,3,5,2,0,1,63141,6,1017,103,113,101
7175,150,3,5,2,0,1,43041,6,1027,101,103,113
7180,00,0,0,2,1,0,6,1128,113,113,111,101
7185,00,0,1,2,1,1,63141,4,1028,103,112,101
7198,4040,0,2,2,1,0,4,1029,102,133,112,112
7199,5040,0,2,2,1,0,4,1128,101,103,191,12328
7200,4040,0,2,2,1,0,42941,5,1028,101,103,113
7204,4040,0,2,2,1,0,5,1128,103,113,103,111
7205,4050,0,2,2,1,0,6,1038,101,101,102,102
7209,400,0,3,2,1,1,43241,6,1027,10422,102,101
7216,300,1,4,2,1,1,42941,6,1118,101,10402,113
7218,00,1,5,2,1,0,4,1038,133,111,101,102
7219,150,1,5,2,1,0,63241,6,1038,133,131,103
7223,00,2,5,2,1,1,43041,6,1038,113,103,113
7227,4015,2,5,2,1,1,4,1018,103,112,103,112
7230,015,0,0,2,2,0,42941,5,1038,112,101,122
7232,1530,0,0,2,2,0,6,1038,101,102,101,102
7236,5040,0,0,2,2,0,43041,4,1138,101,101,1013034
7239,00,1,0,2,2,1,4,1027,103,112,101,102
7242,3015,1,0,2,2,1,62941,6,1037,103,112,102
7243,4015,1,0,2,2,1,62941,6,1028,101,101,122
7245,00,1,1,2,2,0,4,1038,133,113,113,1133134
7246,150,1,1,2,2,0,6,1028,101,103,113,101
7247,1515,1,1,2,2,0,43041,5,1128,103,113,112
7249,3030,1,1,2,2,0,63141,5,1028,113,112,102
7251,4040,1,1,2,2,0,43041,5,1029,113,113,11128
7252,5040,1,1,2,2,0,63041,4,1137,113,112,103
7254,4050,1,1,2,2,0,42941,4,1137,111,103,1123135
7256,150,1,2,2,2,1,4,1128,103,102,112,102
7259,00,1,3,2,2,0,3962941,5,1028,113,112,101
7262,3015,1,3,2,2,0,4,1138,103,113,103,131
7269,4015,2,3,2,2,1,4,1027,103,132,103,132
7271,150,2,4,2,2,0,4,1138,112,101,101,103
7273,1530,2,4,2,2,0,42941,6,1029,112,133,1033034
7274,1540,2,4,2,2,0,43041,6,1128,102,103,112
7275,3040,2,4,2,2,0,5,1028,101,101,101,1222935
7276,4040,2,4,2,2,0,63141,4,1018,103,113,112
7277,5040,2,4,2,2,0,4,1138,103,113,103,1113135
7278,00,3,4,2,2,1,63141,6,1018,101,101,103
7279,150,3,4,2,2,1,4,1129,103,113,113,112
7280,300,3,4,2,2,1,4,1029,102,101,101,102
7285,3015,3,5,2,2,0,6,1028,101,101,101,103
7288,4040,3,5,2,2,0,62941,6,1137,113,113,112
7290,00,4,5,2,2,1,6,1118,103,113,113,112
7291,150,4,5,2,2,1,4,1138,101,102,24403,113
7292,1515,4,5,2,2,1,43241,6,1018,101,101,103
7295,4030,4,5,2,2,1,4,1138,103,113,113,11128
7296,4040,4,5,2,2,1,4,1028,103,111,101,101
7298,00,0,0,0,0,0,62941,6,1129,1038,1137,1037
7300,1515,0,0,0,0,0,6,1128,1038,1119,1118,1018
7301,3015,0,0,0,0,0,4,1139,1019,104218,1937,11453928
7302,3030,0,0,0,0,0,63141,6,1127,1038,1139,1022934
7304,4040,0,0,0,0,0,6,1119,1139,1129,1038,1038
7306,4040,0,0,0,0,0,43241,6,1129,1039,1138,103728
7308,4040,0,0,0,0,0,3952941,6,1128,1037,1137,1028
7309,5040,0,0,0,0,0,4,1137,1029,1028,1338,11393034
7313,3015,1,0,0,0,1,5,1127,1018,1128,1039,1033135
7314,4015,1,0,0,0,1,5,1027,1028,1039,1138,101828
7317,5040,1,0,0,0,1,43141,5,1139,1038,1019,1013235
7318,4040,1,0,0,0,1,6,1029,1039,1037,194037,12453828
7319,4050,1,0,0,0,1,4,1027,104017,212,1638,212
7321,150,2,0,0,0,0,52941,4,1128,1117,1017,1129
7326,030,3,0,0,0,1,63141,4,1118,1028,1039,1128
7329,00,4,0,0,0,0,62941,6,1129,1029,1039,1037
7332,3015,4,0,0,0,0,53141,5,1028,1129,1018,1118
7335,00,5,0,0,0,1,43041,4,1119,1019,1038,1138
7337,1515,5,0,0,0,1,4,1129,1138,1039,1017,1329
7340,4030,5,0,0,0,1,6,1329,1019,2139,1138,1022934
7343,030,5,1,0,0,0,62941,6,1027,1019,1018,1118
7344,1530,5,1,0,0,0,4,1128,1019,1029,1029,1119
7346,3040,5,1,0,0,0,6,1038,1038,1138,1028,1023134
7348,5040,5,1,0,0,0,43041,5,1029,1027,104018,213
7349,4040,5,1,0,0,0,5,1028,1937,194517,214529,202
7350,5040,5,1,0,0,0,4,1129,1119,1018,1139,1128
7351,4040,5,1,0,0,0,62941,6,1129,1019,1038,1239
7353,00,5,2,0,0,1,62941,4,1127,1118,1119,10393034
7354,015,5,2,0,0,1,63141,6,1028,1038,1037,1128
7355,030,5,2,0,0,1,62941,4,1128,1017,1338,1038
7357,3030,5,2,0,0,1,6,1038,1039,1038,1028,1138
7359,4040,5,2,0,0,1,4,1129,1028,1038,1017,1327
7361,00,5,3,0,0,0,6,1128,1038,1129,1118,1017
7363,300,5,3,0,0,0,4,1018,1118,1017,1128,1039
7364,400,5,3,0,0,0,6,1027,104517,201,1618,123828
7365,4015,5,3,0,0,0,6,2119,1018,1017,1837,134518
7370,150,0,0,1,0,1,4,1037,1018,1118,104017,132
7371,300,0,0,1,0,1,4,1128,1027,1029,1039,10393034
7373,00,0,1,1,0,0,62941,6,1119,1119,1017,1118
7374,015,0,1,1,0,0,42941,4,1129,1038,1139,1018
7375,030,0,1,1,0,0,4,1028,1029,1029,1037,1129
7377,1540,0,1,1,0,0,4,1028,1037,1318,1028,1329
7379,015,0,2,1,0,1,6,1127,1018,1118,1019,1138
7382,00,1,2,1,0,0,6,1128,1039,1128,1118,1018
7383,015,1,2,1,0,0,4,1127,1018,1018,1039,2118
7384,1515,1,2,1,0,0,6,1128,1018,1017,1129,1129
7390,300,2,2,1,0,1,6,1029,1019,1118,104218,1339
7391,3015,2,2,1,0,1,5,1129,1017,1328,1038,1038
7393,00,2,3,1,0,0,6,1119,1018,1019,1138,113828
7394,015,2,3,1,0,0,4,1129,1038,1137,1238,114018
7395,030,2,3,1,0,0,52941,6,1119,1118,1018,1118
7396,040,2,3,1,0,0,4,1138,1028,1219,1028,1138
7397,1540,2,3,1,0,0,43141,6,1129,1038,1128,1138
7398,3040,2,3,1,0,0,53141,4,1129,1017,1017,1118
7399,00,2,4,1,0,1,4,1117,1018,1117,1018,1138
7400,015,2,4,1,0,1,6,1128,1038,1228,1017,1117
7401,1515,2,4,1,0,1,4,1118,1029,1029,1018,1127
7402,1530,2,4,1,0,1,6,1138,1038,1037,1119,1128
7403,1540,2,4,1,0,1,6,1018,1018,2129,1019,1127
7404,3040,2,4,1,0,1,53141,6,1038,1138,1018,1027
7405,4040,2,4,1,0,1,42941,5,1128,1118,1138,1128
7406,4050,2,4,1,0,1,4,1037,1018,1117,1018,1128
7407,4040,2,4,1,0,1,4,1129,1039,1037,1139,1028
7408,5040,2,4,1,0,1,63141,6,1038,1129,1039,1122935
7409,4040,2,4,1,0,1,43241,4,1129,1138,1028,113828
7411,00,2,5,1,0,0,5,1119,1029,1129,1029,2129
7416,00,3,5,1,0,1,42941,4,1128,1038,1038,103828
7418,1515,3,5,1,0,1,6,2017,1017,2138,184017,13453
7421,3040,3,5,1,0,1,6,1139,1038,1037,1118,1139
7423,4050,3,5,1,0,1,6,113,1037,1028,1017,111
7426,00,0,0,1,1,0,63041,5,1027,1119,1017,1138
7430,4015,0,0,1,1,0,5,1028,1017,1028,1039,1138
7432,150,1,0,1,1,1,42941,6,1029,1028,1028,2119
7433,1515,1,0,1,1,1,6,1017,1017,1329,1018,1328
7437,150,1,1,1,1,0,396,1028,1019,1028,1039,2119
7438,1515,1,1,1,1,0,42941,6,1118,1117,1018,1119
7439,1530,1,1,1,1,0,4,2129,1038,1128,1029,1128
7440,3030,1,1,1,1,0,63041,5,1018,1319,1017,1328
7442,4040,1,1,1,1,0,5,1019,1028,1018,1127,1017
7443,4050,1,1,1,1,0,62941,4,1128,1019,1018,1028
7445,5040,1,1,1,1,0,3943241,4,1128,1118,1019,1129
7447,150,2,1,1,1,1,6,1128,1017,1117,1039,1032934
7451,150,2,2,1,1,0,43041,4,1119,1117,1019,1338
7452,1515,2,2,1,1,0,6,1117,1118,1018,114039,212
7453,1530,2,2,1,1,0,63141,6,1029,1137,1138,1039
7454,1540,2,2,1,1,0,5,1127,1038,114238,1038,1129
7456,4040,2,2,1,1,0,6,1118,1038,1118,1127,1138
7458,00,2,3,1,1,1,4,1128,1029,1027,1017,1129
7459,015,2,3,1,1,1,43041,5,1037,1138,1039,1128
7461,1530,2,3,1,1,1,42941,6,1028,1018,1118,1018
7463,3040,2,3,1,1,1,4,1028,1019,1128,1038,1029
7464,4040,2,3,1,1,1,62941,4,1119,1017,1138,1122935
7465,4050,2,3,1,1,1,4,1039,1028,1129,1018,1138
7466,00,3,3,1,1,0,5,1128,1039,1129,1117,1017
7470,00,3,4,1,1,1,52941,4,1117,1018,1138,1138
7474,3030,3,4,1,1,1,4,1119,1039,1038,1039,1018
7477,5040,3,4,1,1,1,62941,6,1038,1129,1039,11393034
7478,4040,3,4,1,1,1,4,1127,1019,1128,1018,1129
7480,00,3,5,1,1,0,6,1128,1018,1029,1039,1123135
7485,00,4,5,1,1,1,6,1027,1018,1118,104017,131
7489,3030,4,5,1,1,1,4,1129,1017,1128,1038,1037
7490,3040,4,5,1,1,1,43141,5,1028,1129,1039,11383034
7493,1515,5,5,1,1,0,6,1128,1029,1028,1038,1137
7497,4040,5,5,1,1,0,62941,6,1029,1019,1018,1128
7502,150,6,5,1,1,1,62941,6,1038,114219,1038,1123134
7504,1530,6,5,1,1,1,6,1128,1039,1037,114019,213
7507,4040,6,5,1,1,1,4,1117,1038,1037,1028,1129
7508,4050,6,5,1,1,1,63041,6,1037,1138,1037,1119
7509,4040,6,5,1,1,1,4,1129,1038,1038,1018,1118
7510,5040,6,5,1,1,1,4,1229,1018,212,244337,1032934
7514,12,6,6,1,1,0,4,1128,1037,1128,1028,1138
7515,22,6,6,1,1,0,6,1118,1038,1119,1118,1019
7516,23,6,6,1,1,1,6,1127,1018,1128,1038,1038
7517,33,6,6,1,1,1,394,1129,1028,1038,1118,1138
7518,34,6,6,1,1,0,5,1027,1937,134538,101,1417
7521,64,6,6,1,1,1,4,1118,1018,1128,1139,1039
7527,3040,0,0,1,2,1,6,1127,104018,112,1528,213
7528,00,1,0,1,2,0,62941,6,1018,1339,1138,1032935
7530,030,1,0,1,2,0,6,2129,1039,2128,104017,1012935
7531,1530,1,0,1,2,0,62941,5,1018,1119,1018,114219
7533,4030,1,0,1,2,0,62941,4,1128,1118,1017,1128
7541,1530,2,1,1,2,0,63041,4,1137,1237,114039,1012935
7548,150,2,3,1,2,0,4,1139,1028,1028,1138,1139
7549,1515,2,3,1,2,0,6,1128,1017,1028,1038,1128
7551,3030,2,3,1,2,0,6,1119,1129,1139,1037,1118
7554,150,2,4,1,2,1,6,1137,1118,1119,1017,1139
7555,1515,2,4,1,2,1,5,1028,1017,1129,1119,1129
7558,4030,2,4,1,2,1,43141,6,1029,1018,1038,1129
7561,030,2,5,1,2,0,6,1139,1239,1038,1029,1029
7564,00,0,0,0,0,1,6,1129,102,102,102,101
7566,1515,0,0,0,0,1,6,1128,101,102,103,1333034
7567,3015,0,0,0,0,1,6,1038,113,111,102,19128
7568,3030,0,0,0,0,1,4,1028,103,113,113,133
7569,4030,0,0,0,0,1,6,1028,112,112,111,101
7575,150,1,0,0,0,0,6,1019,101,103,133,101
7581,1515,1,1,0,0,1,396,1128,103,113,191,184513034
7582,3015,1,1,0,0,1,63141,6,1029,101,103,113
7583,3030,1,1,0,0,1,63041,6,1019,101,101,103
7586,5040,1,1,0,0,1,4,1139,113,113,112,10423
7587,00,2,1,0,0,0,43241,5,1028,103,113,102
7589,1515,2,1,0,0,0,4,1038,133,113,133,103
7592,4030,2,1,0,0,0,63141,5,1039,131,101,102
7595,4040,2,1,0,0,0,43241,5,1139,113,111,103
7600,1530,3,1,0,0,1,43041,6,1027,103,112,111
7601,3030,3,1,0,0,1,62941,4,1027,102,103,112
7606,5040,3,1,0,0,1,63141,4,1127,103,132,101
7608,5040,3,1,0,0,1,6,1027,103,113,112,101
7611,1515,4,1,0,0,0,53141,6,1127,103,112,101
7613,3030,4,1,0,0,0,63041,5,1138,133,133,131
7615,00,4,2,0,0,1,42941,6,1029,101,101,102
7616,015,4,2,0,0,1,4,1338,101,102,112,133
7619,3030,4,2,0,0,1,6,1327,101,101,101,101
7620,3040,4,2,0,0,1,6,1039,113,113,191,124533134
7623,00,5,2,0,0,0,6,1128,101,102,103,1133235
7627,4015,5,2,0,0,0,4,1019,102,10403,112,15128
7628,4030,5,2,0,0,0,52941,4,1139,112,133,1112934
7629,4040,5,2,0,0,0,6,1329,103,112,103,1113134
7631,00,5,3,0,0,1,4,1028,113,133,101,1013035
7634,400,5,3,0,0,1,43141,4,1127,103,113,111
7646,300,1,1,1,0,0,43041,6,1139,113,112,1022934
7647,3015,1,1,1,0,0,6,1028,101,101,101,102
7650,00,1,2,1,0,1,4,1029,113,112,111,1023134
7655,015,2,2,1,0,0,6,1039,113,113,112,113
7657,1530,2,2,1,0,0,396,1029,103,112,103,113
7658,1540,2,2,1,0,0,63141,5,1039,112,112,132
7662,3015,3,2,1,0,1,43241,6,1038,113,113,113
7664,4030,3,2,1,0,1,4,1128,113,133,101,101
7666,5040,3,2,1,0,1,6,1027,103,113,113,133
7670,3015,4,2,1,0,0,6,1018,102,101,101,101
7672,4030,4,2,1,0,0,43041,5,1138,111,101,103
7675,4040,4,2,1,0,0,63141,5,1129,102,11421,1013034
7676,4050,4,2,1,0,0,43241,4,1137,131,102,112
7677,00,5,2,1,0,1,5,1127,10403,133,11451,1013034
7683,00,0,0,2,0,0,43041,5,1128,103,133,1032934
7684,015,0,0,2,0,0,63141,5,1029,113,113,112
7687,4015,0,0,2,0,0,43141,5,1028,103,111,1222935
7690,5040,0,0,2,0,0,6,1028,101,103,112,1133034
7695,00,1,1,2,0,0,63141,5,1129,102,113,113
7699,3030,1,1,2,0,0,62941,5,1129,103,112,101
7701,00,1,2,2,0,1,4,1027,112,113,111,103
7704,3015,1,2,2,0,1,4,1328,101,101,181,18451
7706,4030,1,2,2,0,1,6,1027,112,112,103,113
7708,150,2,2,2,0,0,6,1019,102,191,10453,152
7711,4015,2,2,2,0,0,63141,5,1019,103,112,111
7715,300,2,3,2,0,1,62941,6,1027,101,101,102
7722,00,3,4,2,0,1,6,1128,103,112,193,1945128
7735,00,4,5,2,0,1,6,1128,191,18451,12453,1522934
7736,150,4,5,2,0,1,43041,5,1138,113,113,113
7737,300,4,5,2,0,1,43041,6,1027,111,102,10328
7745,150,5,6,2,0,1,43241,5,1128,111,122,10403
7749,01,6,6,2,0,1,4,1128,113,113,103,112
7750,11,6,6,2,0,1,62941,5,1018,101,102,103
7754,33,6,6,2,0,1,63041,6,1028,103,103,113
7755,43,6,6,2,0,0,4,1138,103,113,101,102
7760,00,0,0,2,1,1,63041,6,1028,101,101,1033135
7764,3030,0,0,2,1,1,4,1029,112,122,113,113
7765,4030,0,0,2,1,1,6,1237,113,133,103,133
7767,5040,0,0,2,1,1,52941,5,1137,113,112,10328
7768,00,1,0,2,1,0,63241,5,1139,113,111,102
7769,150,1,0,2,1,0,43241,5,1138,103,112,1013034
7770,1515,1,0,2,1,0,4,1028,103,113,101,102
7774,00,1,1,2,1,1,62941,5,1028,103,112,103
7776,1515,1,1,2,1,1,63141,6,1029,103,101,101
7778,4015,1,1,2,1,1,63041,6,1028,113,113,11128
7783,00,2,2,2,1,1,43141,4,1019,102,102,1113234
7788,4030,2,2,2,1,1,4,1138,103,132,101,103
7789,4040,2,2,2,1,1,62941,5,1028,113,113,111
7790,5040,2,2,2,1,1,62941,6,1039,113,132,101
7795,4015,3,2,2,1,0,6,1137,133,111,101,103
7796,4030,3,2,2,1,0,6,1038,112,112,101,103
7797,4040,3,2,2,1,0,42941,6,1137,103,112,101
7802,150,3,3,2,1,1,43241,4,1139,112,10421,103
7818,00,5,4,2,1,0,6,1129,101,121,101,1032935
7831,1530,6,5,2,1,0,43041,5,1129,101,101,101
7832,3030,6,5,2,1,0,4,1027,103,211,103,113
7837,4050,6,5,2,1,0,4,1138,103,112,103,112
7838,4040,6,5,2,1,0,43141,5,1027,103,113,114233034
7839,4050,6,5,2,1,0,6,1018,101,101,123,113
7840,00,0,0,0,0,1,4,1027,113,112,101,101
7841,150,0,0,0,0,1,4,1138,102,101,102,1023134
7842,300,0,0,0,0,1,62941,396,1128,101,101,102
7844,00,1,0,0,0,0,43041,5,1128,103,113,112
7846,1515,1,0,0,0,0,53141,5,1128,103,113,112
7849,4030,1,0,0,0,0,43041,4,1138,101,101,18328
7850,00,1,1,0,0,1,62941,4,1038,113,131,10128
7854,00,2,1,0,0,0,42941,5,1128,103,112,101
7856,1515,2,1,0,0,0,5,1128,103,113,113,111
7857,1530,2,1,0,0,0,4,1138,101,101,103,113
7859,3040,2,1,0,0,0,6,1039,103,113,112,101
7861,150,3,1,0,0,1,4,1138,111,122,103,133
7870,00,4,2,0,0,1,6,1128,103,112,103,111
7872,1515,4,2,0,0,1,394,1038,113,131,10403,113
7873,3015,4,2,0,0,1,6,1038,113,113,101,1013135
7875,00,5,2,0,0,0,4,1038,113,113,11421,101
7876,015,5,2,0,0,0,43141,5,1138,103,111,10328
7879,4015,5,2,0,0,0,43141,5,1038,113,113,111
7881,150,5,3,0,0,1,6,1228,101,101,102,101
7883,3015,5,3,0,0,1,63141,4,1138,111,101,103
7887,300,0,0,1,0,0,440,1018,143,213,172,10328
7893,3015,0,1,1,0,1,4,1138,111,122,101,2023135
7894,4015,0,1,1,0,1,63141,4,1028,113,132,103
7896,150,1,1,1,0,0,4,1139,103,133,183,1912934
7898,3015,1,1,1,0,0,6,1038,101,101,103,132
7899,4015,1,1,1,0,0,4,1038,112,133,132,19128
7905,00,1,2,1,0,1,6,1128,101,101,101,101
7907,300,1,2,1,0,1,43041,6,1118,103,112,101
7909,4015,1,2,1,0,1,43241,6,1138,113,112,101
7910,00,2,2,1,0,0,62941,5,1128,10403,112,10128
7911,150,2,2,1,0,0,6,1028,181,123,213,173
7913,3015,2,2,1,0,0,43241,4,1138,101,102,113
7919,3030,2,3,1,0,1,4,1027,10403,213,162,112
7922,150,3,3,1,0,0,4,1138,10401,201,16431,102
7923,1515,3,3,1,0,0,42941,5,1138,113,113,103
7924,1530,3,3,1,0,0,6,1028,101,122,10403,1335
7926,3040,3,3,1,0,0,5,1029,101,103,112,112
7928,4050,3,3,1,0,0,4,1327,10401,202,163,131
7929,4040,3,3,1,0,0,5,1119,102,103,112,101
7930,4050,3,3,1,0,0,6,1038,103,113,183,1312935
7934,150,3,4,1,0,1,42941,6,1038,113,113,10328
7938,150,4,4,1,0,0,63041,4,1128,112,133,113
7942,3040,4,4,1,0,0,394,1138,113,113,103,112
7943,4040,4,4,1,0,0,6,1118,123,113,131,101
7944,4050,4,4,1,0,0,42941,5,1137,113,112,10328
7946,5040,4,4,1,0,0,62941,4,1138,112,103,1133134
7949,00,4,5,1,0,1,43141,4,1018,103,133,103
7951,1515,4,5,1,0,1,42941,4,1018,103,133,101
7954,4030,4,5,1,0,1,6,1038,113,11401,201,101
7966,3040,5,5,1,0,0,5,1128,103,113,18403,13328
7969,030,6,5,1,0,1,6,1128,103,112,103,11423
7970,1530,6,5,1,0,1,4,1128,103,132,24401,1012935
7973,4040,6,5,1,0,1,43141,4,1018,102,101,101
7977,4040,6,5,1,0,1,42941,4,1018,102,112,113
7978,4050,6,5,1,0,1,42941,6,1239,103,113,193
7980,10,6,6,1,0,1,43141,4,1128,103,113,101
7984,32,6,6,1,0,1,4,1338,103,112,101,123
7986,34,6,6,1,0,0,62941,4,1138,113,113,113
7987,44,6,6,1,0,0,53141,5,1028,112,103,11128
7989,46,6,6,1,0,1,4,1018,103,113,133,1012934
7991,00,0,0,1,1,1,4,1029,113,113,112,10328
7993,030,0,0,1,1,1,3942941,6,1029,113,113,191
7994,040,0,0,1,1,1,6,1228,101,101,102,133
7996,3040,0,0,1,1,1,6,1028,101,101,103,113
8001,1515,1,0,1,1,0,43041,6,1138,113,113,103
8002,3015,1,0,1,1,0,5,1028,101,102,103,113
8003,3030,1,0,1,1,0,4,1018,102,103,112,101
8004,4030,1,0,1,1,0,6,1028,103,103,111,101
8006,150,1,1,1,1,1,4,1128,103,133,101,1235
8011,030,2,1,1,1,0,4,1028,112,133,103,1133134
8015,150,3,1,1,1,1,6,1228,103,113,111,122
8019,00,4,1,1,1,0,6,1119,102,113,112,112
8020,150,4,1,1,1,0,62941,6,1028,101,101,10328
8027,400,4,2,1,1,1,6,1228,103,113,111,122
8031,3015,5,2,1,1,0,5,1028,101,101,101,123
8037,1530,0,0,0,0,1,4,1329,1018,1029,1028,1128
8038,1540,0,0,0,0,1,4,1019,1027,1338,1319,1028
8039,00,0,1,0,0,0,53141,6,1129,1039,1137,1033134
8040,015,0,1,0,0,0,5,1029,1038,1127,1019,1018
8042,1530,0,1,0,0,0,4,1138,1038,1139,1038,1112934
8044,4030,0,1,0,0,0,6,1029,104228,1028,1028,11183034
8045,00,0,2,0,0,1,4,1018,104038,132,144417,10453828
8046,015,0,2,0,0,1,6,1039,1018,1029,1029,1038
8049,1540,0,2,0,0,1,62941,6,1128,1029,1037,1118
8050,3040,0,2,0,0,1,52941,5,1338,1139,1339,1139
8051,00,0,3,0,0,0,6,1129,1329,1119,1018,1038
8053,1515,0,3,0,0,0,4403041,6,1128,1329,1128,1039
8054,3015,0,3,0,0,0,62941,5,1039,1118,1019,1022934
8055,3030,0,3,0,0,0,62941,5,1118,1029,1139,1319
8057,4040,0,3,0,0,0,6,1139,1327,1037,1328,1338
8058,5040,0,3,0,0,0,63141,5,1128,1329,1117,1038
8059,4040,0,3,0,0,0,6,1129,1039,1139,1038,1138
8063,300,1,3,0,0,1,43141,6,1117,1019,1017,1038
8065,00,2,3,0,0,0,63041,5,1119,1028,114037,13383035
8066,015,2,3,0,0,0,42941,5,1129,1038,1138,1038
8068,1530,2,3,0,0,0,53141,5,1138,1329,1137,1338
8071,4040,2,3,0,0,0,53141,5,1129,1018,1019,1038
8072,5040,2,3,0,0,0,43141,4,1129,1018,1027,1332934
8073,4040,2,3,0,0,0,4,1028,134038,132,1528,10193035
8074,5040,2,3,0,0,0,6,1019,1038,1038,1338,1017
8075,4040,2,3,0,0,0,63141,5,1127,1038,1129,1328
8076,5040,2,3,0,0,0,6,1018,1018,1018,1028,1018
8082,400,2,4,0,0,1,43141,5,1338,1118,1039,1128
8086,1515,3,4,0,0,0,5,1028,1139,1138,1129,1138
8089,3040,3,4,0,0,0,4,1139,1039,1038,1119,1022935
8090,4040,3,4,0,0,0,5,1138,1338,1138,1329,1138
8091,5040,3,4,0,0,0,43141,5,1138,1129,1027,1129
8092,4040,3,4,0,0,0,6,1128,1329,1039,1338,1139
