,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
3189,40,15,1,3,0,0,4
3190,0,0,2,4,0,0,4
3191,0,15,2,4,0,0,4
3192,15,15,2,4,0,0,6
3193,30,15,2,4,0,0,4
3194,40,15,2,4,0,0,6
3195,40,30,2,4,0,0,6
3196,0,0,3,5,0,0,6
3197,15,0,3,5,0,0,4
3198,30,0,3,5,0,0,6
3199,40,0,3,5,0,0,4
3200,40,15,3,5,0,0,6
3201,40,30,3,5,0,0,6
3202,40,40,3,5,0,0,4
3203,50,40,3,5,0,0,4
3204,0,0,5,5,0,0,6
3205,15,0,5,5,0,0,6
3206,15,15,5,5,0,0,4
3207,30,15,5,5,0,0,5
3208,40,15,5,5,0,0,4
3209,0,0,6,6,0,0,4
3210,2,1,6,6,0,0,6
3211,3,1,6,6,0,0,4
3212,5,2,6,6,0,0,6
3213,5,3,6,6,0,0,4
3214,0,0,0,1,1,0,4
3215,15,0,0,1,1,0,4
3216,30,0,0,1,1,0,6
3217,30,15,0,1,1,0,4
3218,40,15,0,1,1,0,6
3219,40,30,0,1,1,0,5
3220,0,0,1,2,1,0,6
3222,0,30,1,2,1,0,6
3223,0,40,1,2,1,0,6
3224,15,40,1,2,1,0,4
3225,30,40,1,2,1,0,6
3226,40,40,1,2,1,0,4
3227,50,40,1,2,1,0,4
3228,0,0,2,3,1,0,4
3229,0,15,2,3,1,0,4
3230,15,15,2,3,1,0,4
3231,15,30,2,3,1,0,4
3232,15,40,2,3,1,0,4
3233,30,40,2,3,1,0,6
3234,40,40,2,3,1,0,4
3235,50,40,2,3,1,0,6
3236,40,40,2,3,1,0,4
3237,50,40,2,3,1,0,4
3238,0,0,3,4,1,0,4
3239,15,0,3,4,1,0,4
3241,40,0,3,4,1,0,4
3243,15,0,4,5,1,0,6
3244,30,0,4,5,1,0,4
3246,0,0,6,5,1,0,6
3247,15,0,6,5,1,0,6
3248,30,0,6,5,1,0,4
3249,40,0,6,5,1,0,4
3250,40,15,6,5,1,0,4
3251,0,0,0,1,2,0,4
3252,0,15,0,1,2,0,6
3253,0,30,0,1,2,0,4
3254,15,30,0,1,2,0,4
3256,30,40,0,1,2,0,6
3257,40,40,0,1,2,0,6
3258,40,50,0,1,2,0,4
3259,40,40,0,1,2,0,4
3260,50,40,0,1,2,0,6
3261,40,40,0,1,2,0,4
3262,50,40,0,1,2,0,4
3264,15,0,1,2,2,0,6
3265,30,0,1,2,2,0,4
3266,40,0,1,2,2,0,4
3267,0,0,2,3,2,0,6
3268,0,15,2,3,2,0,4
3269,15,15,2,3,2,0,6
3270,30,15,2,3,2,0,5
3271,40,15,2,3,2,0,6
3272,40,30,2,3,2,0,5
3273,0,0,3,4,2,0,4
3274,15,0,3,4,2,0,4
3275,30,0,3,4,2,0,4
3276,40,0,3,4,2,0,4
3277,0,0,4,5,2,0,4
3278,15,0,4,5,2,0,6
3279,30,0,4,5,2,0,4
3280,40,0,4,5,2,0,4
3281,0,0,6,5,2,0,4
3282,15,0,6,5,2,0,6
3284,40,0,6,5,2,0,4
3285,0,0,0,0,0,0,6
3286,0,15,0,0,0,0,4
3287,15,15,0,0,0,0,6
3288,15,30,0,0,0,0,4
3289,30,30,0,0,0,0,5
3290,40,30,0,0,0,0,4
3291,0,0,2,0,0,0,6
3292,0,15,2,0,0,0,4
3293,15,15,2,0,0,0,6
3294,15,30,2,0,0,0,6
3295,30,30,2,0,0,0,6
3296,40,30,2,0,0,0,6
3297,0,0,4,0,0,0,4
3298,15,0,4,0,0,0,4
3299,30,0,4,0,0,0,4
3300,40,0,4,0,0,0,4
3301,0,0,5,1,0,0,6
3302,0,15,5,1,0,0,6
3303,15,15,5,1,0,0,4
3304,30,15,5,1,0,0,6
3305,40,15,5,1,0,0,6
3306,40,30,5,1,0,0,6
3308,40,50,5,1,0,0,6
3309,0,0,5,3,0,0,4
3310,0,15,5,3,0,0,6
3311,15,15,5,3,0,0,4
3312,30,15,5,3,0,0,4
3313,40,15,5,3,0,0,4
3314,0,0,0,1,1,0,4
3316,15,15,0,1,1,0,4
3317,15,30,0,1,1,0,6
3318,30,30,0,1,1,0,4
3320,0,0,1,2,1,0,4
3321,15,0,1,2,1,0,4
3322,30,0,1,2,1,0,6
3324,30,30,1,2,1,0,6
3325,40,30,1,2,1,0,6
3326,40,40,1,2,1,0,4
3327,50,40,1,2,1,0,5
3328,0,0,2,3,1,0,4
3330,15,15,2,3,1,0,4
3332,40,15,2,3,1,0,4
3333,40,30,2,3,1,0,6
3334,0,0,3,4,1,0,6
3335,15,0,3,4,1,0,4
3336,30,0,3,4,1,0,4
3337,40,0,3,4,1,0,4
3338,0,0,5,4,1,0,6
3339,15,0,5,4,1,0,4
3340,15,15,5,4,1,0,6
3341,15,30,5,4,1,0,6
3342,30,30,5,4,1,0,4
3343,40,30,5,4,1,0,4
3344,0,0,1,0,2,0,6
3345,0,15,1,0,2,0,4
3346,0,30,1,0,2,0,6
3347,0,40,1,0,2,0,4
3348,15,40,1,0,2,0,6
3349,30,40,1,0,2,0,6
3350,40,40,1,0,2,0,4
3351,40,50,1,0,2,0,6
3352,40,40,1,0,2,0,4
3353,50,40,1,0,2,0,6
3354,40,40,1,0,2,0,6
3355,50,40,1,0,2,0,6
3356,0,0,2,1,2,0,5
3357,15,0,2,1,2,0,4
3358,30,0,2,1,2,0,6
3359,40,0,2,1,2,0,4
3360,0,0,3,2,2,0,4
3361,0,15,3,2,2,0,4
3362,0,30,3,2,2,0,4
3363,15,30,3,2,2,0,4
3365,30,40,3,2,2,0,6
3366,40,40,3,2,2,0,6
3367,50,40,3,2,2,0,4
3368,0,0,4,3,2,0,6
3369,15,0,4,3,2,0,4
3370,30,0,4,3,2,0,4
3371,40,0,4,3,2,0,4
3372,40,15,4,3,2,0,6
3373,0,0,5,4,2,0,6
3374,15,0,5,4,2,0,6
3375,30,0,5,4,2,0,4
3376,30,15,5,4,2,0,4
3377,40,15,5,4,2,0,4
3378,0,0,1,0,0,0,4
3379,15,0,1,0,0,0,4
3380,30,0,1,0,0,0,4
3381,40,0,1,0,0,0,6
3382,0,0,2,1,0,0,4
3383,15,0,2,1,0,0,4
3384,30,0,2,1,0,0,6
3385,40,0,2,1,0,0,6
3386,0,0,3,2,0,0,6
3387,15,0,3,2,0,0,4
3388,30,0,3,2,0,0,4
3389,40,0,3,2,0,0,4
3390,0,0,4,3,0,0,6
3391,15,0,4,3,0,0,6
3393,30,15,4,3,0,0,6
3394,40,15,4,3,0,0,6
3395,40,30,4,3,0,0,6
3396,0,0,5,4,0,0,4
3397,0,15,5,4,0,0,4
3398,15,15,5,4,0,0,4
3399,15,30,5,4,0,0,6
3400,30,30,5,4,0,0,4
3401,30,40,5,4,0,0,6
3402,40,40,5,4,0,0,4
3403,50,40,5,4,0,0,6
3404,0,0,5,6,0,0,4
3405,0,15,5,6,0,0,4
3406,0,30,5,6,0,0,4
3407,0,40,5,6,0,0,4
3408,15,40,5,6,0,0,4
3409,0,1,6,6,0,0,6
3410,0,2,6,6,0,0,4
3411,1,4,6,6,0,0,6
3412,2,4,6,6,0,0,6
3413,4,5,6,6,0,0,6
3414,5,5,6,6,0,0,4
3416,0,0,0,0,1,0,4
3417,0,15,0,0,1,0,4
3418,0,30,0,0,1,0,6
3419,0,40,0,0,1,0,6
3421,0,0,2,0,1,0,6
3422,15,0,2,0,1,0,6
3423,30,0,2,0,1,0,6
3424,30,15,2,0,1,0,6
3425,40,15,2,0,1,0,6
3426,0,0,3,1,1,0,6
3427,15,0,3,1,1,0,6
3428,30,0,3,1,1,0,6
3429,40,0,3,1,1,0,6
3430,0,0,4,2,1,0,4
3431,15,0,4,2,1,0,4
3432,15,15,4,2,1,0,4
3433,15,30,4,2,1,0,6
3434,15,40,4,2,1,0,4
3435,30,40,4,2,1,0,4
3436,40,40,4,2,1,0,4
3438,0,0,0,0,2,0,4
3439,15,0,0,0,2,0,4
3440,30,0,0,0,2,0,6
3441,30,15,0,0,2,0,6
3442,40,15,0,0,2,0,6
3443,0,0,1,1,2,0,6
3444,15,0,1,1,2,0,4
3445,15,15,1,1,2,0,6
3446,30,15,1,1,2,0,4
3447,30,30,1,1,2,0,4
3448,40,30,1,1,2,0,4
3449,0,0,1,3,2,0,4
3450,15,0,1,3,2,0,6
3451,30,0,1,3,2,0,4
3452,30,15,1,3,2,0,4
3453,40,15,1,3,2,0,6
3454,0,0,2,4,2,0,4
3455,0,15,2,4,2,0,4
3456,15,15,2,4,2,0,4
3457,15,30,2,4,2,0,4
3458,30,30,2,4,2,0,6
3459,40,30,2,4,2,0,6
3460,0,0,3,5,2,0,6
3461,15,0,3,5,2,0,4
3462,30,0,3,5,2,0,6
3464,30,30,3,5,2,0,6
3465,40,30,3,5,2,0,4
3466,0,0,0,1,2,1,6
3467,0,15,0,1,2,1,4
3468,15,15,0,1,2,1,4
3469,30,15,0,1,2,1,4
3470,40,15,0,1,2,1,6
3471,0,0,0,3,2,1,6
3472,15,0,0,3,2,1,4
3473,30,0,0,3,2,1,4
3474,40,0,0,3,2,1,4
3475,0,0,1,4,2,1,6
3476,15,0,1,4,2,1,6
3477,30,0,1,4,2,1,4
3478,40,0,1,4,2,1,6
3479,0,0,2,5,2,1,4
3480,15,0,2,5,2,1,4
3481,30,0,2,5,2,1,4
3482,30,15,2,5,2,1,6
3483,40,15,2,5,2,1,4
3484,40,30,2,5,2,1,4
3485,0,0,1,0,2,2,4
3486,15,0,1,0,2,2,4
3487,30,0,1,0,2,2,4
3488,30,15,1,0,2,2,6
3489,40,15,1,0,2,2,6
3490,40,30,1,0,2,2,4
3491,0,0,1,2,2,2,4
3492,15,0,1,2,2,2,4
3493,30,0,1,2,2,2,4
3494,40,0,1,2,2,2,6
3495,0,0,2,3,2,2,6
3496,0,15,2,3,2,2,6
3497,15,15,2,3,2,2,4
3498,30,15,2,3,2,2,6
3499,40,15,2,3,2,2,4
3500,0,0,3,4,2,2,6
3501,15,0,3,4,2,2,4
3502,30,0,3,4,2,2,4
3503,40,0,3,4,2,2,4
3504,0,0,4,5,2,2,6
3505,15,0,4,5,2,2,4
3506,15,15,4,5,2,2,4
3507,30,15,4,5,2,2,4
3508,30,30,4,5,2,2,6
3509,40,30,4,5,2,2,4
3510,40,40,4,5,2,2,4
3511,50,40,4,5,2,2,4
3512,0,0,1,0,0,0,4
3513,15,0,1,0,0,0,4
3514,15,15,1,0,0,0,6
3515,30,15,1,0,0,0,5
3516,40,15,1,0,0,0,5
3517,40,30,1,0,0,0,4
3518,40,40,1,0,0,0,6
3519,50,40,1,0,0,0,4
3520,40,40,1,0,0,0,6
3521,40,50,1,0,0,0,4
3523,0,15,3,0,0,0,6
3524,0,30,3,0,0,0,6
3525,15,30,3,0,0,0,4
3526,15,40,3,0,0,0,4
3527,0,0,5,0,0,0,4
3528,0,15,5,0,0,0,6
3529,15,15,5,0,0,0,4
3530,30,15,5,0,0,0,4
3531,40,15,5,0,0,0,6
3532,40,30,5,0,0,0,6
3533,0,0,5,2,0,0,6
3534,0,15,5,2,0,0,6
3535,0,30,5,2,0,0,6
3536,15,30,5,2,0,0,4
3537,30,30,5,2,0,0,6
3538,30,40,5,2,0,0,6
3539,40,40,5,2,0,0,4
3540,50,40,5,2,0,0,6
3541,0,0,0,0,1,0,5
3542,15,0,0,0,1,0,4
3543,30,0,0,0,1,0,4
3544,40,0,0,0,1,0,4
3545,0,0,0,2,1,0,4
3546,0,15,0,2,1,0,6
3547,0,30,0,2,1,0,4
3548,0,40,0,2,1,0,6
3549,0,0,2,2,1,0,4
3550,15,0,2,2,1,0,6
3551,30,0,2,2,1,0,6
3552,30,15,2,2,1,0,5
3553,40,15,2,2,1,0,6
3554,0,0,2,4,1,0,4
3555,0,15,2,4,1,0,6
3556,15,15,2,4,1,0,4
3557,15,30,2,4,1,0,6
3558,15,40,2,4,1,0,6
3559,30,40,2,4,1,0,5
3560,40,40,2,4,1,0,4
3561,40,50,2,4,1,0,4
3562,40,40,2,4,1,0,4
3563,50,40,2,4,1,0,6
3564,40,40,2,4,1,0,4
3565,50,40,2,4,1,0,6
3566,0,0,3,5,1,0,4
3567,15,0,3,5,1,0,4
3568,15,15,3,5,1,0,6
3569,15,30,3,5,1,0,4
3570,30,30,3,5,1,0,4
3571,30,40,3,5,1,0,6
3572,40,40,3,5,1,0,4
3573,40,50,3,5,1,0,6
3574,40,40,3,5,1,0,4
3575,50,40,3,5,1,0,5
3576,0,0,1,0,1,1,6
3577,15,0,1,0,1,1,4
3578,15,15,1,0,1,1,6
3579,30,15,1,0,1,1,4
3580,40,15,1,0,1,1,6
3581,0,0,2,1,1,1,4
3582,15,0,2,1,1,1,6
3583,30,0,2,1,1,1,4
3584,40,0,2,1,1,1,4
3585,0,0,2,3,1,1,4
3586,0,15,2,3,1,1,4
3587,15,15,2,3,1,1,4
3588,15,30,2,3,1,1,4
3589,15,40,2,3,1,1,6
3590,30,40,2,3,1,1,4
3591,40,40,2,3,1,1,6
3592,40,50,2,3,1,1,4
3593,0,0,3,4,1,1,5
3594,15,0,3,4,1,1,5
3595,30,0,3,4,1,1,6
3596,30,15,3,4,1,1,6
3597,30,30,3,4,1,1,4
3598,30,40,3,4,1,1,6
3599,40,40,3,4,1,1,4
3600,50,40,3,4,1,1,6
3601,40,40,3,4,1,1,4
3602,50,40,3,4,1,1,6
3603,0,0,4,5,1,1,6
3604,15,0,4,5,1,1,4
3605,30,0,4,5,1,1,6
3606,30,15,4,5,1,1,4
3607,30,30,4,5,1,1,4
3608,30,40,4,5,1,1,4
3609,0,0,6,5,1,1,6
3610,15,0,6,5,1,1,6
3611,15,15,6,5,1,1,6
3612,15,30,6,5,1,1,6
3614,40,30,6,5,1,1,4
3615,40,40,6,5,1,1,4
3616,40,50,6,5,1,1,6
3617,40,40,6,5,1,1,4
3618,50,40,6,5,1,1,4
3619,1,0,6,6,1,1,4
3620,1,1,6,6,1,1,4
3621,2,3,6,6,1,1,6
3624,6,4,6,6,1,1,4
3625,0,0,0,0,1,2,4
3626,15,0,0,0,1,2,4
3627,30,0,0,0,1,2,6
3628,30,15,0,0,1,2,6
3629,30,30,0,0,1,2,4
3630,30,40,0,0,1,2,6
3631,0,0,2,0,1,2,6
3632,15,0,2,0,1,2,6
3633,30,0,2,0,1,2,6
3634,40,0,2,0,1,2,6
3635,0,0,2,2,1,2,6
3636,15,0,2,2,1,2,6
3637,30,0,2,2,1,2,6
3638,40,0,2,2,1,2,5
3639,0,0,2,4,1,2,6
3640,15,0,2,4,1,2,6
3641,15,15,2,4,1,2,5
3642,30,15,2,4,1,2,6
3643,30,30,2,4,1,2,4
3644,40,30,2,4,1,2,4
3645,0,0,0,0,0,0,6
3646,0,15,0,0,0,0,4
3647,15,15,0,0,0,0,6
3648,30,15,0,0,0,0,6
3649,30,30,0,0,0,0,4
3650,40,30,0,0,0,0,6
3651,40,40,0,0,0,0,4
3652,40,50,0,0,0,0,6
3653,40,40,0,0,0,0,4
3654,50,40,0,0,0,0,4
3655,0,0,1,1,0,0,4
3656,0,15,1,1,0,0,4
3658,30,15,1,1,0,0,6
3659,30,30,1,1,0,0,6
3660,30,40,1,1,0,0,4
3661,40,40,1,1,0,0,6
3662,50,40,1,1,0,0,4
3663,0,0,3,1,0,0,4
3665,15,15,3,1,0,0,6
3666,15,30,3,1,0,0,4
3667,30,30,3,1,0,0,6
3668,40,30,3,1,0,0,4
3669,40,40,3,1,0,0,5
3671,40,40,3,1,0,0,6
3672,50,40,3,1,0,0,6
3673,40,40,3,1,0,0,4
3674,50,40,3,1,0,0,6
3675,0,0,4,2,0,0,4
3676,0,15,4,2,0,0,4
3677,0,30,4,2,0,0,6
3678,15,30,4,2,0,0,4
3679,30,30,4,2,0,0,6
3680,30,40,4,2,0,0,6
3681,40,40,4,2,0,0,6
3682,50,40,4,2,0,0,4
3683,0,0,5,3,0,0,4
3684,15,0,5,3,0,0,4
3685,30,0,5,3,0,0,4
3686,40,0,5,3,0,0,4
3687,0,0,0,1,1,0,6
3688,15,0,0,1,1,0,4
3689,30,0,0,1,1,0,4
3690,40,0,0,1,1,0,6
3691,0,0,1,2,1,0,4
3692,15,0,1,2,1,0,4
3693,30,0,1,2,1,0,4
3694,40,0,1,2,1,0,6
3695,0,0,3,2,1,0,6
3696,15,0,3,2,1,0,6
3697,30,0,3,2,1,0,4
3698,30,15,3,2,1,0,4
3699,30,30,3,2,1,0,4
3700,40,30,3,2,1,0,4
3701,40,40,3,2,1,0,6
3702,50,40,3,2,1,0,6
3703,0,0,5,2,1,0,5
3704,15,0,5,2,1,0,6
3705,15,15,5,2,1,0,6
3706,30,15,5,2,1,0,6
3707,30,30,5,2,1,0,6
3708,40,30,5,2,1,0,4
3709,0,0,0,1,2,0,6
3710,15,0,0,1,2,0,6
3712,40,0,0,1,2,0,6
3713,0,0,1,2,2,0,4
3714,15,0,1,2,2,0,4
3715,15,15,1,2,2,0,4
3716,30,15,1,2,2,0,4
3717,30,30,1,2,2,0,6
3718,40,30,1,2,2,0,6
3719,0,0,2,3,2,0,6
3720,15,0,2,3,2,0,6
3721,30,0,2,3,2,0,6
3722,40,0,2,3,2,0,4
3723,0,0,3,4,2,0,6
3724,0,15,3,4,2,0,4
3725,15,15,3,4,2,0,6
3726,30,15,3,4,2,0,4
3727,40,15,3,4,2,0,4
3728,0,0,4,5,2,0,6
3729,15,0,4,5,2,0,4
3730,30,0,4,5,2,0,4
3731,40,0,4,5,2,0,6
3732,0,0,5,6,2,0,4
3733,15,0,5,6,2,0,4
3734,30,0,5,6,2,0,4
3735,40,0,5,6,2,0,4
3736,0,1,6,6,2,0,4
3737,1,1,6,6,2,0,6
3738,2,3,6,6,2,0,6
3739,3,3,6,6,2,0,6
3740,5,4,6,6,2,0,4
3741,5,5,6,6,2,0,4
3742,0,0,0,0,2,1,6
3743,0,15,0,0,2,1,4
3744,0,30,0,0,2,1,4
3745,15,30,0,0,2,1,4
3746,30,30,0,0,2,1,4
3747,40,30,0,0,2,1,6
3748,40,40,0,0,2,1,4
3749,50,40,0,0,2,1,5
3750,0,0,1,1,2,1,6
3751,15,0,1,1,2,1,4
3752,15,15,1,1,2,1,6
3753,30,15,1,1,2,1,4
3754,40,15,1,1,2,1,6
3755,0,0,2,2,2,1,4
3756,0,15,2,2,2,1,6
3757,15,15,2,2,2,1,4
3758,30,15,2,2,2,1,6
3759,30,30,2,2,2,1,6
3760,40,30,2,2,2,1,4
3761,40,40,2,2,2,1,6
3762,50,40,2,2,2,1,6
3763,0,0,3,3,2,1,4
3764,15,0,3,3,2,1,4
3765,30,0,3,3,2,1,4
3766,40,0,3,3,2,1,6
3767,40,15,3,3,2,1,6
3768,0,0,4,4,2,1,4
3769,15,0,4,4,2,1,4
3770,30,0,4,4,2,1,6
3771,40,0,4,4,2,1,4
3772,0,0,5,5,2,1,4
3773,15,0,5,5,2,1,4
3774,30,0,5,5,2,1,6
3775,40,0,5,5,2,1,6
3776,40,15,5,5,2,1,4
3777,0,0,0,0,0,0,4
3778,15,0,0,0,0,0,4
3779,30,0,0,0,0,0,6
3780,40,0,0,0,0,0,4
3781,0,0,1,1,0,0,6
3782,15,0,1,1,0,0,6
3783,30,0,1,1,0,0,4
3784,40,0,1,1,0,0,4
3785,0,0,3,1,0,0,6
3786,15,0,3,1,0,0,4
3787,15,15,3,1,0,0,6
3788,30,15,3,1,0,0,4
3789,30,30,3,1,0,0,6
3790,40,30,3,1,0,0,4
3791,0,0,4,2,0,0,6
3792,15,0,4,2,0,0,6
3794,30,15,4,2,0,0,6
3795,40,15,4,2,0,0,4
3796,0,0,5,3,0,0,6
3797,15,0,5,3,0,0,6
3798,30,0,5,3,0,0,6
3799,30,15,5,3,0,0,6
3800,40,15,5,3,0,0,6
3801,0,0,0,1,1,0,6
3802,15,0,0,1,1,0,4
3803,30,0,0,1,1,0,6
3804,30,15,0,1,1,0,4
3805,40,15,0,1,1,0,6
3806,0,0,1,2,1,0,6
3807,15,0,1,2,1,0,4
3808,30,0,1,2,1,0,4
3809,30,15,1,2,1,0,4
3810,40,15,1,2,1,0,4
3811,0,0,2,3,1,0,4
3812,15,0,2,3,1,0,4
3813,15,15,2,3,1,0,6
3814,30,15,2,3,1,0,6
3815,30,30,2,3,1,0,4
3816,40,30,2,3,1,0,6
3817,0,0,3,4,1,0,4
3818,15,0,3,4,1,0,4
3819,30,0,3,4,1,0,6
3820,40,0,3,4,1,0,6
3821,0,0,4,5,1,0,4
3822,0,15,4,5,1,0,6
3823,15,15,4,5,1,0,4
3825,40,15,4,5,1,0,4
3826,40,30,4,5,1,0,6
3827,40,40,4,5,1,0,6
3828,40,50,4,5,1,0,6
3829,40,40,4,5,1,0,4
3830,40,50,4,5,1,0,6
3831,40,40,4,5,1,0,4
3832,50,40,4,5,1,0,4
3833,0,0,6,5,1,0,4
3834,0,15,6,5,1,0,4
3835,0,30,6,5,1,0,6
3836,15,30,6,5,1,0,4
3837,30,30,6,5,1,0,4
3838,40,30,6,5,1,0,6
3839,40,40,6,5,1,0,4
3840,50,40,6,5,1,0,6
3841,40,40,6,5,1,0,6
3842,40,50,6,5,1,0,6
3843,40,40,6,5,1,0,4
3844,40,50,6,5,1,0,4
3845,1,0,6,6,1,0,4
3846,2,0,6,6,1,0,4
3847,3,2,6,6,1,0,4
3848,4,2,6,6,1,0,6
3849,4,5,6,6,1,0,6
3850,4,6,6,6,1,0,4
3851,0,0,0,0,1,1,4
3852,0,15,0,0,1,1,6
3854,0,40,0,0,1,1,6
3855,15,40,0,0,1,1,4
3856,30,40,0,0,1,1,6
3857,40,40,0,0,1,1,6
3858,50,40,0,0,1,1,4
3859,0,0,1,1,1,1,6
3860,15,0,1,1,1,1,4
3861,30,0,1,1,1,1,4
3862,40,0,1,1,1,1,6
3863,0,0,3,1,1,1,4
3864,15,0,3,1,1,1,6
3865,30,0,3,1,1,1,4
3866,30,15,3,1,1,1,6
3867,40,15,3,1,1,1,4
3868,0,0,4,2,1,1,6
3869,15,0,4,2,1,1,4
3870,30,0,4,2,1,1,6
3871,40,0,4,2,1,1,6
3872,0,0,0,0,0,0,6
3873,15,0,0,0,0,0,6
3874,15,15,0,0,0,0,6
3875,15,30,0,0,0,0,4
3876,15,40,0,0,0,0,4
3877,0,0,0,2,0,0,4
3878,0,15,0,2,0,0,6
3879,0,30,0,2,0,0,6
3880,15,30,0,2,0,0,6
3881,15,40,0,2,0,0,6
3882,30,40,0,2,0,0,5
3883,0,0,1,3,0,0,4
3884,15,0,1,3,0,0,4
3885,30,0,1,3,0,0,4
3886,40,0,1,3,0,0,4
3887,0,0,2,4,0,0,4
3888,15,0,2,4,0,0,6
3889,30,0,2,4,0,0,4
3890,40,0,2,4,0,0,4
3891,40,15,2,4,0,0,6
3892,0,0,4,4,0,0,4
3893,0,15,4,4,0,0,6
3894,0,30,4,4,0,0,6
3895,15,30,4,4,0,0,6
3896,15,40,4,4,0,0,4
3897,0,0,0,0,0,1,6
3898,15,0,0,0,0,1,4
3899,15,15,0,0,0,1,6
3900,30,15,0,0,0,1,4
3901,30,30,0,0,0,1,6
3902,40,30,0,0,0,1,4
3903,40,40,0,0,0,1,6
3905,0,0,2,0,0,1,6
3906,0,15,2,0,0,1,4
3907,15,15,2,0,0,1,5
3908,30,15,2,0,0,1,6
3909,30,30,2,0,0,1,4
3910,40,30,2,0,0,1,4
3911,40,40,2,0,0,1,6
3912,50,40,2,0,0,1,4
3913,0,0,3,1,0,1,5
3914,15,0,3,1,0,1,4
3915,15,15,3,1,0,1,4
3916,30,15,3,1,0,1,5
3917,30,30,3,1,0,1,4
3918,30,40,3,1,0,1,4
3919,0,0,3,3,0,1,6
3920,15,0,3,3,0,1,4
3921,15,15,3,3,0,1,6
3922,30,15,3,3,0,1,6
3923,40,15,3,3,0,1,6
3924,40,30,3,3,0,1,6
3925,0,0,4,4,0,1,6
3926,0,15,4,4,0,1,4
3927,15,15,4,4,0,1,4
3928,15,30,4,4,0,1,6
3929,30,30,4,4,0,1,4
3930,40,30,4,4,0,1,6
3931,0,0,5,5,0,1,6
3933,15,15,5,5,0,1,6
3934,15,30,5,5,0,1,4
3935,15,40,5,5,0,1,5
3936,30,40,5,5,0,1,5
3937,0,0,0,0,0,0,6
3938,15,0,0,0,0,0,4
3939,30,0,0,0,0,0,4
3941,40,15,0,0,0,0,4
3942,0,0,2,0,0,0,6
3943,15,0,2,0,0,0,4
3944,30,0,2,0,0,0,4
3945,40,0,2,0,0,0,4
3946,0,0,3,1,0,0,4
3947,15,0,3,1,0,0,4
3948,15,15,3,1,0,0,6
3949,15,30,3,1,0,0,4
3950,15,40,3,1,0,0,6
3951,0,0,3,3,0,0,4
3952,15,0,3,3,0,0,4
3953,30,0,3,3,0,0,6
3954,40,0,3,3,0,0,4
3955,40,15,3,3,0,0,4
3956,0,0,4,4,0,0,6
3957,0,15,4,4,0,0,6
3958,15,15,4,4,0,0,4
3959,30,15,4,4,0,0,6
3960,40,15,4,4,0,0,6
3961,0,0,5,5,0,0,4
3962,15,0,5,5,0,0,4
3963,30,0,5,5,0,0,4
3964,40,0,5,5,0,0,4
3965,0,0,0,0,1,0,4
3966,0,15,0,0,1,0,6
3967,15,15,0,0,1,0,4
3968,15,30,0,0,1,0,6
3970,30,40,0,0,1,0,6
3971,0,0,1,1,1,0,4
3972,15,0,1,1,1,0,6
3973,15,15,1,1,1,0,4
3974,15,30,1,1,1,0,4
3975,30,30,1,1,1,0,6
3976,40,30,1,1,1,0,4
3977,0,0,3,1,1,0,6
3978,0,15,3,1,1,0,4
3979,15,15,3,1,1,0,6
3980,30,15,3,1,1,0,6
3981,40,15,3,1,1,0,6
3982,0,0,4,2,1,0,6
3983,0,15,4,2,1,0,4
3984,15,15,4,2,1,0,6
3985,30,15,4,2,1,0,6
3986,40,15,4,2,1,0,4
3987,40,30,4,2,1,0,4
3988,40,40,4,2,1,0,6
3989,50,40,4,2,1,0,6
3990,0,0,0,0,2,0,6
3991,0,15,0,0,2,0,4
3992,0,30,0,0,2,0,6
3993,15,30,0,0,2,0,6
3994,15,40,0,0,2,0,4
3995,30,40,0,0,2,0,6
3996,40,40,0,0,2,0,4
3997,50,40,0,0,2,0,6
3998,0,0,2,0,2,0,6
3999,15,0,2,0,2,0,6
4000,30,0,2,0,2,0,4
4001,30,15,2,0,2,0,4
4002,40,15,2,0,2,0,4
4003,40,30,2,0,2,0,4
4004,0,0,3,1,2,0,5
4005,15,0,3,1,2,0,4
4006,30,0,3,1,2,0,4
4007,30,15,3,1,2,0,4
4008,40,15,3,1,2,0,4
4009,0,0,4,2,2,0,4
4010,15,0,4,2,2,0,4
4011,15,15,4,2,2,0,6
4012,15,30,4,2,2,0,4
4013,30,30,4,2,2,0,4
4014,40,30,4,2,2,0,6
4015,0,0,0,0,0,0,6
4016,15,0,0,0,0,0,6
4017,30,0,0,0,0,0,6
4018,40,0,0,0,0,0,4
4019,0,0,2,0,0,0,6
4020,0,15,2,0,0,0,6
4021,0,30,2,0,0,0,6
4022,15,30,2,0,0,0,4
4023,30,30,2,0,0,0,6
4024,30,40,2,0,0,0,6
4025,40,40,2,0,0,0,4
4027,0,0,3,1,0,0,6
4028,0,15,3,1,0,0,4
4029,15,15,3,1,0,0,6
4030,30,15,3,1,0,0,4
4032,0,0,4,2,0,0,4
4033,0,15,4,2,0,0,4
4034,0,30,4,2,0,0,4
4035,0,40,4,2,0,0,4
4037,15,0,5,3,0,0,4
4038,30,0,5,3,0,0,4
4039,40,0,5,3,0,0,4
4040,40,15,5,3,0,0,4
4041,0,0,0,1,1,0,4
4042,15,0,0,1,1,0,6
4043,30,0,0,1,1,0,4
4044,40,0,0,1,1,0,4
4046,15,0,1,2,1,0,4
4047,15,15,1,2,1,0,4
