,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1268,4,b27,f3,f1,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,"6w,",6,b27,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,4,b27,b1,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,6,f18,f3,rw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,6+,f2,z1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,4,b17,b+1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,6+,b2,b-1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,6,f27,f3,r1,f+1,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,4,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,6,s28,f1,b3,f3,f2,f+1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,"4d,",6,f39,f3,f1,b1,b1,f1,b1,f1,b2,f+1,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,6,b39,f1,b1,b3,f3,f1,s1,s1,s+2,f2,z2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,4,s29,f3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,6,b27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,"6w,",6,f29,f1,f1,b1,f3,f2,f+3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,"4d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,"6d,",5,f19,b2,f+1,b2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,4,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,6,s17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,4+,f2,z2,b3,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,4+,b2,z3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,"6d,",6,b29,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,"6n,",6,f37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,"4d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,4,f27,s+1,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,"6d,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,6,b28,f2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,"4w,",5,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,4,f18,b2,f3,f3,f1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,6,b29,f1,b+3,f2,z1,b2,zw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,6,b37,f+1,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,4,b18,f1,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,"4w,",6,f19,b1,f2,f+1,b1,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,5,f29,b1,f+3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,"6d,",6,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,5,b27,f1,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,"4n,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,6,b37,f+1,b2,v3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,4,b28,f3,f3,f2,f1,b2,f1,b2,f1,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,"6w,",6,f28,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,"4w,",4,b17,b+3,f1,zn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,"6n,",6,b17,f3,f2,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,"6d,",4,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,"6d,",6,f29,b2,f2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,"4w,",4,f18,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,"4w,",6,f28,b1,b2,f1,b1,s3,f3,f1,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,5,b19,f1,b1,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,"6n,",6,r28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,6,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,5,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,4+,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,6,f29,f1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,4,f18,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,6,b18,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,4,b29,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,6,b28,b1,b1,s1,b1,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,"4n,",5,f28,f3,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,4+,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,"4w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,4+,r2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,"6n,",4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,"6d,",6,f28,b1,b1,b1,s1,f1,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,4,b29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,4,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,4,b27,f+3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,4,f29,b1,b3,f2,f1,b1,f1,b1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,"4d,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,"4d,",5,f19,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,"6d,",6,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,6,b29,f3,f2,f3,r2,f1,b2,f+1,b3,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,"4d,",5,f29,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,4,b37,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,4+,f3,h1,s2,z2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,4+,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,"4d,",6,f28,f1,f1,b1,f3,f3,f3,f2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,"6n,",4,b19,b2,f+1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,"6d,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,4+,f2,z1,m+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,"4n,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,6,b29,f1,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,"6w,",4,b19,b2,f+3,l2,o1,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,"6n,",5,f29,f1,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,6,f28,f1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,4+,f2,v3,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,6,b29,f2,f2,f3,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,4,s27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,"6w,",4,f28,b1,b1,b1,f1,f2,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,6+,b2,zn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,"5n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,4,f18,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,"4w,",6,f29,f1,f3,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,4,f39,f1,b3,f3,f1,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,"5d,",4,b18,b1,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,6,s27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,"6w,",4,f28,b1,b1,y3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,"4n,",6,f27,f2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,"6n,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,5,b29,f1,b1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,4+,b3,z3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,4,f39,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,"6d,",6,f28,f3,f3,f3,f2,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,"5n,",6,f38,f3,f3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,6,f18,f3,r3,f1,s2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"6d,",6,b29,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,4,b18,b3,f3,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,"6n,",4,b19,b2,f2,f1,s3,f3,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,"5d,",6,f19,b3,f3,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,"4n,",4,b27,f3,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,6,b29,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,4,b18,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,"6d,",4,f38,r1,b+1,b1,z3,f1,z3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,"5d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,"6d,",4,b18,f3,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,"4d,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,4+,f2,v1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,"4d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,"4n,",5,b28,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,"6d,",4,f38,f1,b1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,"4d,",6,f39,f3,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,6,b17,y+3,r1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,6,f19,f1,b1,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,"4n,",6,f28,f3,f1,b1,b1,b1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,6,b29,f3,f1,b1,s3,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,"6n,",6,f37,f1,b2,f1,b2,b2,f1,b3,f1,f1,b3,f3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,
1452,6,b28,f3,r1,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,4,b18,b1,b1,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,4,f38,f2,b2,f2,b1,f1,b1,b1,b1,b2,f3,f2,f3,f3,f1,b1,b1,b1,b1,b1,b1w@,,,,,,,,,,,,,,,,,,
1455,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,5,b27,f2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,6,f29,f1,b1,b1,f3,f3,f3,f3,f2,b2,f3,f1,b1,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,
1458,"4d,",6,b28,f3,f1,b1,b1,b2,s3,f1,b3,f;3,f+1,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,6,f28,f2,b2,f1,b2,f2,f3,f2,b2,b2,f2,b2,f3,f3,f3,f3,f1,s1,b2,f2,f1w#,,,,,,,,,,,,,,,,,,
1460,6,b27,f+1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,4,b28,f3,f3,f3,f2,b2,f2,b1,b1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,"6n,",6,f28,b3,f3,f1,b1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,"6n,",6,b19,b3,f1,y1,y-3,f-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,5,f29,f1,b1,b1,b1,b1,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,5,b29,f3,f2,f3,f2,f2,f+1,b2,v2,f-3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,"4n,",6,b18,b1,b1,f3,f3,f1,b1,b;2,f3,f2,f3,f2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,
1468,4,b38,f1,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,"6d,",5,f29,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,6,f28,f2,f3,f3,f1,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,"6d,",5,f27,f3,f3,f2,b2,f1,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,6,f17,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,4,f39,f3,f3,f3,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,5,b29,f1,b2,f3,f3,f3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,"6n,",6,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,"6n,",4,f38,f1,b1,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,"4n,",5,b18,f3,f2,f2,f2,f3,f3,u1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,6,b28,f1,b1,b1,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,"6d,",5,f27,f2,f3,f1,b1,y2,s-2,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,4,f38,f3,f3,f3,f2,b1,b1,b2,b2,f2,b1,b1,b1,b1,b1*,,,,,,,,,,,,,,,,,,,,,,,,
1484,5,b29,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,6,b29,f1,b1,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,"4x,",5,b27,f3,f3,f3,f1,b1,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,4,b18,b+3,f2,o1,b1,f1,s3,f3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,4,f29,f2,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,4,f28,f3,f2,f3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,5,b27,f2,f3,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,6,b27,f3,f3,f3,f1,b2,b2,b2,f2,f2,b1,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,6,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,"4d,",4,f39,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,6,r27,f+1,b1,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,5,b29,f3,f2,f3,f3,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,4,f29,f2,b2,b1,b1,f3,f3,f1,b2,f1,b1,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,4,b29,f3,f3,f3,f3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,6,b;17,f3,l1,p2,f+1,b3,v2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,5,f18,f2,f3,f2,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,4,f28,f2,s2,f3,f3,f3,f1,b2,b2,b;1,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,4,b18,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,4,f39,f1,b1,b2,b1,b1,b1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,4,b18,f1,s3,f2,b2,b2,f1,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,6,b38,f3,f2,f2,f2,b2,f1,b1,f3,f3,f2,b1,s1,f3,f3,f2,f1,b1,f1,b2,f3*,,,,,,,,,,,,,,,,,,
1508,"6n,",4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,6,b29,f2,f1,b2,f3,f3,f3,f1,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,4,r38,f1,s2,u-1,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,"6d,",5,b27,b1,b1,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,4,f38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,4,b18,b1,b1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,"4w,",5,f28,f1,b;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,"6n,",5,f18,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,"6d,",5,f28,f2,f3,f3,f1,b2,f3,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,"6n,",4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,"4d,",5,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,6,f27,f+1,b1,z3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
