,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
65,5,b28,f2,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"4x,",5,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"4x,",5,b28,f2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"4x,",cc4^,s38,s+3,b3,z3,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"6d,",5+,b2,z2,b2,v1,f3,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"6d,",5,r37,u-3,y-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"6n,",6+,b2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"6d,",6,b+28,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"5n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"4n,",5,s@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"5d,",6,s+29,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5,b37,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"5n,",6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"6d,",4+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"4n,",4,b38,b2,b3,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,6,b27,f+3,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,6,f28,f3,b2,f2,f3,s3,y3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4,f29,f2,b2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6,s28,f+3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,6,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"6w,",6,f28,f2,b2,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"5n,",4,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"4n,",5,b28,f3,s2,f1,f2,f1,f2,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"4x,",5,b29,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5,b39,f3,f+3,m2,p3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"5^d,",6,b+39,s3,z2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4,b28,f2,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"6d,",6,b29,f3,b2,b;1,f1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4+,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4,f28,u1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"4n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4+,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"4n,",5,f29,f2,f3,b3,f2,f2,f3,b2,f2,f3,b1,f3,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,
107,5,b29,f3,b2,f1,f2,f2,b2,f2,b2,f2,f3,b;3,s2,f3,b2,b1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,
108,"4d,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,4,b29,f3,b3,b2,f2,f1,f1,f3,b2,f3,s2,f1,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,
110,6,s29,u;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"6d,",5,b28,f2,b2,f1,f3,b3,b3,b3,b3,b3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"4w,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"4w,",6,r;27,f+1,l1,v3,m2,o1,r2,u1,r+3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,b38,b3,y3,y-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"0q3x#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"6d,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6,b28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"4d,",4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"6d,",4,b37,y3,y-3,y-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6,b28,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6,s29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,f29,f2,f3,b2,f3,b2,f3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6,r29,f2,b2,f2,f2,f3,s3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,5,b27,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6,f39,b3,s3,s3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"6n,",5,b28,b2,f;3,s3,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4,b38,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"6d,",6,b38,s3,b3,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,5,b28,b2,b2,f3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6,r28,f1,f3,b3,b3,b3,y;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"6d,",5,b+29,f2,z2,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,r38,b2,f3,b3,f3,b2,f3,s3,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4,r18,f+3,m2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"6w,",5,b39,b2,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,6,f29,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"4n,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"6n,",5,f28,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"4w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4,b29,f2,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"4n,",5,b28,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"4x,",5,b38,b3,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,5+,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"4x,",c4,b38,y3,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"4d,",5,b28,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4^,s+38,m3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"4x,",4,b28,f2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"4d,",6,s38,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"4d,",6,b38,b1,f2,f3,b3,s3,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,6,f28,f3,b3,s3,s3,s+1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,b37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,6,s28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"6n,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,4,s39,f1,f1,f1,f2,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4,r2,j=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"6d,",4,b29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,r29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,b29,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,6,f29,f3,s3,f3,s2,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,6,s28,f+1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"4d,",4,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"4w,",5,b29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"4n,",5,b38,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,4,f28,f2,b3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"4n,",5,b37,s3,f+1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"4n,",5,u17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"6n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,6,b37,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"4n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,6,b37,s3,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"6d,",5,b38,b2,f3,b2,b2,f2,b+1,f;2,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"4d,",6,b27,r3,b3,b1,f3,b3,b3,b2,b3,b2,b3,s3,b3,b2,f3,s3,b3,b3,b3,s3,b;3,s3,b3,f3,b3n@,,,,,,,,,,,,,
190,5,f28,f3,b3,s3,s+3,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,5,f27,b3,b2,b3,b2,f1,f2,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"6w,",4,f38,b2,f3,b3,s3,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,6,b27,f+3,m3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"4n,",4,b28,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"6d,",5,b19,f1,f;3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,6,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"5d,",5,b27,f3,b3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,5,r28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"4x,",5,f38,b2,f2,f3,b2,f3,b3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,6,s28,f1,f2,f2,m1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"4w,",4,s39,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"6C,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4,b37,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,6,f38,f3,b3,b2,f2,b2,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,6,b27,f+3,s3,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,6,f29,f3,b2,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"4+n,",4,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,4,f29,b3,s3,b3,b3,b3,f3,b3,b2,b3,s3,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,6,f28,f3,b3,b3,b2,f1,r1,f+3,m2,f3,s3,f3,f2,f1,r1,f+3*,,,,,,,,,,,,,,,,,,,,,,,
218,"4w,",5,f38,b3,f3,b3,f+3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,4,b38,b3,s3,f1,r2,f3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,4,f29,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5,f37,f2,f2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4,b28,u3,s-1,l2,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"4x,",5,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,6,f28,f3,b+1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"4n,",5,b37,s3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"4n,",4,b39,b2,f1,f2,b2,s3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6,f28,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,6,b28,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,6,r19,f1,f3,b2,f2,f3,b2,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,4,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"6w,",4,r+1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,4,s39,f3,b3,f1,f1,f2,f3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"c4n,",4,b28,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,6,b39,s1,f3,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"4n,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,c6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"6w,",5,f28,f2,f2,b3,f3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,5,b28,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,r28,f+1,f1,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,5^,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,5,b18,u1,r-1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,c4+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"6d,",5,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4d,",6,b27,f3,b3,b2,f2,b2,f3,b3,b3,b2,f2,f1,f1,f1,f1,f3,b3w#,,,,,,,,,,,,,,,,,,,,,
251,"4x,",4+,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"6d,",5,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6,s19,f1,f1,b1,f1,b2,f2,b3,b2,f3,s2,f;1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,4,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"6n,",6,f29,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,c5,f19,b2,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,4,s19,f1,f1,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
