,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1964,4+,f2,v2,b2,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,6,f28,b3,b3,b3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,"4n,",6,b38,b2,b3,b2,f1,f1,f2,b+2,b2,i1,f2,z3n#,,,,,,,,,,,,,,,,,,,,,,,,
1968,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,5,b29,f3,b3,b3,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,"6n,",5,b28,f2,b2,f3,b3,y1,f-3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,6,s29,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"4d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,"6n,",6,b18,f1,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,6,b19,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,"6d,",4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,"4w,",4,f28,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,4,b28,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,4,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,"5n,",4,b38,b2,f1,f2,f2,f3,f3,b2,f3,b3,b3,b3,b2,f2,f1,f1,f1,f1n#,,,,,,,,,,,,,,,,,,
1983,"6w,",6,b28,f2,f2,f3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,6,f28,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,c4,b38,b3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,6,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,5,b29,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,"6w,",4,b37,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,6,b38,f3,b2,f3,b3,s3,s2,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4+,b3,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,"4d,",6,s37,y+1,f-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,f29,b3,b2,f;2,s3,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,s29,f3,s1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,"4d,",4,f29,f2,f3,b3,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,"4w,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,b38,y2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"6n,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,6,b27,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,"6n,",5,f29,f2,f1,f1,f1,f3,b+3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,"4w,",4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,6,b27,f+1,l#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"4d,",4,b38,f2,r2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"6n,",c6,f28,f1,f1,f1,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,6,f39,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"6n,",5,b29,b3,s3,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,f18,f3,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"6w,",6,f27,f1,f2,f1,f3,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,"6n,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,b29,f3,f2,f1,f3,b3,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,"4n,",6,f39,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,f27,f+1,f3,z^3,s-3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,f38,b2,f2,b2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,b29,f2,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,4,r28,f+3,b3,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,4,b29,f3,s3,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,c6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,4,b37,b2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,"6w,",6,f27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,"c4n,",4,f39,b1,f3,b3,b3,s1,f1,f3,b3,s3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,
2033,4,f28,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,4,b29,f3,b2,f3,b3,b3,b3,s3,f3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,
2035,"4n,",6,b38,b2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,"4n,",5,f19,f1,f3,b2,f3,b3,f1,l1,f2,f3,b2,f1,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,
2038,"4n,",4,b18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,"4n,",5,b29,f1,f3,b2,f3,f3,b1,f1,f3,b3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,
2040,"4n,",4,b39,b3,y3,s-1,v1,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,6,b27,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,4,b29,f3,b3,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,"4w,",5,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,"6d,",6,b29,f3,s3,f3,b3,b3,b3,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,6,r27,f+3,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,"4w,",4,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,4+,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,"4n,",5,f28,f2,f3,b3,b3,f3,f3,s3,f3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,
2050,6,b27,f+2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,"6n,",6,f27,u+3,s-3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,"6d,",6,f29,f2,f+1,r1,h3,m-3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,"4w,",4,b39,s2,f1,f2,b2,f1,f1,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,4,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,4,b28,f3,b1,f3,b3,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,4,r28,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,6,f39,f3,b3,f1,f1,f1,f2,b2,f2,f2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,
2061,"6n,",5,b28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,6,f38,b3,f2,f3,s3,r+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,6,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,4,b39,f1,f1,f3,b2,f3,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,"4d,",6,b29,b3,b2,f3,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,6,f27,f+3,b2,v^1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,"5d,",6,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,"5n,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,"4n,",4,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,"6d,",6,f39,b3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,"4+n,",4,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,6,b38,y1,r-2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,"4n,",5,b28,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,"4n,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,"4d,",6,f28,f1,f1,f2,f2,b2,f2,b3,b3,b2,f1,f1,f3,b2,b3n@,,,,,,,,,,,,,,,,,,,,,
2076,6,b27,f+1,f1,v3,m3,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,"4n,",4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,4,s28,f1,f2,f3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,"4n,",4,f18,f2,b2,b3,b3,b3,f3,b1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,6,b28,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,"6d,",4,b37,b1,f2,b3,s3,b1,f3,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,4,r28,f1,f2,y1,u-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,4,b38,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,6,b29,b1,f1,f2,f2,b3,b2,f3,b3,b2,f1,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,
2086,"6w,",5,b29,f2,f1,f1,f3,b1,f1,f;1,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,
2087,6,b19,f3,b3,s3,b3,b2,f1,f3,b2,f3,b2,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,
2088,6,r27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,4,f29,f+3,b3,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,6,f39,b2,f3,b2,f3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,"6d,",4,f17,f;3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,"4n,",4,b28,f2,b3,b1,f1,f1,f1,f+3,s2,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,5,b28,f3,b3,f1,f1,f1,f2,y+1,f-3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,4,b29,f2,b2,b3,b2,b2,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,4,f19,f2,b2,b2,b2,b2,b3,b3,b3,b3,b3,b3,b3,b3,b3,b3,b3,b2,b;3,s3,b3,b1,f;3,f+1,f3,z3*,,,,,,,,,,,
2096,"6n,",4,b28,f1,f1,f3,b1,f2,f2,b1,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,c4,b38,y1,f-3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,"4x,",6,b38,b3,b1,f1,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,"6w,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,4,f37,b3,s3,b3,b2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,6,f29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,4,f;18,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,"6x,",4,b28,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,"4n,",6,b28,b1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,6,f37,b+3,s3,v3,b3,z1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,"4w,",5,b18,f1,f2,b2,f1,f+3,s3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,"4n,",4,b38,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,"6d,",5,b28,b2,b3,b2,f1,f1,f2,f2,b2,f3,b3,b+1n@,,,,,,,,,,,,,,,,,,,,,,,,
2110,"6x,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,cc4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,6,f27,f3,b3,b3,s3,b1,f2,b2,f1,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,4,f29,b2,b+3,m2,f2,b3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,"6d,",4,b28,b1,f2,b+3,m2,o1,f2,f2,f3,b1,f1,f2,b2,b1,f1,f2,b3,b3,b3,b3,f1d@,,,,,,,,,,,,,,,
2115,4,f27,f+3,m#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,4,b18,f1,f3,b2,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,6,s27,s+3,m3,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,"6d,",4,b37,b1,f1,f3,b3,b3,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,6,b28,f1,f1,f1,f2,b1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,4,s29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,"4w,",4,b29,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,"6d,",4,b28,b1,f3,b3,b2,f2,f2,f1,f1,f3,b2,b3,b3,b3,b3,b3,b1,f2,f1,f1,f2,b3,s2,f2,f1,f3,b2,b2,f3,s2,f+1,r1*,,,,
2127,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,4,b19,f2,b2,b2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,"6d,",4,f19,f2,b1,f1,f2,b2,f1,f1,f1,f2,f3,b2,f1,f2,f3,b3,b;1,f3,b2,f1,f1,f3,s3,b3,b1,f1,f3*,,,,,,,,,
2130,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,"6n,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,"4n,",4,b27,b2,f3,b3,f2,f1,f1,f3,b3,b2,f1,f1,f1,f1,f1,f3,s2,f3,b3,b2,f1,f1,f2,b1,f1,f2d@,,,,,,,,,,
2133,"4w,",5,b28,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,"6w,",4,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,"4w,",5,b38,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,6,r27,u-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,4,f37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,"6d,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,"4n,",4,f28,b2,f3,b3,f3,s3,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,4,b38,b3,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,"6n,",4,f28,f+3,s3,z3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,6,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,6,f19,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,"6n,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,4,r37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,"6d,",4,b29,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,4,b28,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,"c5d,",6,b19,f1,f2,b2,b3,s3,b3,s3,b3,b3,s3,b1*,,,,,,,,,,,,,,,,,,,,,,,,
2154,4,b38,y1,u-3,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,4,r17,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,"5d,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,5,b28,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,"4w,",5,b28,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,4,b17,f1,f2,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,4,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,"4n,",4,f28,f3,b2,f2,f3,b1,r2,u3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,"6d,",4,b28,b2,f2,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,"6n,",5,b29,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,"6d,",5,b28,b2,b2,b3,b3,s3,b3,y1,u-3,b-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,6,b29,f1,f3,b1,f3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,"4n,",4,b39,b2,f2,b2,b3,b1,f1,f3,b3,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,
2169,4,r39,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,4,f38,b1,f2,f3,b1,r3,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,6,f39,b3,y1,f-1,h=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,4,f28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,"6w,",4,b29,b2,f3,b3,s2,f1,f2,b2,s2,u3,s-1d#,,,,,,,,,,,,,,,,,,,,,,,,,
2174,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,4+,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,6,b39,b3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,6,r28,b1,f2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,6,b27,f+3,m2,o2,m2,o2,f3,b3,b2,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,
2181,4,b19,f1,f2,b2,f1,f1,f1,f2,b2,f1,u1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,
2182,"6n,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,"6w,",4,b28,f2,f1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,5,b38,b3,b3,b3,b3,s3,b3,b3,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,"6n,",4,b38,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,4,f17,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,"6n,",4,b18,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,6,b18,f1,r2,f1,f1,f2,b3,b3,b2,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,"4n,",4,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,"4n,",5,f28,b3,b3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,"6n,",4,b38,b3,b3,b3,s3,s3,s1,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,"4n,",6,b28,b2,f2,b2,f3,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,"6w,",5,r29,f3,b2,f1,f3,b2,b2,b3,b3,b3,b2,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,
2196,"4n,",4,r28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,"4n,",6+,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,"6d,",5,f28,f1,f1,f1,f1,r2,f3,b3,f2,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,
2199,"4w,",5,b39,b3,f1,f2,f3,s3,y3,s+1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,4,f13x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,6,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,6,f28,f3,b3,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,"6n,",6,b28,f1,f;2,f1,f2,o2,f1,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,"4d,",4,b39,b2,u1,y-;3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,6,f38,b3,b2,f3,b3,b3,b3,b3,s3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,6,s27,r+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,4,b29,f1,f2,f2,s2,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,"6w,",4,b37,b2,f3,b2,f2,f3,b3,b3,b2,f1,f1,r1,f3,b3,b3,b3,s3,s3,s3n@,,,,,,,,,,,,,,,,,
2212,4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,6,f18,u3,s-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,"6d,",5,b37,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
