,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
4794,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,"4x,",5,f28,f2,f3,b3,s3,b3,s3,b3,s3,b3,f1,r1,u1*,,,,,,,,,,,,,,,,,,,,,,,
4797,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,"6d,",5,f28,f3,b3,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,6,r27,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,6,s28,f1,f1,f1,r1,f+3,b3,i#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,"6w,",4,f19,f2,f1,f2,f2,b2,f2,y3,y-1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,4,f27,f2,s3,b1,f1,f2,f2,b2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,c4,f28,b3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,6,f27,u2,s+2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,"4n,",6,b38,s2,b3,s3,b+2,f1,h^1,f-3,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,4,s37,s+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,"0e,",6,b39,b2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,c6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,4,s37,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,"6n,",5,b29,f2,b3,s3,s1,f2,f2,f3,b3,f3,s2,f3,s2,j+2,m2,o3,m2,o2*,,,,,,,,,,,,,,,,,,
4816,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,"6d,",6,b38,s3,b2,f2,f2,y3,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,4+,s3,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,"4n,",5,f38,s2,f1,f1,f+2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,"6d,",5,f18,f2,s2,f1,f2,f+,s2,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,"6w,",6,f28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,6,r29,f+3,m2,b3,f+1,r1,h^3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,"6n,",6,b28,f2,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,6,f28,f2,b3,s2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,4+,s3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,"4d,",5,f19,f1,f2,b2,u1,u-1,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,6,r28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,6,s3,j3,s2,f-1,f1,v2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,4,b27,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,"6n,",5,b28,f3,s2,f+3,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,"6n,",6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,6,r27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,"4n,",6,b28,f1,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,cc6,b38,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,4,f28,f3,b2,f3,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,5,f38,b2,f2,f3,s2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,4,f19,f3,b2,f1,f1,f2,b2,f1,f2,f+3,b2,v^1n@,,,,,,,,,,,,,,,,,,,,,,,,,
4847,4,b19,f1,f2,b2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,6,s29,f+3,b3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,"4d,",5,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,6,b17,f+3,b2,v^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,"4n,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,4,b38,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,4,b17,f1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,6,f28,f3,b3,b3,b2,f+3,b2,v1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,4,f39,b2,f+3,b3,i1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,"6n,",6,b29,f2,f2,f2,b2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,4,s18,f+1,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,"6w,",6,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,6,f28,f+1,f1,v1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,"4n,",5,b28,f3,b2,f+3,b3,z^1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,4,b27,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,5,b27,f3,s3,f3,b2,u+3,s-1,v3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,5,l1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,"6n,",6,f18,f1,r3,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,"6x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,6,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,"4n,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,4,m1,j=1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,4,r28,f1,f1,f3,s3,f+2,f3,z1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,"6d,",6,b+28,b1,v2,f-1,v3,z3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,4,b27,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,4,b37,f3,b2,f+3,b3,z3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,"c6n,",6,b27,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,"4d,",5,b29,f3,b1,f2,f2,f2,f3,b3,f3,b1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,
4883,4,f18,f3,s2,f1,r2,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,4,b28,f1,f1,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,6,s29,f3,b2,f+3,m2,o2,f1,f+3,s2,v^3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,4,b28,f3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,4,f29,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,"4x,",4,b29,l3,f3,f2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,5,f29,f3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,6,s28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,4,b28,f2,b2,f1,f1,f+3,m1,o2,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,4,f19,f2,f2,f3,m1,t3,b3,s2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,4,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,6,s29,f+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,"4w,",5,b29,f2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,"4w,",6,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,"6d,",4,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,4,b27,f1,f3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,4,f19,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,4,b37,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,"6d,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,6,f37,b3,b2,f1,f1,f1,f3,s3,s3,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,5,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,"6d,",6,f27,f3,b3,b2,f;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,4,b27,f+1,f2,h2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,"4x,",4,f38,b1,r1,f+3,b1,h1,f-1,h2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,"6n,",4,b19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,6,b18,f1,f1,f2,b1,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,"4w,",4,b29,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,"4w,",4,b28,f3,b+1,f1,h3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,"4x,",5,f+38,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,4,b18,f+1,f1,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,"6w,",5,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,"6n,",4,b38,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,"6n,",5,f39,b3,f2,f2,f2,f3,s3,s3,s3,s3,f+3,s#,,,,,,,,,,,,,,,,,,,,,,,,
4921,"4n,",5,b38,s2,f+1,f1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,"6n,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,4,b17,f1,f1,f3,b3,b3,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,5,b28,f+3,s3,z2,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,"4d,",5,b28,f3,b2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,4,r28,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,"4n,",5,f28,b3,b2,b3,b1,f1,f1,f1,f1,f2,b2,s3,s1,f2,b3,s2,f3,b3,b3,b2,f3,s3,s3,f3,s3,u3n@,,,,,,,,,,
4928,"4x,",4,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,"6d,",5,b37,s3,f3,b1,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,"4w,",4,f29,b2,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,"6n,",4,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,"6n,",6,f18,f2,f3,b3,f2,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,"4d,",6,b28,b3,b3,s3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,6,b29,f1,f1,f3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,"6d,",6,b38,b3,b3,b3,b2,f3,b1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,4,b39,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,"6w,",4,f29,f+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,4+,b37,i1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,6,s17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,"4n,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,"6d,",c6,b28,f1,f1,f3,b2,s3,f+1,f2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,6,f28,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,"6d,",4,f17,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,"4x,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,"6d,",6,b37,s1,f1,f+3,s2,v1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,"4n,",4,b37,s3,f3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,"4n,",6,b28,b+1,f3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,4,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,"4n,",4,f29,f2,s3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,"4x,",4,b38,b3,b2,b2,b2,b2,f1,f1,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,4,f38,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,4,b28,f1,f1,r2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,"6n,",5,b18,f3,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,6,f29,f3,b2,f3,b2,f3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,4,r28,f1,r2,f+1,l1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,4,b29,f+1,f1,v2,b2,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,"4n,",6,b18,f1,f1,f+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,4,b28,f+3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,6,b29,f3,b3,b3,s3,s1,f1,f2,u+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,6,f38,s3,f+3,s2,v1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,6,b29,f+3,b2,v3,b3,z1,l3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,"6n,",6,b38,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,6,s28,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,6,f37,b3,b2,f1,f2,f+3,s2,z1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,4,f29,f1,f1,f3,z=3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,"4n,",4,b38,b2,f3,b3,b3,b3,b3,s2,f2,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,
4972,4,f29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,"6d,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,"c6n,",4,r38,b2,s3,b3,b3,b3,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,"4d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,6,b29,b3,b3,b3,b3,f3,b2,f1,f1,f3C,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,"6d,",5,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,6,b18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,4,s38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,"4w,",6,b19,f1,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,"4n,",4,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,"6n,",4,f29,f3,s3,b2,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,"6n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,"4d,",6,b17,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,"6d,",4,b38,b3,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,4,f29,f2,s+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,"4n,",6,f27,f3,b3,b3,s3,f+1,f1,v^3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,4,f28,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,"6d,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,5,b29,f2,f1,f1,f2,b3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,4+,b2,v3,s3,z2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,"4n,",4,b,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,"6d,",5,b,b,s,b,sn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,"6w,",6,f,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,4,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,"4d,",4,b,b,b,f,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,6,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,"6n,",6,f,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,6,b,f,f,s,f,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,"4n,",4,b,f,s,b,b,f,f,f,b,s,f,f,b,f,f,f#,,,,,,,,,,,,,,,,,,,,
5002,"6w,",6,b,z,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,5,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,6,s,b,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,"c4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,c6,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,"4n,",6,f,f,b,f,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,6,b,b,m*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,"6d,",4,b,f,rw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,4,b,zn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,6,b,z,m*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,"4n,",4,bd@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,6+,b,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,4,b,b,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,4,f,f,s,f,b,b,b,f,f,b,s,s,f,f*,,,,,,,,,,,,,,,,,,,,,,,
5019,"6w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,6,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,6,b,f,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,"4d,",6,b,b,b,b,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,"4n,",4,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,"6w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,"4n,",6,f1,s1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,6,s1,s1,m1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,"6n,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,6,b1,b1,b1,b,f,fw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,4,b2,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,4,fw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,6,f2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,4,f2,zn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,6,f,f,f,b,s,b,b,b,b,b,b,b,b,b,b,f,f,b,s,b,s,s,fn#,,,,,,,,,,,,,,
5038,4,f,b,s,f,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,"5d,",4,b1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,4,f3,f2,b1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,"6w,",4,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,"4d,",6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,6,f1,b3,f1,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,4,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,"4n,",6,b2,b,b,b,b,b,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,"6n,",6,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,c4,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,"4d,",6,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,"6n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"4w,",6,f,b,f,s,r,b,f,b1@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,6,b,f,b,f,b,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
