,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
4429,6,r39,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,c6,b28,f1,r+2,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,6+,f38,z3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,5,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,6,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,"4n,",5,f37,s2,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,"4w,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,"4n,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,6,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,"6n,",6,f38,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,"4x,",6,b18,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,"6n,",5,s38,s1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,5,s38,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,6,r28,f1,f+3,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,4,s28,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,6,b28,f3,b2,f3,b2,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,4,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,"6d,",5,f27,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,"4n,",5,b28,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,4,s28,f3,s1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,4,s38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,4,s37,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,6,s28,f+3,b3,z3,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,6,f27,j+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,6,s28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,"4d,",4,s38,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,4,s38,f3,s3,f1,f2,s3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,"6n,",4,s28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,"4w,",5,f38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,4,r37,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,6,r29,f3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,"6w,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,"5d,",4,s38,b3,s1,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,"4n,",5,s38,f3,s2,f1,f3,b3,f1,f1,r2,s+2,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,6,b18,f1,f2,b2,b3,b3,s1,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,"4n,",5,f37,b1,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,"6w,",5,f28,f3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,"4n,",6,f37,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,4+,b37,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,4,s28,f3,b2,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,5,f18,f1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,"4n,",5,f28,f3,y+1,r3,m3,l2,l2,o2,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,4,r28,f+1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,4+,f27,i3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,"4d,",4,b38,b3,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,4,r29,f1,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,"c6n,",5,s27,f+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,6,s37,s+3,b2,z^3,s+3,z3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,6,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,"6d,",6,s+38,m3,p3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,6,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,6+,b18,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,"4d,",5,r37,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,"6w,",5,b38,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,6,f28,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,5,s28,f3,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,"6d,",5,b27,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,5,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,6+,b27,v3,b1,v1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,"4w,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,"6n,",5,b17,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,6+,f28,v3,b3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,6,f28,f3,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,4,r38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,"4x,",4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,6,f37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,4,f27,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,4,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,"6d,",4,f38,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519,4,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,4,s38,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,"6w,",5,f38,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,6,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,"6n,",5,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,"6n,",4,s37,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,"4d,",4,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,c4,b29,f18,r29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532,"6w,",4,f29,f39,b37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,4,b37,b+37,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,6,f37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,5,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,4,s3,j=19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,5,b18,f38,b29,b39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,"6n,",6,f37,b39,b19,f29,f38,b19,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542,"4x,",5,b28,f39,b38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,"6n,",5,b37,s39,b38,b38,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,"4x,",4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,4,b39,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547,"4w,",5,f39,b39,b39,b28,f38,b39,b29,f+39,m3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,"6d,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,4,b37,b+18,l29,o=38,b27,f28,f38,b28,f28,f39,s39,b18,r17,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,
4550,"6d,",5,b18,f17,f29,b37,s38,s38,b39,b38,b29,b28,b19,r2,j39*,,,,,,,,,,,,,,,,,,,,,,,,,
4551,4,b29,f18,f18,f38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,6,f38,f18,f18,u17,f-19,l2,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,4,f28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,4,b39,b19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,6,s3,k=+39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,4,b37,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,5,b28,b28,f28,f38,b29,f38,s39,f38,b19,r28,y+17,r-3,z^37,s-;18,f39*,,,,,,,,,,,,,,,,,,,,,,,,
4559,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,"4w,",5,b29,b28,b29,f38,b39,b27,f39,b37,b18,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,5,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,4,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,"4n,",5,b38,s38,f19,f17,f39,s39,f18,f19,f19,f38,s2,v^37,b-1n#,,,,,,,,,,,,,,,,,,,,,,,,,
4564,"4w,",6,b29,b39,b38,b19,f18,f19,f19,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,4,s37,f+39,b;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,4,f29,b38,b38,b19,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,5,b38,b38,b29,f29,f38,b39,b;28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,5,r29,f39,s29,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,4+,s2,v19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,"6n,",6,b28,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,"5d;,",6,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,6+,s27,f-39,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,"4n,",5,f39,b38,b39,b28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,"6n,",5,f29,b28,s29,s38,s39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,6,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,"cc6n,",5,s29,f38,b29,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,"5d,",6,f2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,"6w,",5,b28,f37,b29,f28,b38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,"6d,",5,f37,b39,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,6,f27,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,"6w,",5,f29,f18,f18,f17,f39,s38,f38,b28,f38,b38,b39,b38,b28,f+19,f!#,,,,,,,,,,,,,,,,,,,,,,,
4585,"5d;,",5,b39,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,"6n,",5,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,4+,b3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,4,f29,b29,s39,b38,b39,b29,f27,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,4,b39,b39,b29,b29,f39,b29,f38,b39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,"6w,",5,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,"4x;,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,4+,f1,v38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,"4n,",5,b19,r37,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,6,s2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,c6,m39,f18,f29,f28,b29,f18,f29,f37,s29,f38,s39,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,"4w,",5,f28,b28,f18,f18,f28,b28,b28,b39,b38,b39,b39,b39,b38,b29,b38,f29,r18,f+39,b3,z39,b39*,,,,,,,,,,,,,,,,,
4599,5,b29,f38,b38,b38,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,"4n,",5,f39,b38,b38,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,"4d;,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,"6n,",5,f29,f19,r29,f19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,"6w,",5,f38,b29,f37,b39,s38,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,cc5,b17,f27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,"4w,",5,b29,f19,r29,f19,f17,f38,b38,s38,b39,b38,b37,s38,b39,b38,b28,f29,f28,f38*,,,,,,,,,,,,,,,,,,,,
4607,"6w,",5,f38,s38,b39,b29,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,"4w,",5,b28,b+19,l1,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,"5d,",6,f27,f29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,"4x,",5,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,"4x,",5,b39,b39,b38,b39,b38,s39,b28,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,6,f18,f18,f19,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,"4x,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,6,f28,f38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,"6d,",5,f27,b39,s38,b39,b38,b29,f38,b39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,4,s37,f+38,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,6,s27,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,"6n,",5,b27,f38,b38,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,4,f19,f+38,b37,i1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,6,f27,s38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,4,f29,b38,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,6,f39,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,5,b28,b18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,6,r29,b39,s39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,"6d,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,"6d,",5,s37,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,4,b38,f29,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,"c6w,",5,f37,s28,f19,f19,f19,f38,s38,s39,s27,s39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,"6d,",5,b19,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,"6w,",5,b37,s29,f18,f29,f38,b28,b38,s39,f19,f29,f28,b37,b38,s29,f38,b29,b28,f29,f29,f3d@,,,,,,,,,,,,,,,,,,
4639,5,r27,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,4+,b37,i3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,"4d;,",5,b28,f+39,m1,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,"4n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,6,b38,b29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,"4d,",5,b37,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,4,f29,b29,s38,b19,f19,f29,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,"4w,",4,s37,b+19,l2,o29,f2,v^1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,"6d;,",5,f28,b29,s28,f19,f17,f29,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,6,u37,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,4,s29,f+19,f1,v^37,b-1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,"6n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,"4n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,5,s29,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,5,s39,y37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,5,f28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,"4n,",4,f28,b+38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,"4w,",6,f28,f29,f27,f29,f29,f38,s39,b;29,f37,b29,f18,f39,b28,b29,f19,f39*,,,,,,,,,,,,,,,,,,,,,,
4664,"6d,",5,b29,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,"4w,",5,s28,b29,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,"5d,",6,f29,b39,s39,f39,b28,f19,f29,f37,s39,f38,s39,b38,s39,b28,b29,f38,s39,b39,b19,r39,b3w@,,,,,,,,,,,,,,,,,
4667,"c6w,",4,f29,b39,s37,b39,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,"4n,",5,s38,f37,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,6,s17,f+18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,"6x;,",5,f27,f29,b38,b29,b38,s39,f37,s39,b19,f27,y37,s-38,b38*,,,,,,,,,,,,,,,,,,,,,,,,,
4671,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,5,b37,b19,f17,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,4,b38,b19,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,6,b18,f+39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,4,b37,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,5,b38,f29,f18,f17,f28,b19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,6,s2,j=19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,"4n,",5,b29,f19,f18,f39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,4,f29,f39,s2,j=+19,l3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,"5d,",4,b29,b18,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"4n,",5,s29,b38,s28,b19,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,4,s39,y37,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
