,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
20,"c5n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6,b2,b2,b3,b3,b2,f3,b3,b1,f2,f3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
22,4,b2,f3,b2,f1,f1,f3,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6,b2,b3,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5,f2,b2,b2,b3,s3,f3,y1,f-1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"6d,",5,f2,f1,f1,f1,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6,f3,b3,s3,b3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,f2,f2,s3,f3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,b3,f2,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,c4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,r2,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,6,f2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"4n,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"5d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,b2,f3,b1,hn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"4n,",5,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5,b2,i2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,r1,f3,b3,s2,f1,f3,b3,b3,b3,s2,f3,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,
47,5,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"6d,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,c4,r3,b3,b3,b3,s2,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"6n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,f3,s3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,f2,b2,b1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"5n,",5,f3,b2,f3,b2,f3,b3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,
56,4,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,b3,b3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,b3,b3,b3,b1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5,r3,b3,b2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6,f2,f1,f2,f3,b2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4,f2,b2,f2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4,b3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6,b1,f3,b3,b3,b3,b2,f3,b3,f1,f2,f3,b3,b3,b2,f2,f3,b3,b3,b3,b3n@,,,,,,,,,,,,,,,
65,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,f2,b2,f2,b1,f2,f1,f2,f3,b3,b3,f3,b3,f3,b3,b3,b3,b2,f3,b3,s3,f;1,f1w#,,,,,,,,,,,,,
67,"4d,",4,b2,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,5,b2,f1,f3,b3,b2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5,b2,b2,s1,f1,f1,r3,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"6n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,c4,f2,b2,s2,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4,b3,b3,b2,f1,f1,f3,b3,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,
75,4,f2,b+3,r3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"5n,",5,b2,b3,b3,b3,b3,b3,b2,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
77,4,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"c5n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,f2,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5,r3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,6,f2,f3,b2,f1,f3,b+3,s2,z1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,
83,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"5n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"4n,",5,f2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,b3,b2,f1,f2,f3,b2,f1,f1,r2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,
88,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"4n,",4,b3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"4d,",5,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"5n,",4,b3,b3,b2,b2,f3,b2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"6d,",6,b3,s3,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"4x,",5,b3,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5,b3,b3,y1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5,b2,f2,b3,b3,b3,b2,f1,f2,f3,s3,b3,s1n#,,,,,,,,,,,,,,,,,,,,,,,
98,5,b2,b2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5,b3,b3,b2,f3,b3,b2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"4w,",5,f2,b2,f3,b2,b2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"5n,",5,b3,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"4x,",5,f2,b2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"5n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,f2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4,r2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5,b2,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6,f2,f1,f3,b2,b3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"6w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"5n,",5,b3,b2,f1,f1,f3,s3,b1,f2,f3,b2,b3,b2,f3,b3,b3,b2,b2,f3,b2,f3w@,,,,,,,,,,,,,,
116,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,6,f2,f3,b3,b2,s1,f1,f1,f3,b1,f1,f1,f2,b3,b3d#,,,,,,,,,,,,,,,,,,,,,
118,"4x,",5,b2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"6n,",5,b3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"c6n,",5,b3,b2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"4w,",6,b28,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4,f28,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"4w,",4,b38,b3,b3,b3,f2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"4d,",4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,s37,b+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,5,b28,f1,f2,f2,f3,b2,f1,r1,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5,b38,b2,f3,b3,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4,s38,j+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4,f29,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"4w,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6,b27,f+3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"4x,",4,b27,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,s29,f3,s2,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"6d,",4,b29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"6d,",4,b38,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"6w,",6,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"4n,",4,f38,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"6d,",4,b38,f2,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,c6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"5n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,4,f17,f1,f1,f3,b2,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"4n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"4n,",4,b38,b3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,4,b28,f2,f1,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"5d,",5,s37,s3,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"4n,",4,s38,b1,f3,s2,r+3,s3,s1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4,r28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"4w,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"4w,",4,b28,f2,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"5d,",6,b37,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,b27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,s37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"6d,",6,s27,f11*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"6d,",6,b28,f2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,4,r29,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,b38,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,5,s27,b+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,r38,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"6w,",5,b;27,r+3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"4w,",4,b38,b2,f1,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,6+,s27,v2,b2,v3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,5,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"6n,",5,b7,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"c6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,4+,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"5n,",4,b38,b3,b+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,6,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"4n,",4,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"4n,",4,f37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,6+,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5+,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4,f18,f3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"6d,",4,f38,f2,f1,f2,b+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,5+,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4+,s27,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"6d,",6,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4+,b37,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6+,f38,i2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,4,f18,f+3,b2,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"6x,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"4x,",5,b37,b3,b3,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,5+,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4+,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4+,f28,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4+,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,6+,s27,i2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"4n,",4,s38,b3,b2,f3,b3,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"6n,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"6d,",4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6+,s37,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,f37,b3,b1,v1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"c4n,",4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,6,f;27,f-1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"6w,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,6,f29,f2,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"6n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"6n,",c5+,b38,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,6,f38,f2,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"4n,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,5,f27,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,5,s38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,5,r27,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,5,s39,b3,s2,b3,s2,b3,s3,b3,b2,f+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,
234,"4n,",4,s38,b3,s1,f3,s3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"6d,",6,b28,b3,b3,b3,f2,f1,f1,f1,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,
236,6,f29,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,4,r38,b+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"4n,",4,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"6d,",4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,4+,s27,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,4,f27,b1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,4+,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,4,f27,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,b27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"4n,",5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,6+,b28,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,5,f28,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4w,",6,f28,f3,b3,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"6d,",6,b28,f2,b2,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,4+,s38,z;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,5,b18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4,b38,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4+,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"6w,",4,b38,b3,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4,f29,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4,b37,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"4w,",4,f28,f3,s3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,4,f19,f2,b3,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,4,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,5,b18,f;1,f1,f2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,4,b37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,4+,s37,s3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"6x,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"4x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"c4w,",5,b28,f2,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"4n,",6,b17,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,4,f18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"4n,",5,s38,b3,b3,b3,f3,b2,f2,b2,f+1,f#,,,,,,,,,,,,,,,,,,,,,,,,
284,6,s28,f3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,6,f37,b+3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
