,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
5012,6,b38,f3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,4,s38,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,"6d,",4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,4,r17,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,"4n,",4,b28,b1,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,"4d,",6,b29,f1,b1,f1,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,6,b39,s;3,r+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,4+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,"6w,",6,b28,f3,b3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,"4x,",4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,4,r27,u+1,r-3,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,c4,b37,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,"6n,",4,f19,b3,b3,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,4,b29,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,5,f18,f3,f3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,6,f28,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,"6w,",6,b29,f2,f2,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,6,b28,f1,f2,f2,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,"4n,",4,f29,f3,s3,f+1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,c4+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,4,f29,h=+1,s+3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,"4n,",4,b18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,6,b27,f+1,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,4,b17,f1,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,6,b28,b3,f3,b3,f3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,4+,b2,z^3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,"4w,",4,b18,f3,f3,b1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,6+,s2,v1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,6,b19,f1,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,4,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,4,r18,b+3,b3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"6w,",4,b28,f1,b2,f1,b2,f3,f2,f2,b1,f1,b1,f3,f2,b1,s3,f3,f3,b+2,s2,z1,m1,o3w@,,,,,,,,,,,,,,,,,,,
5054,6,b28,b3,f3,b1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,"4n,",6,f28,b2,f1,f1,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,"4w,",4+,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,6+,b3,z3,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,"6d,",6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,"4n,",5,b37,r2,f+1,b2,z^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,6,b18,s+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,6,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,4,b38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,"4+w,",4,b28,b+3,f3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,4,f38,b+2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,"4n,",5,b19,f2,f2,b2,b2,f3,s2,f+;1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,"6d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,"6n,",4,f29,f3,s3,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,"6d,",5,f29,f!3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,"4d,",6,b37,f3,b3,f3,b2,f2,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,6,r+19,b@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,"6x,",6,b29,f1,r1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,4,b38,r1,f1,b3,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,"4w,",5,f29,f3,f3,b2,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,4+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,"4n,",5,b28,f1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,6+,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,"4n,",4,b18,b2,f1,b2,y+1,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,4,r27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,"6w,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,"6d,",6,b38,b3,b3,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,"4w,",5,f37,b1,r1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,"6w,",4,b37,b3,b1,f2,f1,f1,f2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,"4d,",6,b;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,"6d,",4,b37,f1,f2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,6,b28,f1,f1,f1,f1,f3,s3,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,5,b28,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,4,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,4,f18,f2,b3,b3,b3,b3,b3,b3,b2,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,"4d,",4,b37,f1,f1,f2,f2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,6,b28,b3,b3,b3,f3,b2,f1,f2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,6,b28,f2,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,"6n,",5,b38,b3,b3,b2,f3,f3,f3,b2,f1,r3,u3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,4,f29,f1,f1,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,"4n,",4,b38,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,"4n,",4,b38,b2,f2,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,"5d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,4,f18,f3,b3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,"4d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,6,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,4,b38,b3,b2,f3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,"6n,",5,b28,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,4,b38,f3,b3,f1,f1,f2,b3,s3,f3,b3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,"6d,",6,f38,b2,f1,f1,f1,f2,b2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,6,f29,f1,f2,b2,f3,b3,b3,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,"6w,",5,f28,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,"6w,",4,b38,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,6,b28,f1,f1,f1,f3,s3,b3,b2,f1,f3,b3,b3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,4,b38,b3,b2,f2,b2,f1,f2,f2,f1,f1,u2,s3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,5,f28,f3,b3,b3,f1,f2,f3,b2,f2,b3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,4,b28,f3,b2,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,4,f18,f2,b1,f2,f3,b3,f3,b3,b3,b3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,"4n,",4,f19,f1,f3,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,"4n,",4,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,6,f37,b2,b2,f2,b3,b1n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,6,b28,f1,f3,b3,f3,b3,f3,b3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,6,f37,f+3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,4,b38,b3,b3,b3,b3,b3,b3,b2,f3,b1,f1,f1,u1,u3,s3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,6,b28,f3,b2,f3,b3,b3,b3,b1,f3,b2,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,6,f27,f+3,b2,v^1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,4,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,"4w,",5,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,"6n,",6,b28,b3,b3,b3,b2,f1,f1,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,"4d,",5,f28,f1,f1,f2,b2,b1,f3,b3,b3,b3,b3,f3,b;1,f1,f1,f1,f1,f1,u1,f1,f3,z3,b1*,,,,,,,,,,,,,,,,,,
5136,4+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,4,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,"6n,",4,b38,b2,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,"6d,",6,f37,b1,r2,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,6,f29,f3,b3,f3,f3,b3,f3,f3,b3,b2,f2,b2,f3,b3,f3,f1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,
5141,6,b38,b3,b1,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,6,b37,b3,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,"4n,",6,f18,f1,f2,b2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,6,f38,b3,b3,f3,b3,s3,f3,b3,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,"6w,",6,b38,b;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,"6d,",6,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,6,b29,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,c4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,"6n,",6,b37,b3,b3,b3,b3,b1,r1,f3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,"6d,",4,b37,b+1,l2,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,6,f28,f;3,b3,b3,b3,b3,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,"6w,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,6,b38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,"6d,",6,f38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,4,f17,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,"6d,",4,b37,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,4,f28,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,6,f28,u3,y;1,l3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,6,s27,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,"6w,",4,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,6,b37,f3,b3,f3,b3,b3,b3,f3,b3,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,5,f38,f3,f3,b3,b3,b2,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,"4x,",6,f19,f1,f3,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,6,f28,f1,f3,b3,y3,y3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,6,f28,f2,b2,f1,f3,b2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,4,b37,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,4,f17,u3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,c4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,6,b28,b3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,"4d,",6,f38,b3,b3,f3,b3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,"6w,",6,f29,f2,f3,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,"6w,",5,b38,b3,b3,b2,f3,s3,f2,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,"6d,",4,f29,b3,b3,b1,f3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,4,s37,f+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,6,b19,f2,f+1,f3,k3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,6,f39,f3,f2,f2,f3,b3,b3,b3,b1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,"6d,",4,b37,s1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,"4w,",6,b28,f1,f1,f1,f1,f3,b3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,"4x,",5,b38,b3,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,"6d,",6,b37,b1,f2,b3,b3,b3,b3,b2,f1,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,4,b37,f1,f1,f3,b3,b1,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,"4d,",5,f18,f1,f2,s2,f3,b3,b2,f3,b3,f3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,"4n,",4,b37,b3,b3,f3,b3,f1,f1,f1,f3,b;1,f1,f1,f1,f2,s3,s3,s3,y3*,,,,,,,,,,,,,,,,,,,,,,,
5194,"4n,",6,b18,f3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,4,b38,f3,b3,b3,b3,b3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,4,b28,f3,b3,b3,b3,b2,f;1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,4,f18,r3,b1,f2,f2,b1,f2,b1,r1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,c6,b18,f2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,"g,",6,b28,f2,f2,f1,f3,b2,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,6,f27,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,c6,b28,u3,b1,l1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,6,f27,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,6,s28,f+1,l2,o3,m3,f=3,f2,f2,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,"6d,",4,b38,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,c4,b37,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,"4x,",6,b38,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,4,r28,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,c5,b38,f1,f1,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,"4n,",6,b+38,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,"6x,",4,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,6,s29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,"4n,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,4,b28,f3,y1,u1,r3,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,6,b28,b3,b,f2,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,4,b18,f3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,"6n,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,4,b38,y1,r1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,"6n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,6,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,6,b28,b3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,"6d,",6,b+39,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,4,b38,b3,b2,f3,b1,r2,f+3,m2,o3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,6,b18,f1,f1,f3,s2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,"4n,",6,b28,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,"4w,",4,b38,b3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,6,b29,f3,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,6,r17,u2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,4,s28,f3,b3,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,"4n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,"g,",4,b37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,c6,f27,f1,r3,b+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,6,b28,f3,b2,b3,b3,b3,b2,f1,f1,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,4,b28,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,"6n,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,5,b29,f2,b2,f3,b1,f2,b1,f2,f3,s3,f1,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
