,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
919,"6n,",5,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,"6n,",6+,f27,i1,l-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,"4w,",6,b37,s3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,"4n,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,"6n,",6+,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,"c6n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,5+,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,"5d,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,4,f39,b2,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,6+,f17,h3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,"4n,",5,f37,b3,b2,b2,b1,f1,r3,b3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,4,f27,f+3,m3,o1,l1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,4,f17,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,"4n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,"6d,",5,b28,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,6,f27,f+19,f2,z39,m3,o19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,"4n,",5,b17,f19,f19,f29,f18,f39,s28,f39,b38,b19,f28,f!2@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,4,s38,b38,s39,b28,s28,b39,s39,b38,s38,s38,s39,b39,s38,b38,s38,b39,s38,s39,f38,s28,f19,f38,s37,s19,f18,f39,s39,b38,s39,b29,f39,b39,s27,f29,b37,b39,s3w@,,,,,,,,
942,"5d,",5,f29,b;17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,"6w,",4,b28,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,c4,r27,f+39,m3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,6,b29,f38,s39,s39,f37,s39,f37,s39,b19,f29,b29,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,"4x;,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,6,s29,f19,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,"5d;,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,c4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,"4d,",6,r37,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,"6w,",5,b38,b18,f29,f28,s39,b39,b38,b39,f!2@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,"6w,",6,b!1@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,c6,r39,f+38,s!3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,5,s28,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,4,f17,f+39,m38,o=29,s39,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,4,b28,f38,b29,b38,s28,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,6,s28,f39,s38,b+37,s3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,"6+x,",4,b37,b39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,"5d,",5,b18,f29,f27,b28,b27,f38,s39,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,6,s!1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,5,r27,f+18,l!2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,"4x,",4,b38,s29,f38,b27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,"6w,",5,b28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"6x,",4,b37,b37,b18,r19,f39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,"c6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,"4d,",4,b38,b29,f27,u+17,r-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,"4n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,"6w,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,5,s;27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,5,r29,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,4,b29,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,"6n,",6,b28,f;2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"6d,",6,b39,s19,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,"c6d,",5,b38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,4,s38,b39,s38,f39,s38,s37,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,6,s27,b+39,b1,v^1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,"6d,",6,f38,b29,f;29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,6,f17,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,5,b29,f39,s38,b39,s38,b39,s38,b29,s39,s37,s28,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,6,f28,f28,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,"4d,",5,b29,f29,s38,b39,s39,b;38,f39,s28,f+19,f17,i37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,"6n,",5,b29,f17,f19,f37,s38,b39,s38,s39,s28,b29,f39,b29,f18,f39,s39,b37,s28,u37,s-19,f1w#,,,,,,,,,,,,,,,,,,,,,,,,
998,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,"4d,",c5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"6w,",6,b28,b18,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,6,f28,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,6,b29,f19,f28,f29,f39,s38,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,"6d,",5,b27,f18,f17,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,"6d,",5,b19,f29,f18,f18,f19,f29,s39,b18,f29,b28,s29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,5,f39,b28,f29,f29,s39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,"4n,",4,b38,b29,f19,f27,s29,b39,b18,f29,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,"6n,",6,s39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,4+,s2,v38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,4,r19,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,4,s19,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,4,s!1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,6,f18,f38,s39,b39,s29,f38,b28,b29,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,5,s29,f39,s29,b38,s39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,4,b37,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,"6d,",5,b19,f17,f19,f28,s39,b18,f29,f38,s38,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,4,s38,f+38,b2,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,6,s29,b+39,b2,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,"4w,",4,f39,b39,b38,s38,s39,s38,s39,s39,b38,b38,s38,s+39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"4n,",5,b37,b37,b19,f18,f39,s38,b39,b28,f27,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,c6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,6,r29,f37,s29,f38,b37,y17,f-28,m38,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"6d,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,"4d,",6,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,"6w,",6,f38,b28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,5,b18,f18,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,"4n,",5,b28,f39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,"5d;,",5,b38,f39,b29,f19,f38,b28,b38,s29,u+37,s-1,v;18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,4,f28,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,5,f29,f29,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,"4n,",6,b39,f38,b29,f38,b39,f38,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,"4n,",c4,b39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,4,f29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,"6w,",5,b18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,"4x,",5,b38,s39,f38,s27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,6,b28,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,"6n,",5,b27,b37,s29,f38,b28,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,6,r18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,"4n,",4,f18,f19C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,"4d,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,5,s37,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,"6w,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,4,f!3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,4,s29,f18,f39,s38,s39,f27,b+19,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,4,f29,f38,b39,b19,f17,f29,s38,s29,b29,f39,b38,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,"6n,",5,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,"4d,",5,b38,b19,f28,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,4,f17,f+39,m17,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,"6x,",c5,y17,f-3,z=2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,6,r27,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,"4w,",5,b38,b19,f18,f39,s1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,"6x;,",5,b18,f38,s38,b39,b29,b28,f38,b39,s39,b38,s29,s38,s39,b38,s39,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,5,r17,r28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,"4n,",5,b29,f29,f38,s38,s38,s39,b18,f19,f38,s38,s38,s39,b37,f39,b37,f39,b39,f29,f38,s39,s38,s39,b1n@,,,,,,,,,,,,,,,,,,,,,
1087,"6x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,6,s29,u17,f-19,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,"4d,",4,b38,y17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,"4x,",6,b37,b39,b39,s29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,5,b28,f38,s38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,4,b27,f-18,l19,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,"6n,",5,f39,b38,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,"c6n,",5,f19,f1,f2,b2,f3,b3,f2,f2,f2,f3,f1,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,6,b29,b2,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,6,f18,f1,b1,f1,b3,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,"6d,",6,f28,b1,b1,f1,b1,f3,f3,b2,b3,s1,s2,f1,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,"4n,",5,f39,b3,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,6,b38,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,"6d,",5,b29,f1,f2,f+1,l1,o1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,4,f1,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,6,f27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,"6w,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,"c4x,",6,b18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,"4n,",6,f38,f3,r2,f+1,b1,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,"6x,",5,f37,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,4,b27,b3,r2,f3,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,4,f28,f3,s3,f+1,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,6,f28,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,4,b39,f3,b3,f3,s1,f3,s3,f+1,f1,z3,m1,b1,f2,b3,s1,f3,s2,f+1,l1,o=1,f2,f2,f1,b1,f3,r3d#,,,,,,,,,,,,,,,,,,,
1116,5,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,"5d,",5,f28,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,5,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,6,f27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,"4n,",5,f18,f1,b1,f1,b2,f1,b2,b1,s1,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,5,b28,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,6,f27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,4,f18,f1,f1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,4,b38,r2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,"6w,",5;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,4,s28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,4,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,"4n,",5,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,6+,s2,v^1,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,5,b28,f2,f2,b1,f1,b1,f3,f3,b3,f1,f1,s2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,"4w,",5,f29,b1,f1,s3,b2,f3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,4,f27,b1,f2,f1,r1,b3,b3,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,4,s28,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,"6n,",5,f19,f3,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,"6n,",6,b18,f1,b1,f1,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"c6w,",5,f29,b1,b1,f2,b2,b2,f1,r2,f3,b3,f3,b+1,b2,v^2,b-1,v3,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,6,s29,f3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,"6d,",5,f39,b2,f3,b3,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
