,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
5049,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,"6n,",5,b39,b28,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,"4n,",4,b39,b28,f18,f29,b37,s39,f18,f19,f3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,6,s29,f37,b28,f37,s39,b29,b29,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,4,b39,f37,f18,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,"6n,",5,f28,f19,f18,f18,f19,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,"6n,",4,b39,b27,r38,s38,s29,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,"4n,",5,f27,f39,b38,f39,b29,f39,f37,b28,f38,b37,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,"4w,",4,b29,b28,f38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,5,b29,b28,f37,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,"6n,",5,b27,f17,f28,f17,f17,f19,f29,b29,b28,f39,b29,f38,b19,l28,f17,f19,f29,b27,r29,b38,b38,b28,f17,f29,b29,b28,b28,s18,f38*,,,,,,,,,,,,,,,
5062,4,f29,b38,b39,b17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,4,b39,b28,f37,s38,s19,f28,f18,f28,f38,b39,b29,f18,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,5,b39,b28,f37,b38,b18,f38,b19,r28,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,"4n,",4,b38,b1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,4,r28,b38,b39,f38,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,6,r39,f37,b37,b39,s27,r-18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,6,s28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,"4x,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,4;,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,6;,f18,f18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,6,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,5,f37,f+17,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,"5n,",5,f28,b28,f18,f18,f38,b38,y37,y-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,"6n,",5,b38,b29,f28,f39,b39,b29,f18,f28,y27,r-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,5;,b28,f38,b27,r39,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,6,b28,f39,b28,f38,b39,b29,f38,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,"4n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,5,f37,f+39,m1,o=37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,4,s27,f-19,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,"4x,",5,f;27,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,4,b29,f29,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,4,f29,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,"6n,",4,f27,b29,b28,f39,b28,f28,f28,f18,f18,f27,f18,f29,f37,s38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,6,r37,f+18,r18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,4,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,5,r39,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,4,f!19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,6,f37,f28,b29,f39,b28,f19,f29,f29,b38,b28,f28,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,6,b17,f19,f27,s38,y37,y-37,s-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,6,f39,b28,f38,b38,b28,f28,f18,f38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,4,f18,f28,b38,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,4,b37,s29,b18,f18,f28,f18,f17,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,4,r27,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,5,r27,r19,f27,b39,b38,b19,f27,f28,f27,b39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,"6w,",6,b18,f28,f17,f29,f28,f38,b38,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,"6d,",4,b37,b29,f28,f39,b37,s18,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,"6d,",5,f28,f28,f18,l27,f37,b37,s39,s18,f18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,4,f28,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,4,b28,f39,b39,b37,b38,b29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,"6n,",5,f28,f38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,4,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,"6n,",5,b28,b27,s29,f28,b37,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,"4n,",5,b28,f39,b39,f38,b28,s19,f19,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,4,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,"4d,",5,b28,b28,s18,f28,f28,b38,b28,f37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,"4n,",4,b39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,"6d,",4,f27,f38,s29,f37,s38,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,"4n,",5,f28,f28,f19,f28,b;38,b38,f39,b29,f39,b27,f39,b29,f39,f28,f39,b29,f38,b37,f28,f18,f19,f28,f39,b38,f37,b29,f39,b38,f19,l29,f19,f18,f3x@,,,,,,,,,,,
5118,"V,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,4,f1,f3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,"6d,",5,b2,f3,b2,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"4w,",6,f2,f1,f2,b2,f2,b2,f2,b2,f2,f1,f1,f2,b3,b3,b2,b3,b2,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,
5125,"6d,",5,b3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,6,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,c6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,6,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,"c4n,",6,b2,f1,f1,u1,r1,m2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,4,f2,f3,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,c4,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,6,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,4,s2,f1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,4,f1,f1,r2,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,"6d,",6,f2,f2,f1,r3,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,4,f1,f3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,"4n,",6,f1,f1,f3,s3,s1,f3,b3,y3,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,6,b2,f3,b2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,5,b3,s3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,4,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,6,s2,j1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,"6x,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,4,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,4,f1,f2,b3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,6,s2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,6,f2,f1,f2,f1,f1,f2,b2,f2,f3,b2,b3,b2,b3,b2,b1,f3,b3,b1,f1,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,
5149,4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,6,f3,b3,b2,b1,r2,f1,f2,f3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,5,f2,f3,s2,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,6,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,6,b2,f2,f1,f1,f1,f2,f3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,"4x,",5,b3,z1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,"4x,",6,b2,f3,b3,b3,b3,b3,b3,f2,b3,b2,b2,b3,b3,b1,f2,b1,f2,f3,b2,f1,f3,b3,b3,b3,b3,b1,f1,f2,f3,s3,b3,b2,f1*,,,,,,,,,,,
5157,"4x,",6,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,4,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,"6w,",5,f3,f1,f2,f1,f3,b3,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,4,f1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,6,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,6,b3,f3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,"5n,",6,f1,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,4,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,6,f3,y3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,"4w,",5,f2,f3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,6,f2,f1,f3,b1,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,"6n,",5,f2,f1,f1,f3,b3,b2,b2,b2,f2,b3,s2,f1,f1,f2,b3,b3,b2,f1,f1,f3,y3n@,,,,,,,,,,,,,,,,,,,,,,,
5169,"4x,",5,b2,b3,b2,b2,b3,b3,b1,f2,f1,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,"6x,",5,b2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,6,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,6,f2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,4,s3,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,"6w,",5,b2,b1,f2,f3,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,4,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,4,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,5,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,"6w,",5,f1,f3,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,4,b2,f3,b2,b3,b2,b2,f3,b3,s3,b1,f1,f3,s2,f2,b1,f3,y1,f1,f2,b1,f3,sw#,,,,,,,,,,,,,,,,,,,,,,,
5183,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,"4w,",5,f3,b2,b3,b2,b2,b2,b3,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,4,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,5,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,6,f2,f1,f2,f3,b2,v1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,"6w,",6,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,4,f2,f2,f1,f3,f1,f1,f2,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,6,f3,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,4,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,4,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,5,f3,b3,s2,b3,b2,b3,b3,b3,b1,f3,s3,b3,y3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,"4x,",4,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,5,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,4,b2,f2,f1,f1,f1,f2,b3,b3,f1,f2,f1,f2,b3,b3,b3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,"4w,",5,b2,f3,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,4,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,6,s2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,4,b2,f1,f1,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,6,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,c6,f2,f2,f1,f1,f3,b3,s3,s3,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,6,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,6,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,5,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,6,bx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,5,f3,b1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,"4n,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,4,f2,f1,f3,zn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,6,r2,f1,f3,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,c6,b3,y3,b1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,5,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,"4w,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,6,f2,f1,f3,b3,b3,f3,b3,f1,f2,f2,b3,b2,b2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,6,b2,f1,f3,b3,b3,s3,f1,f1,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,c6,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,4,f2,f1,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,"4x,",6,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,6,s2,f3,s2,f3,b2,b2,f1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,4,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,4,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,4,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,4,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,"6x,",4,f3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,"5d,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,"6d,",5,f2,f3,b2,b2,f1,f1,f1,f3,b2,b3,b3,b2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,6,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,4,r2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,"4x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,4,f2,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,6,s1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,"4w,",5,f1,f3,b3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,"4n,",6,f2,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,6,b3,f1,f1,f1,f3,b2,b3,b3,b3,b2,b2,f1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,4,b2,f1,f3,s2,f3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,4,f2,f3,b3,f3,b2,f1,f3,b3,b3,b2,b2,b3,b1,f1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,6,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,6,s2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,6,b2,f1,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,"4n,",5!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,6,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,"6n,",4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,"5d,",5,b3,b1,r2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,6,b2,f3,b3,y1,l3,p3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,"4n,",6,f1,f1,f1,f1,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,4,f1,f1,f3,b3,b2,f1,f1,u1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,6,r2,f1,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,6,s2,j1,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,6,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,"6d,",5,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,"4w,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,4,f1,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,6,f2,f1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,"4x,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,"6n,",5,b2,f3,b3,b3,b1,f1,f3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,6,s1,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
