,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
2747,"4d,",6,b2,f3,b2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,"4+n,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,"4+d,",5,r3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,"6n,",6,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,"6d,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,"6d,",4,r2,b3,b2,b2,s2,f3,b3,b3,s3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,4,r2,f+3,s3,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,6,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,"6n,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,6,f2,f1,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,6,b2,b3,b3,b3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,"5d,",5,r2,f3,b2,f3,b;2,f2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,6,b;2,s-3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,4,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,6,f2,f2,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,"4w,",6,b2,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,"6d,",4,s2,f+3,b2,v1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,"4n,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,"4w,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,"4w,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,6,b2,f+1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,4+,b2,u^2,v1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,4,f2,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,6,f1,f1,f2,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,4,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,4,b2,s3,b1,f3,b3,s3,f1,f2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,6,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,"6+d,",6,f2,b3,b2,b3,b2,b3,b3,b2,b2,b2,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,"4w,",4,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,4,r2,f+1,r1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,6,b2,b3,f3,b2,s2,f1,f3,b3,b2,f3,b2,f2,b2,s1,f3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,6,f2,f2,f+2,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,"6d,",6,r2,f+2,b2,v2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,"4+w,",4,r2,b2,b2,f3,b2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,6,f2,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,4,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,"4+w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,"6w,",6,b2,b+2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,6,r2,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,"6d,",5,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,"6w,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,4+,f2,z3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,"6d,",6,b2,f1,f2,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,6,f2,f3,b2,f2,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,"6d,",6,b+2,b3,z2,b3,z2,b-3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,4,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,6,s2,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,4+,r2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,6,f3,b2,f2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,4,f2,f1,r2,f2,f2,f2,b2,b2,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,4+,f2,z3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,4+,b2,b-2,f3,z2,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,4,f29,f28,b19,f28,f+18,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,6,s28,f19,f38,b38,b37,b38,b38,b38,f39,b17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,5,f38,b39,b29,f29,f37,b37,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,"4n,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,"c4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,"6d,",4,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,6,r27,r19,f18,f29,f28,b38,b39,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,"6n,",6,b38,s28,b39,b37,b38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,6,f28,f39,b37,f39,b38,b29,b18,f38,b38,b39,b38,b38,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,"c6n,",6,b38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,"6n,",4,b28,f29,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,5,f29,b28,f29,b38,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,4,s29,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,4,f19,f27,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,6,f19,f38,b38,b37,b38,b37,b18,f18,f18,f38,b19,f29,f39,b39,b28,f38,b38,b38,b39,b28,f18,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,
2869,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,4,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,"4n,",4,b27,f18,l3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,6,b37,s38,b18,f18,f17,f27,b39,b39,b38,b29,f18,f29,b38,s39,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,5,b37,s19,f28,b39,b38,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,4,f38,b39,b37,b38,b38,b38,b39,b28,f18,f39,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,4,s19,f18,f28,f39,b38,b28,f19,f19,f39,b29,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,5,f28,b28,b38,b38,b38,b19,f;27,b+18,f1,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,5,f37,b39,b39,b29,f39,s39,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,4,f28,b38,s37,s39,f38,b38,b38,b38,s19,f18,f18,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,"4n,",6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,"6w,",5,f19,f28,f18,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,"6d,",5,f29,b29,f39,b38,s28,b39,b29,f18,f28,b37,s28,b29,f18,f39,b18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,"4n,",4,b39,b29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,6,b39,b38,y17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,"5d,",5,f28,b37,b37,b38,b27,b38,b29,b29,f18,f19,f18,f39,s29,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,"4x,",4,f38,b19,r18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,4,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,"6d,",4,b28,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,"6d,",5,b28,f19,f18,f;18,f39,b38,b39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,"4n,",5,b38,f38,b39,b39,b39,f17,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,"4w,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,4,f29,f28,b38,b39,f39,b38,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,4,s28,f+19,r2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,5,b28,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,5,f28,b38,f38,b39,b29,b29,f28,f18,f19,f38,b38,b38,b38,f38,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,4,f29,b29,f27,b38,b37,s39,b38,u37,s-39,m3,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,4,b28,f39,b29,f37,s38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,6,r27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,6,b29,f38,b38,b29,f38,b38,b39,b28,f38,s29,f18,f29,f28,b19,f19,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,"6n,",6,b29,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,c5,b39,b38,f38,b38,b38,b38,b28,b18,f29,b19,f17,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,4,f18,f29,f38,b39,f29,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,6,r37,b+39,b1,v38,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,"4x,",5,f18,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,4,b28,f18,r27,f+38,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,5,b27,f19,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,4,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,6,b28,f+39,m2,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,"cc4n,",5,b28,f39,b39,f;37,y-17,f-2,v38,s3,z27,b-3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,4,b37,s28,b38,s39,b18,f18,f18,f38,b39,b37,y17,r-39,b3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,5,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,"4n,",5,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,"4n,",6,f18,r28,f39,b38,b18,r29,b28,b38,b39,b37,b38,s18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,4,f27,b18,r18,f39,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,"6d,",5,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,"4d,",5,f28,b39,s38,b38,s38,b19,f17,f28,b38,b37,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,4,s28,f+39,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,6,s39,b39,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,"6d,",6,b37,s39,b38,b39,b19,f18,f29,b38,b38,b28,s19,f38,b37,s38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,"4w,",5,f28,f+18,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,4,f;17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,"6d,",4,b+28,f2,z27,f-2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,4,f27,f39,b38,f;37,b+19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,6,b37,s38,b39,b39,b18,f18,f38,s29,f19,f38,b38,s38,b18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,"4d,",6,f39,b38,b38,b+1,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,4,f28,b18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,"6n,",6,b37,s3,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,4,b;38,b38,b29,b28,r29,b38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,5,f28,f18,f18,f17,f29,b37,s29,f37,b38,b39,b38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,6,s37,f-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,5,f27,f19,f;17,f18,f28,b38,b37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,"6w,",5,b19,f28,b19,f27,b+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,4,b39,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,"6d,",4,b39,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,6,b29,s37,s+29,b3,z28,f3,z38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"4n,",4,b28,f18,f19,f38,b29,f28,f38,f38,b29,f28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"4n,",6,b28,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"4n,",4,b38,s28,f19,r17,u+37,s-3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,6,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,5,f29,b39,b28,f19,f18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,"4n,",4,b38,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"4n,",4,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,"5d,",5,b39,b39,b38,b29,f18,f18,f29,b39,f18,f19,f18,f18,f19,f37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,c4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,4,b27,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,4,f29,b+38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,6,f28,f19,f19,f39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,6,s29,f18,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,4,b28,f38,b38,b38,b28,s29,f18,f38,b38,b39,b19,f17,f+39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,6,b27,f+39,m19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,"4n,",5,f19,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,6,s17,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,6,f29,f28,f19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,6,b28,f19,f18,f28,b38,b37,b38,b38,b29,f39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,6,f38,f19,r18,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,4,f28,b38,s37,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,6,r17,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,"4w,",6,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,"4n,",4,f38,b19,r29,b39,b28,b18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
