,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
110,"4n,",4,b2,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"c5n,",5,b29,f27,f29,b28,b29,b27,s18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"5d,",5,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"5n,",5,r29,b28,f29,f28,f29,f28,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
118,4,f28,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"6d,",6,f38,b28,b28,f27,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4,f18,r38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"4x,",5,f37,b38,b29,b28,f27,f19,f28,f28,b37,b38,b39,b28,f2d@,,,,,,,,,,,,,,,,,,,,,
122,"4w,",6,b18,f18,f18,f18,f39,b28,s29,f28,f28,b38,b39,b27,f38,b39,b19,f2n#,,,,,,,,,,,,,,,,,,
123,"4w,",6,f28,f18,f19,f28,b38,b37,b38,b28,f19,f17,f39,b29,b38,b28,s29,f18,f27,f+38,m1d#,,,,,,,,,,,,,,,
124,"4n,",5,f27,f38,b37,b28,f17,f29,f19,r#,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6,f38,b39,b28,b28,f18,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"6d,",5,b28,b39,b28,f29,f28,f29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4,b39,b28,f28,f18,f18,f38,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,c6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6,f29,f18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"6n,",5,f38,b28,b29,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,f29,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6,r38,f18,f28,f29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"6d,",5,b19,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"4d,",4,b38,b29,b18,f28,b29,b28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,4,f17,f39,m29,o=28,f28,f18,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"6d,",5,f28,b29,f38,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4,f27,f38,b37,b+28,f2,z38,b2,v37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6,f29,f29,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,4,f28,f38,s39,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"6n,",5,f39,b29,b29,b28,b18,f18,f18,f28,b+17*,,,,,,,,,,,,,,,,,,,,,,,,,
142,5,b27,b39,s27,f+17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"4x,",5,f19,f28,b38,b29,b18,f28,f28,f27,f29,b29,f18,f2n@,,,,,,,,,,,,,,,,,,,,,,
144,5,b29,b28,b28,f28,f28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"6n,",5,b29,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,c6,s27,u-27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6,r38,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,f27,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,6,f38,b19,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"4n,",5,f28,b39,b37,s39,b18,f18,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
151,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,5,b38,b28,b18,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,5,b28,b38,b28,b28,b28,b19,f28,f29,f;18,f19,f28,y1n@,,,,,,,,,,,,,,,,,,,,,,,
156,5,b37,s28,f+38,b2,z;38,m3,o18,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"4n,",5,f28,b37,s28,f38,s28,f18,f18,f28,b39,b28,f17,f2n#,,,,,,,,,,,,,,,,,,,,,,
158,"6n,",4,b37,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"6w,",6,b28,f38,b28,f18,f28,f28,f27,f39,b28,f38,b27,s39,b39,b39,b18,f18,f28,b39,b38,s29,f38,b38,b2d@,,,,,,,,,,,
160,"6x,",4,b38,b+37,b3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,f29,f18,f29,f29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"6x,",5,b18,f18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4,f19,f17,f39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"5d,",5,f29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,f28,b18,r18,f+38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,5,f29,f27,f19,f18,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,6,b37,b29,b39,b28,f39,b38,b29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"c6n,",5,f37,b38,b39,b38,f27,f39,s29,f38,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,
169,"6n,",6,f28,b19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4,f28,f29,b39,b28,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"4x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,6,s29,f19,f28,f37,b38,b38,b29,f28,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,
173,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"4n,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"6d,",6,b27,f39,b39,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"4x,",5,b29,b29,f39,b38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,c5,f;27,f+39,b2,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"6w,",5,b28,b28,f17,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"6d,",5,b28,b18,f29,f28,f27,b38,b38,b37,b39,b38,b39,b38,b39,b2n@,,,,,,,,,,,,,,,,,,,,
180,"4d,",5,b27,b17,r28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"4x,",5,b38,f38,b38,b28,b38,b28,f18,f28,f18,f28,f17,f29,f28,b38,b38,b1n@,,,,,,,,,,,,,,,,,,
183,"4x,",5,f27,b39,b28,b28,f27,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"4x,",5,b38,b18,f18,f18,f29,f28,s29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"6d,",5,b28,b39,b28,f18,f39,b39,b37,s38,b19,f18w@,,,,,,,,,,,,,,,,,,,,,,,,
186,"6n,",5,b29,f28,f17,f28,b38,b28,s18,f29,f39,s27,f-38*,,,,,,,,,,,,,,,,,,,,,,,
187,"6d,",5,f18,f18,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,4,b28,b29,f18,f38,b28,b27,b18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,5,f27,f18,f19,f28,f28,f19,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4,b27,f28,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4,f28,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,6,r29,f17,f18,f18,f28,f+38,m28,o=19,f2,z18*,,,,,,,,,,,,,,,,,,,,,,,,,
193,4,f17,f18,r39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"4w,",5,b29,f28,b28,f29,f19,f19,f27,f+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,
195,5,b28,f18,f29,b28,f19,f39,b29,b38,b18,f29,f27,y17,r-3d#,,,,,,,,,,,,,,,,,,,,,,
196,"6n,",6,f27,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"4n,",5,b38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5,f27,f29,f17,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6,b29,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,4,r19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,6,r27,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,6,b27,f+38,b2,z18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,5,b39,b18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"5d,",6,b28,b28,b29,b29,b29,b29,f38,b39,b38,b29,f28,f28,f19,f2d@,,,,,,,,,,,,,,,,,,,,
207,6,b29,f39,b29,f28,f29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"5n,",6,f39,b38,b38,b29,b18,f29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,5,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,6,f28,f38,b28,f18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,4,r19,f18,f18,f19,f28,b27,b28,b38,b37,b29,f37,b37,s28,f39,b2d@,,,,,,,,,,,,,,,,,,,,
214,c4,s29,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6,b28,b29,b17,f17,f19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,f27,f38,s28,f18,f19,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"4d,",5,b29,b19,f27,f28,f28,b37,b37,s28,f18,f18,f39,b29,f38,b38,b39,b39,b29,b18,f29,f29,b29,f29,f28,f18,f28,b18,f28,f39,b38,b38,b38,b38,f1n@,
218,6,r29,b39,b39,b38,f28,f37,b28,b29,b29,f18,f28,f18,f27,f19,f1n@,,,,,,,,,,,,,,,,,,,,
219,"5d,",5,f39,b38,b38,b28,f28,f19,f38,b38,b39,b39,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,
220,"6w,",5,b38,b29,f38,b38,b38,b28,f18,f28,f38,b39,b38,b28,f1n@,,,,,,,,,,,,,,,,,,,,,
221,5,b19,f18,f17,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,6,f28,f18,r29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,5,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,6,f28,b39,b19,f18,f18,f19,f38,b27,s38,f38,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,
225,"6d,",6,b28,b28,b38,b27,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,5,b38,b39,b37,s28,f28,f38,b38,b39,f28,f19,f28,f38,b28,s17*,,,,,,,,,,,,,,,,,,,,,
227,5,s19,f17,f17,r28,f19,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,5,b29,f28,f;18,f19,f27,f18,f19,f17,f28,b38,b19*,,,,,,,,,,,,,,,,,,,,,,,,
229,"6d,",6,b28,f28,f28,b38,b37,b39,b29,b18,f18,f28,f37,s39,f18,f27,f38,b29,f19,f19,f27,b29,b39,s29,f18,f18,f27,b39,b39,b29,f18,f38,b29,y17,r-2,k=39*
230,"4n,",5,b38,b29,b19,f29,f27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,c4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,4,b38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,6,f27,f38,b37,b28,f37,b39,b28,f17,f18,f28,f;37,s38,f19,f18,f37,s39,b18,f29,f27,b37,b38,b2n@,,,,,,,,,,,,,
235,4,f17,f29,b38,b38,b39,b29,f28,f28,f38,b39,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,
236,5+,b3,z19,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"6n,",5,b38,s39,b28,f17,f39,b28,b29,b29,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,
238,6,f37,f+18,l28,o=28,b2,v27,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,4,f19,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,5,f38,b38,s39,f38,b29,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"P,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"P,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"4x,",4,f18,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,6,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,5,f29,f28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"6w,",5,f18,l38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,c4,b37,b+39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"5d,",6,b28,b29,f29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4n,",5,f28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,5,f27,f18,f29,f38,b38,b37,b28,b28,f29,b28,s27,s39,b39,b27,r38,s37,s39,b19,f28,f38,b2d#,,,,,,,,,,,,,,
252,"4n,",5,f38,b38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6,m27,o27,m37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6,f27,f38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"4d,",5,f19,f28,f17,r29,f19,f28,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"5n,",5,b29,f38,b38,b38,s28,b28,b18,f17,f17,f19,f37,b37,s28,f19,f18,u17,r-19,f2d@,,,,,,,,,,,,,,,,
257,4,f28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"6n,",5,b38,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6,f17,r28,f+38,b2,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,4,f18,f28,b29,b29,b18,f18,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,4,b29,f27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
