,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
6086,4,b28,f1,f2,f3,s3,f3,b3,z=!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,"6w,",5,f29,b2,b3,b3,b3,f3,b3,b1,f3,b3,b3,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,"4x,",5,f28,b1,f3,b2,b3,b3,b3,b1,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,"4x,",4,b;29,f1,f3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091,4,f29,f3,s3,f1,l2,o=2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,"4n,",6,b28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6094,4,b29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,4,f19,f2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,4,b27,s2,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,6,b37,y+1,f-2,v1,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,4,b37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,6,b28,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,6,f29,f3,b3,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,c4,f38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,4,b27,f1,f1,f3,b3,b3,b3,f3,b3,s3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,"4n,",4,b37,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,5,b17,f+3,b3,z!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,"6n,",4,b39,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,6,f27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,6,f39,b3,b2,f3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,"4n,",5,b;39,b2,b2,f3,b3,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,4,s37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,"6n,",5,f39,b2,b2,f3,s3,f3,b3,b3,b3,b1,r3,f3,s3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,"4d,",5,b28,f1,f3,b3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,"6x,",5,f29,f3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,4,b39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,4,f29,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,6,f27,f3,s3,f+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,"6n,",5,f29,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,4,b19,f1,f1,f1,f1,f3,s3,f1,f2,f1,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,5,f28,f1,f1,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,6,b28,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130,5,f29,f3,b3,b3,b2,f1,f1,f1,f1,f2,b2,f2,b2,f1,f3,s3,f3,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,
6131,6,b19,f1,f+3,b;1,f-3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,6,f19,f3,b2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,4,b38,b2,f1,f3,f3,s3,f3,b3,b3,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,4,b28,b+1,f2,z2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,"4d,",4,f39,s39,f18,f28,f39,b37,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,4,b38,b+18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,6,b28,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,"4w,",6,f19,r39,f+38,b1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,6,b29,b38,b37,b39,f39,b39,f38,b38,b37,b38,b39,b38,b38,b39,b38,b39,b;17*,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,"6n,",6,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,"4d,",5,f27,f38,f28,b37,f37,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,5,f39,b39,f39,b39,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,4,r28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,"4n,",4,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147,4,f17,f29,b+29,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,"4n,",4,b39,b28,f27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149,6,b37,s38,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,5,b37,b38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,5,b27,b+38,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6153,"5n,",4,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,4,f28,f18,f28,b37,b39,b29,f+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155,c6,f17,f28,b38,b38,b38,b37,b39,f38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,"4+w,",6,b28,b19,f28,b+38,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,"6n,",6,b28,b37,b39,b29,b37,s29,b38,b38,b38,f37,b37,f+19,l1,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,"6n,",5,b38,b19,f39,b27,s28,f37,b37,f18,f19,f38,b38,b38,b18,r37,b+38,m39w#,,,,,,,,,,,,,,,,,,,,,,,,,,
6160,6,b28,b+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,4,b37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163,4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,"6n,",5,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,4,b37,f-18,l2,o39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,c4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,4,f18,f38,b2,z1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,"4n,",4,b38,b28,f18,f18,f38,b18,f28,b38,b38,b39,b38,b18,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,5,b19,f38,b38,b18,f19,f39,b38,s1,j=+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,4,b38,b+18,f2,z38,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,6,b29,b38,b28,f29,f19,f18,f28,b27,y17,r-39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,6,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,"4w,",5,b28,b38,b39,b39,f39,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,6,b38,f38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178,6,f18,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181,4,f29,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,4,b29,f19,r29,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,6,s2,j3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,6,f27,b19,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,"6d,",5,f27,f18,f19,f19,f18,f28,f38,b18,f18,f18,r29,b19,f29,b+37,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
6186,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,"4w,",4,f28,b38,s27,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6188,"5d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,4,b38,b39,b28,f17,f38,b19,f18,f29,b39,b19,f19,f18,f29,b38,s27,r39,f19,f18,f19,f37,s29,b39,b28,b19*,,,,,,,,,,,,,,,,,,,
6191,"6n,",5,b37,s38,b37,s38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,"c4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6194,6,r39,b19,f29,f18,f28,f39,b29,f18,f38,b38,b29,f39,b28,f+39,m2,o29*,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,4,f19,f37,s2,o27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198,4,b18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199,6,b19,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,"4n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,5,f27,f39,b18,f19,f39,b29,b19,f28,f+38,s2,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6202,"5n,",5,b38,b29,f19,f28,f38,b38,b19,f28,f38,b38,f38,b38,f19,f19,f18,r27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,
6203,4,r29,f19,f38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,4,b38,b18,f18,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6205,"4w,",5,b39,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,6,f39,b38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,4,r27,f-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208,"4n,",4,b38,b19,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,5,b28,f37,b37,b28,f19,r28,f+38,b27,h^17,r-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,"6w,",5,f39,b38,b39,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,5,f29,b39,b19,f18,f29,b38,y27,r-3,z=2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,4,b37,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213,4,r27,f+;17,f-28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6215,4,r29,b38,b29,f17,f39,b29,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,"4n,",4,b37,b18,f38,b39,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217,4,r28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,6,b38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,"4n,",4,b37,b27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,"4n,",6,b28,b28,b28,b18,f38,b19,f19,f28,b39,b38,b38,b38,f19,l3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,"5d,",5,b29,f18,f39,b28,b38,b28,b39,b28,f18,f28,b38,b28,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,4,f19,f37,b38,b28,f18,f18,f38,b38,b38,b37,s18,f38,b39,b29,f39,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,6,s27,f-18,f3,z^37,b-1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,6,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6225,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228,6,f28,u37,s-17,l-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230,"4n,",4,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232,"6d,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6233,"5n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,"6d,",6,b28,f18,r29,f18,f29,f37,s28,f19,f17,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,"4w,",5,b18,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238,6,f28,f39,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,4,r27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,"4d,",4,b38,b29,f18,f18,f28,b38,b38,b38,b28,f19,f29,f38,b28,f19,f19,f29,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,
6241,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,6,f38,b39,b29,f;39,b37,s39,b19,f18,r29,b39,b29,f19,f18,f+38,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,"6d,",5,r28,b39,b28,b18,f27,f39,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,5,b37,f38,s19,f18,r39,b39,b38,b+29,f3,z^37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,4,r28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,c6+,f2,v1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,4,r29,f39,b39,f28,f+39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,"4w,",5,b38,b29,f17,f19,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,"4w,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,5,f39,b38,b18,f27,f+18,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,6,f39,b28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,"4d,",5,f28,b38,b38,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,6,f19,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,4,f19,f28,b18,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,"4d,",5,f28,b18,r29,b38,b29,f18,f39,s2,j18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,4,r27,f+38,m3,o27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,"c6n,",5,b18,f28,f+39,b2,v;18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,"4n,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,6,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,5,f28,f1,f2,f3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,4,f28,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,c4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,4,b39,f3,s2,f3,b3,f3,s2,f-1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,6,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,"6d,",4,b38,f3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,6,b18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,"6d,",4,b38,b3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,4,r28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,5,f38,b2,f3,b2,f1,f1,f3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,"4w,",4,b38,b1,f2,b2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,4,f27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,5,b29,f3,b3,b2,f2,f2,f1,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,4,b38,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,6,s29,f1,f2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,"4d,",4,b38,b3,b3,f3,b3,b3,b3,b2,f2,b3,b2,f1,f3,b2,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,"5d,",5,f38,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,4,b38,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,4,f18,f2,b3,b3,f1,f3,b3,f3,b2,u+1,h#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,4,b38,b2,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,"4w,",5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,4,f38,b3,b1,f1,f2,b3,b2,b3,b3,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,c6,f28,f+3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,"6n,",4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,4,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,4,b29,f2,f1,f1,f1,f3,b3,b3,b3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,"6d,",4,f18,f3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,6,b29,f3,b3,f3,b3,f3,b3,b3,s3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,"4w,",6,b38,b1,f3,b2,b2,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,4,f39,b2,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,4,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,4+,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,4,b37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,"6d,",5,b19,r2,f+3,m2,o1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,"6d,",4,b39,b2,f1,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,6,b27,f+3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,6,f29,f3,b3,f3,b3,s3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,"6n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,4,f28,b+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,5,b37,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,"5n,",6,b29,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,6,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,6,b28,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,"4n,",5,b28,f1,f1,f1,f3,s3,f3,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,c4,f29,f3,b2,f3,b3,f3,b2,f3,b3,f3,b2,f3,b3,b3,s3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
