,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
988,4,s38,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,"6d,",6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,"4w,",4,f18,b+3,s3,z1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,5,b27,f+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,4,b38,s2,f+3,s2,v1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,4,f29,f3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,"6d,",4,b38,s2,f1,f1,f3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,4,b39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,4,f19,f2,b1,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,6,f29,f3,s3,s2,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,c4,s27,f-1,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,4,f28,b3,s2,f3,b2,f1,f1,f3,s3,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,
1003,"4w,",5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,5,b19,f2,f+1,f1,v3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,"4w,",5,b17,f2,b2,b3,b3,b3,f;2,u-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,"4w,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,"6n,",6,b37,s3,b2,f1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,"4x,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,"c4n,",4,b29,f2,f2,f3,s3,b3,z1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"6n,",5,b18,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,"4n,",5,b29,f2,f1,f3,s1,f1,f1,f2,s1,f2,f+3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,
1019,6,b18,f1,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,c4,b28,f;3,f3,f3,f3,b3,s2,f1,f1,f3,s1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
1021,4,r19,f3,b2,f2,f1,f2,f3,s+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,"4n,",5,b38,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,"4n,",5,b37,s3,b3,s2,f1,f3,b1,f+1,f2,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"6d,",5,f19,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,4,b38,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,"6w,",4,f38,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,4,b29,f2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"6x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,"4d,",4,f18,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,"4x,",5,b37,b3,f3,b2,f2,s2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,6,b27,f3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"4x,",5,b38,f3,b2,f2,f3,b3,b3,s1,f3,b3,b3,f2,f2,f1,f1,f1,f1,f2,f3,s1,f1,f1w@,,,,,,,,,,,,,,
1036,"4n,",6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"4n,",6,b38,s2,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,"6d,",4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,6,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,"6n,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,"4n,",5,b28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,6,s17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,"c4w,",5,b28,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,4,f27,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,"6n,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,4,f28,b2,s2,f+3,b3,z2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,"4n,",5,f28,f1,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,5,f37,s3,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,"6n,",5,f17,f1,f2,f2,b1,f2,f3,b3,b3,s3,b3,f3,b3,s3,b1,f2,f+3,b1*,,,,,,,,,,,,,,,,,,
1055,"4n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,4+,f1,v3,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,6+,r1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,4,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,6,b28,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,4+,b3,z1,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,4,b38,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,6,s27,s+3,f1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,4,b37,s3,s2,f3,s3,f3,b3,b3,s2,b3,s1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,
1065,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,"4w,",4,b39,b1,f3,b3,s3,s2,s+3,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,4,s39,f3,f2,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,"4x,",5,b29,f3,s3,f1,f2,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,"5d,",4,b37,f3,b3,s3,f2,f2,f1,f1,f2,s3,b1,f3,b2,f3,b3,s1n@,,,,,,,,,,,,,,,,,,,,
1071,4+,f1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,"6d,",5,b37,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,6,b27,f1,f2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,6,b+38,b3,i1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,4,b29,f2,f1,f2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,5,s39,f3,s3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,4,b37,b2,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,5,b18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,"4w,",5,f18,f3,s2,s2,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,"6d,",6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,4,r37,s+3,m2,o2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,"c4n,",5,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,"4w,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,5,b18,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,6,f28,f3,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,"4w,",5,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,6,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,"4n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,4,f17,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,5,b38,f3,s3,f2,f1,f1,f3,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,4,f19,f3,b3,s2,f+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,"c5d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,6,s37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,"6w,",5,b38,s2,f1,f1,f2,f+3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,"4d,",4,f38,s2,b1,f1,f3,s2,f3,b2,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,5,r18,f1,f3,s2,r3,b2,b3,s2,f;1,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,"6d,",5,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,6,f17,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,"6w,",6,f28,b3,s2,f3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,"5d,",5,f38,b2,f+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,"4n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,"4x,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,"5d,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,4,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,6,f29,f2,f3,b3,f1,f2,b2,s3,s1,r3,s+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,
1134,4,r37,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,4,b19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,4,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,5,f38,f1,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,"6x,",5,b28,b3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,6,f18,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,6,b28,f1,f1,f1,f2,f2,f3,b;2,s-1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,"6w,",6,b28,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,"6d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,6,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,"6d,",6,b19,f3,f3,b2,f1,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,4,s37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,"6x,",6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,"6n,",6,b39,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,"4n,",5,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,"4n,",4,b39,f3,s3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,6,f28,f2,f1,r2,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,"6n,",5,f28,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,4+,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,4,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,4,r29,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,4,f17,f1,f1,f+3,s3,z3,s2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,6,f28,f2,f3,b3,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,6,r29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,4+,f2,v3,m3,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,"4d,",5,b28,f2,f3,f2,f2,f1,f3,f3,m2e#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,4,f37,s2,s3,s3,s3,f2,f3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,"4n,",5,b38,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,5,b28,b3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,5,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,"5d,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,5,b18,f1,f3,s3,u3,y-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,"6n,",5,f27,f+1,f2,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,"6d,",5,b39,b3,b2,f1,f3,s3,b3,s1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,4,b29,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,"6d,",5,f28,f+3,b3,i1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,"4w,",5,b28,b2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,"4n,",5,b28,b1,f1,f1,f1,f1,f2,b2,b+3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,4,f28,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,6,r27,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,"6d,",6,b28,b3,b3,y1,h1,h2,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,"4n,",4,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,"4w,",5,b28,b2,b2,f3,b2,b2,b3,s3,f3,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,
1191,"6d,",5,b27,b2,f1,f3,b3,b2,b3,b2,b1,f1,f1,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,
1192,"6x,",5,s28,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,"4n,",5,f28,f3,s2,f1,f1,f1,f3,b1,r2,b3,b3,b3,b1,r1d#,,,,,,,,,,,,,,,,,,,,,,
1194,4,f28,f1,f3,b2,b1,f1,f1,f1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,5,s29,b1,f3,b3,s3,b1,f1,f1,f2,b2,b2,b2,b2,b2,b2,f3,s2,f3*,,,,,,,,,,,,,,,,,,,
1196,6,b29,f2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,5,s28,f3,b3,b1,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,"6w,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,"6x,",5,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,4,b28,f1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,"6d,",5,f28,b2,f3,b1,f1,f1,f2,b2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,"6d,",5,s38,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,6,s29,f1,f1,f1,f3,s3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,6,r29,f1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,5,f28,b1,r2,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"4w,",5,b38,b2,b2,b2,b2,b1,f1,f1,f2,b1,f3,b2,b1,f3,s2,b3,b3,b2,f2,b3,b3,b2,f1,f1n@,,,,,,,,,,,,
1209,4,r2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,"6x,",6,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,"5d,",4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,"6d,",6,s27,b1,f3,b3,s3,s1,f1,r1,h1,f3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,
1214,"5d,",c6,r28,b2,f3,b2,b2,f2,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,4,f27,b2,s3,b3,b3,b3,b2,f2,b2,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,
1216,"5d,",5,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,5,f18,f2,f3,b2,b1,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,"4w,",6,b39,s3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,4,s27,o1,r2,i3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,"c6n,",5,f28,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,"4n,",5,f29,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,"5d,",6,s27,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,5,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,"5n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,4,s27,f3,s1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,6,s27,b+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"4w,",c5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,"c5n,",5,b39,b3,s3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,5,b39,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,"6d,",6,b28,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,"6x,",6,b27,b1,r3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,4,f27,f+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,5,b27,f+1,f3,z3,i3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,4,b19,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,"4w,",5,b19,f1,f1,f3,b3,b3,b3,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,6,f28,f3,b3,b3,b2,f3,b2,f2,b3,b2,b3,b3,b3,b3,b1,r2,fw@,,,,,,,,,,,,,,,,,,,,
1244,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,5,b38,b1,f2,f3,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,6,r27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,c6,s27,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,"4n,",5,b29,f2,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,"5n,",6,b28,b3,b2,b2,b3,b3,b2,b1,f1,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,
1251,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
