,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
263,"4w,",4,b1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6,b3,b3,b3,s3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,6,f1,f2,f1,f3,b+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,4,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,5,b2,b2,b2,b2,b2,b2,b3,b2,b2,b2,b2,b2,f2,b2,b3,b2,f1,r3,s2,b3,s3,b2,f2,f1,f3,b3,s2,f1,f3,b3,b2,y1*,,,,
269,"6d,",4,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"6d,",4,f3,b2,s2,f;2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"6n,",6,b2,f1,f2,f1,f2,b3,b2,b2,f2,b2,b2,b2,f1,f2,f2,b3,b2,b2,b2,b3,b3,y1n@,,,,,,,,,,,,,
275,"4d,",5,b2,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,6,b2,f2,f2,f3,b2,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"6d,",4,b2,f2,f2,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"4n,",5,b2,b2,b3,b2,f2,f2,f2,f2,f2,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
279,4,b2,b2,f2,f1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"6d,",5,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"6d,",5,f2,f1,r2,f2,f1,f2,f1,f3,b2,b2,f2,f2,r2,b2,y2,r-3,m2,o2,f2,z3,s3,z1*,,,,,,,,,,,,,
282,6,s2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,4,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"4d,",6,b3,b3,s3,f3,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,6,f1,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,5,f2,f2,f2,f1,f1,f3,b2,s3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"6n,",5,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,4,f2,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,5,b2,f2,b2,f3,b3,s2,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,4,f2,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,4,r1,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,6,f3,b2,b3,b3,b2,f2,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,4,s2,f+1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,6,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,4,b2,f3,b2,b2,b2,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,4,f2,f2,b2,b2,f1,f2,f2,f2,f2,b3,b3,b2,f2,f1,f2,b3*,,,,,,,,,,,,,,,,,,,,
299,4,b3,y3,s-3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,4,b2,b2,b2,b1,r2,f+3,b2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,4,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"4n,",4,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"6n,",5,f1,f3,s2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"5n,",5,b2,f1,r2,f2,b2,y2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,5,f2,f2,f1,f2,f2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,4,f2,f2,b2,f2,b1,f1,f2,f2,b2,f2,f2,f2,f1,f2,f1,f3,b3,b1*,,,,,,,,,,,,,,,,,,
310,4,s2,f-2,f3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"6n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"6d,",6,b2,b2,b2,b2,f1,f2,f1,f2,f1,f1,f3,b1,r1,f+3,s2,b-3*,,,,,,,,,,,,,,,,,,,
314,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,6,b2,u2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,4,b2,f1,f1,f3,b3,s2,f-1,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"4w,",6,f2,f2,f1,f1,f1,f2,b3,b2,y1,r-3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,
318,"4d,",4,b2,b3,b2,b2,s2,y^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"4n,",4,b2,b3,b3,b3,b2,f2,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
321,4,f2,b2,b2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"4n,",4,b2,f1,f2,f1,f2,f2,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,4,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,4,f2,f1,f2,b+2,s2,z1,f3,z3,z3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"6n,",4,f1,f2,b2,f2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,4,b2,f1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"6w,",6,f2,f2,b2,f2,s2,f+2,f2,z3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
329,4,b3,b2,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,4,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,6,s2,f-1,f2,z2,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,4,b3,b3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,5,f2,f2,f2,f2,f2,f2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,4+,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,4,r2,b+3,s2,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,6,f2,f2,f1,f2,f2,b2,b3,s2,f3,s1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,
337,"4w,",6,b2,b2,b2,b2,f2,b2,f1,f2,f2,b3,b2,b2,b2,f2,f1,f2,f2,f2,f2,f1,r2,f+1*,,,,,,,,,,,,,
338,"4x,",5,b2,b+1,r2,u^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,4+,s2,f-2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,"6d,",4,f1,f3,b3,b3,b1,f2,r2,f3,b2,b1,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,
342,"4d,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,6,b2,b3,b2,b2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,4,b;2,b3,b3,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6,f1,f2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,4,f2,f+2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,4+,s2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,4,f2,b3,s2,f2,f2,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"4w,",4,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,4,r2,f+3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,6,f3,b2,b3,b2,b2,f1,f1,r1,f3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
353,"4w,",6,b2,b2,b3,b2,b2,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"4n,",5,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"6n,",6,b2,b2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,4,b2,f2,f2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,"5d,",5,f1,f2,b2,f2,b2,b2,b3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
358,4,b2,f2,b3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,"4w,",5,f2,b2,f2,f2,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,4,f1,f2,f2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,4,f2,f1,f2,f2,b2,b;2,s2,f3,s2,f2,b2,f1,f2,f2,f3,s3,f3,b3n@,,,,,,,,,,,,,,,,,,
363,4,b2,f1,r2,f1,r2,o=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,4,f2,b+3,m2,o2,b3,s2,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,4,f2,f1,r2,u^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,6,"f2d@,", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,4,f2,f2,f2,b2,"f1w@,", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"6n,",4,b2,b2,f2,f1,f2,b2,b3,s2,f2,s2,f2,f3,b2,f2,y2*,,,,,,,,,,,,,,,,,,,,
369,6,b2,f3,b2,b2,f2,f2,b2,b3,b3,b3,b1,f2,b2,s3,b2,f1,f1,f1*,,,,,,,,,,,,,,,,,,
370,5,b3,b2,f+1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"4n,",5,b2,b3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,4,b2,y1,f-2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"4d,",5,b2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"4w,",5,b2,f2,b3,f3,b2,f2,f2,f2,f2,f2,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,
375,6,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,6,f2,f2,f2,f2,f2,f3,b3,b3,b2,f3,b2,f2,f1,f2,f3,s2d#,,,,,,,,,,,,,,,,,,,,
377,4,r2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"4w,",4,b2,b1,r1,f3,b2,y1,f-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,6,f2,f2,f2,f2,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,4,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,6,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,5,b2,f2,b2,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,4,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"6n,",6,f2,f2,f2,f2,b2,b3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,4,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,4,f2,b3,b2,b;2,b-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,4+,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"6w,",6,b2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,4,b3,s2,f-2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,4,b29,f18,r37,s39,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,4,f29,f38,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,4,b39,f19,l3,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"6n,",6,f19,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,5,b28,b39,b38,b28,f38,b28,f18,f17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,6,f38,b38,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,4,f18,f28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,6,f29,b28,f37,b37,f37,b28,f19,r28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"4w,",6,b27,b38,b38,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"4d,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"4n,",6,f27,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"6n,",4,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,4,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"4d,",5,b28,f29,b39,b29,b28,f37,b37,f+19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,4,b37,b39,b19,f17,f28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,"4n,",6,b38,f39,b28,f17,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"6w,",4,b28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"4n,",5,b38,b38,b18,f28,f17,f29,f38,b38,b28,f29,f17,f19,f19w@,,,,,,,,,,,,,,,,,,,,,,
418,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,6,f29,f39,b37,b28,f18,r18,f18,r29,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,4,f18,f29,b38,b39,b39,b29,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,6,f37,b19,f18,r39,b19,f29,f38,b18,f18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,
422,4,f18,f28,b38,b37,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,6,f38,b39,b28,f19,f28,f17,f18,f18,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
424,"4n,",4,f29,f29,b19,f17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,4,b29,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"4n,",5,b28,y17,u-37,b-3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,4,b37,b;37,b+38,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"6x,",5,b27,f18,f29,f38,b27,f37,b37,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"6d,",5,f38,b38,b38,b39,b28,b38,b39,b28,s28,b38,b28,b28,f38,b38,f19,r29,f38*,,,,,,,,,,,,,,,,,,
430,4,b28,f18,f28,f38,s37,b29,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"6d,",5,f28,b29,f38,b39,b39,f37,s39,f28,f37,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,
432,"6x,",4,b29,f27,f39,b28,f38,b17,f19,f38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"4n,",5,f18,f28,f18,f19,f39,b39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,5,b29,f37,s39,b18,f19,f37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,6,f28,f39,b38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,5,b18,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"6w,",4,b38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"6x,",5,f19,f19,f18,f18,f17,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,4,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"4d,",6,f29,f38,b;28,f38,b37,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"4d,",5,b27,s29,b38,b28,b38,b39,b38,b38,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,
443,"6d,",5,f19,f29,f28,b39,b38,b28,f38,b39,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
444,4,b38,b18,r18,f18,r28,b+38,b2,z19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,6,b38,b39,b38,b28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"6d,",5,f37,b37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"4w,",5,f18,f29,f;38,b+38,b2,z27,r3,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"4w,",5,b37,b39,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"c4n,",6,b38,b38,b38,f18,f29,s38,b38,b28,b39,b18,r39,b39,b39,f38,b19*,,,,,,,,,,,,,,,,,,,,
450,4,s28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"4n,",5,b29,f28,f29,b29,b27,f18,f29,b37,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
452,"4n,",5,b38,b38,b39,f29,f28,f38,b19,f18,f19,f19,f19,f17,f18,u3n@,,,,,,,,,,,,,,,,,,,,,
453,"c4w,",6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"4n,",4,b29,f29,f38,b37,f38,b39,f38,b28,f39,b37,f38,s29,f38,b38,f17,f2d@,,,,,,,,,,,,,,,,,,,
455,4,f29,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"4n,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,4,f17,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,6,f28,f19,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"6d,",5,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"5d,",5,b28,f29,b29,f29,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,"c6n,",6,f28,f18,f19,f28,b28,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,"6d,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"6n,",5,f19,r29,f38,b38,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,6,f37,b-3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"6d,",6,b39,b39,b38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,4,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"4w,",6,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,4,b37,f+18,f2,z^37,b-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,5,b28,b39,b39,b38,b39,b38,b28,b38,s28,b38,s39,b29,f18,f27,f!19,f17,f17,f18,f18,f18,f38,b37,s37,y17,r-39w#,,,,,,,,,,,
475,4,b38,b18,f17,f18,f17,f19,f38,b38,b29,f19,f37,b28,s28,b19,r19w#,,,,,,,,,,,,,,,,,,,,,
476,5,b29,b29,b28,b39,b28,b38,b38,b28,f18,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
477,"6d,",4,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"6n,",6,f17,f19,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,5,b27,b18,f18,f18,f28,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"6n,",5,f19,f17,f38,b39,b38,b28,b38,b39,b28,f39,b37,s39,b18,f18,f18,f39,s3n#,,,,,,,,,,,,,,,,,,
481,5,b28,f19,r37,f-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"6d,",5,f18,f28,f27,f29,f17,f19,f18,f18,f38,s39,b39,b39,b;37,b+28,r3,z18,f18*,,,,,,,,,,,,,,,,,,
483,4,m18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,6,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,6,f27,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,4,r27,f-1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,4,s27,f-39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,"6d,",5,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"4x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,4,f29,f!37,u-17,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"6n,",4,f38,b28,f18,r27,f+38,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"4w,",6,b27,b28,s38,b17,r28,f39,b39,f37,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
495,6,f28,f38,b18,r38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,6,f37,b+38,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,4,f29,b37,y+17,f-38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,"6n,",4,b29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,"4n,",6,b38,f37,b18,f18,f38,s28,b+39,b2,v^17,r-3,z2d#,,,,,,,,,,,,,,,,,,,,,,,,
501,"4n,",4,b38,b38,b39,b39,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,6,b28,b38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,"6d,",4,b38,b28,f17,f18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,6,b27,b39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,6,f37,b37,s29,f18,f28,b29,b28,f19,f38,b29,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
506,5,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,"6n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,5,b28,f28,b29,b29,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,6,f29,f37,f38,b28,f18,r27,f-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,5,r29,f39,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4,f28,f;18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,6,r29,f19,f28,b38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,"4w,",c6,b38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,6,b27,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,"4d,",5,b28,f17,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,6,b27,b28,b28,f27,f38,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,6,f28,f39,b29,f27,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"4w,",6,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,6,f28,f38,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
