,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2870,"4n,",4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,4,s18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,"6w,",6,f29,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,5,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,"6d,",6,f28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,"4n,",6,f28,f18,f39,f29,f39,f39,b29,f37,b38,b38,b37,s18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,4,f18,f28,b28,b38,b38,s38,f38,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,6,r29,f18,f18,f28,s28,f+38,m2,o27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,"6w,",5,f29,f29,f18,f37,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,"6w,",4,b29,f27,f38,y17,r-38,s38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,"6n,",5,f27,f!3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,4,b28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,"6n,",6,f27,f38,b38,s39,f37,s38,f38,b38,b38,b;18,f18,f38,s38,s38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,"6d,",4,f29,b19,f29,f29,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,"6n,",6,b29,f17,f38,s+39,b3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,6,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,"6d,",6,f29,f39,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,"6d,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,4,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,6,f28,f28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,6,f!27,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,"4n,",6,b18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,6,f27,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,"6w,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,4,s3,j18,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,"6n,",5,f28,f29,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,6,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,"4d,",4,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,"4d,",6,b28,f18,f28,f39,b28,f18,f38,s+37,s3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,"6d,",6,f37,b37,b28,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,"6d,",6,b29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,4,b29,f19,r18,f18,f37,s39,b39,f37,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,"6d,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,6,s37,s+39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,4,s18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,"4n,",5,f19,f37,f19,r19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,6,f29,f37,s39,f38,s38,f19,f28,f18,f;37,s+28,f17,h2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,4,f18,f38,s39,f37,s38,f38,b39,b18,r28,f27,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,"4n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,5,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,5,f28,f18,f38,s39,f38,b38,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,6,s38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,c6,f29,f19,f38,b28,b17,r37,b+38,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,4,f19,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,6,f27,f+19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,"5d,",4,b28,f;19,f37,s39,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,6+,s2,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,"4w,",6,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,4,s3,j=39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,"4n,",5,f27,s38,f18,f39,s38,s39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,5,b28,f38,b39,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,"4n,",6,f38,s18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,4,b37,f!3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,4,f27,f29,b28,f18,f29,f38,b28,f28,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,"6w,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,"6n,",6,b18,f18,f38,f19,f37,s+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,4+,b3,z18,f3,z39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,6,s29,f39,b37,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,6+,s2,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,"6w,",6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,4,r28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,c4+,s1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,4,s28,f17,f28,f+29,s1,v38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,"5n,",5,f28,b37,s19,f19,f18,f28,b29,f38,b29,f39,b19,f38,s38,s37,s+39,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"6d,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"6w,",6,f38,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"6n,",5,b38,b29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,"6d,",6,b28,f18,f38,y17,f-39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,6,f19,f38,s39,f38,b29,f29,b19,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,6+,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,"4+d,",4,b38,b+19,r19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"5n,",5,f29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,4,b37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,5,b29,f28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,4,b37,b28,f19,f19,f27,s38,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,4,f1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,6,s28,f38,s39,f28,f38,b39,f38,b39,f17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,4,s37,f38,b28,f38,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,4,f29,f28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,"4d,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,"6n,",6,f38,f37,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,"6n,",4,f17,f+38,m3,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,4,b29,f18,f27,f37,s19,f39,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,"c4n,",4,f29,b28,b17,r39,b38,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,"5n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,"6n,",5,b39,b39,b19,f18,f38q39,f38,b38,s39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,"6d,",4,b38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,"6n,",6,b19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,"4w,",5,f28,b27,s28,f39,b27,f+37,b3,z17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,5,b39,b29,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,6,s29,f38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,"6x,",6,f38,b39,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,"4n,",6,f28,f38,s38,f38,b37,b38,f19,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,4,s27,f-18,f2,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,"4x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,"6n,",4,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,4,r1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,5,f27,f28,b39,b38,b39,b29,f37,b29,f19,f37,y37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,6,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,6,s28,f38,b29,f27,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,4,r18,f+28,b2,z^37,s-37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,6,f29,f28,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,"4+n,",6,f37,b18,r39,b28,f38,b38,b39,b19,f18,f19,f37,s39,b38,b39,b29,f37,f38,b39,b27,f!1x@,,,,,,,,,,,,,,,,,,,,,,,
2990,4+,s1,v39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,4,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"6n,",5,b28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,"4d,",5,f28,f27,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,6,s27,b+19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,"6n,",6,b27,f18,f29,b28,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,5,b29,f;38,b29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,"6n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,5,f28,f;38,s39,f39,b29,f19,f19,f28,b28,s39,f19,r17,f+19,f3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,6,f38,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,4,f29,b27,b39,s38,s28,f;18,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,4,s37,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,6,b29,f28,f39,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"5d,",5,f;29,r18,f39,s27,f-38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,"4n,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,"6d,",6,b39,b38,b38,b29,f28,u17,r-39,m2,o17,f2,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,"6d,",6,f29,f28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,"6n,",5,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,"4n,",5,b28,f38,b39,b29,f18,f28,s18,f+38,b1,v3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,5,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,"6w,",4,b37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,"6+w,",6,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,4,s37,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,"6n,",5,f28,b37,s18,f+28,b2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,6,s37,y-37,s-37,s-1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,"4n,",6,f29,f39,f39,b29,f38,b17,f18,f29,f+37,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,"c4n,",6,f29,f38,b39,f38,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,"4x,",4,f29,b28,f17,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,"4n,",4,f27,f39,s39,b19,f;27,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,4,f39,b39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,6,f28,f29,f29,f28,b18,r2,j=+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,5,f29,f27,b29,f38,b38,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,6,f38,b37,s39,f17,f37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,4,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,"4d,",4,f29,f27,s37,s2,z37,m2,o38,b2,v37,b1,v28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,"6w,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,"4n,",4,b38,b29,f38,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,"4d,",6,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,6,f28,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,6,s27,f+38,m3,o27,f2,v2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,"4n,",5,b28,f37,s39,f39,b39,b38,f18,r17,f38,s39,f39,b38,b28,f29,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,4,r27,f-28,m29,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,"6w,",4,s38,f!1+d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,"4+w,",4+x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,"4+n,",6+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,4+,b3,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,"4+d,",5+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,4+,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,4+,b2,z3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,5+,b2,v18,m39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,"6+d,",5+,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,"6n,",5,r2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,4,f29,f18,f19,b18,f17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,"5d,",c6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,"6w,",5,r27,f-18,f;19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,"4n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,6+,f27,i18,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,6+,b2,z37,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,"6+n,",4+,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,4+,f2,v18,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,"6+w,",4+,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,5,f17,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,"4x,",5,b37,f38,b29,s28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,"4n,",5,r29,f38,b38,f38,b29,f39,s39,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,6,b19,s28,s+19,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,c4+,s2,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,4+,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,4+,f2,v18,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,"5d,",6,b+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,"6+w,",5+,f2,z38,f1,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,4+,f27,h^17,b-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,"6+w,",4+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,4+,f27,r-19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,4+,b17,r-38,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,4+,f2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,4+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,6+,s27,r-39,f;37,b-18,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,6+,f2,z39,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,"c4+w,",6+,b27,s-18,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,6+,f28,i18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,"4+n,",4+,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,4,f19,f28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,"4n,",5,b+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,6,b19,b18,f18,b39,b37,f19,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,6,s27,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,4+,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,6+,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,6+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,"4d,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,6,b28,f29,b19,f38,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
