,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
15,"6w,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6,b27,f38,b28,f28,f19,f18,u17,u-37,s-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,c6,r18,f19,f18,u+37,s-1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"6n,",4,f18,f38,b37,b19,r29,f19,f28,b28,b39,b39,b39,f18,f18,f18,f19,l28,f+38,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,
20,5,f28,f28,f39,b38,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"4x,",5,b29,b29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6,b39,s28,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"6n,",6,f29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"6n,",5,f28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"4w,",5,b19,f38,b19,f18,f39,b29,f38,b38,b19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"4n,",5,b39,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"5d,",6,f37,b38,b29,f39,b29,f19,f18,f29,b39,f18,f18,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,6,b27,f+19,f2,z29,b3,z1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"5n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6,b29,b38,s19,f17,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,b37,b+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"c4d,",6,b28,f38,b38,b39,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,6,f39,b38,b28,f17,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,6,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,r18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"4n,",0n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"4d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,r28,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4+,f2,z38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,6+,f27,r-19,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"6n,",6,b28,f18,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"4x,",6,f28,b+39,s27,f-19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,6,b27,f38,b38,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6,r38,b38,b39,b19,f38,b39,b38,b19,f38,b29,b39,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,s28,f18,f18,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6,r18,f28,f+19,r2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,s28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6,m39,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6,f29,f38,b28,b37,b28,b29,b39,b38,b38,b37,b18,f38,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"4w,",5,b29,b29,b39,s38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"6n,",5,b+37,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6,b29,u37,b-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4+,r2,z38,b1,v^27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"4d,",4,b18,f19,f29,f19,f29,b28,f19,f19,f;28,b29,s39,b38,b28,f18,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"6n,",5,b37,b28,b39,b28,b38,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,b28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"6d,",5,f19,f27,u+37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,6,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"6n,",5,f27,f+38,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4+,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5+,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4,f28,f+28,b2,z2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6,f29,f37,b-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"6n,",4,f18,r39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"6d,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"c6n,",5,y17,f-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6,m29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,c5,r28,f+18,l19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4+,f2,v38,b3,z17,l2,o39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4+,b17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4+,f2,z38,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4,b29,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,b39,f38,y+17,r-1,v2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"4x,",6,f28,b18,f39,b28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4,f27,f+37,s2,v1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5,b28,f18,f17,f+18,f27,b-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,6,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"6n,",5+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,s37,f-19,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"4+n,",6,b27,f+19,f2,v39,s18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6+,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6,r39,b28,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4,r38,b37,m1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"4w,",5,s37,b+38,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"6d,",6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4,r18,f+39,b3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"4d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"6d,",6,b29,b28,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4,b27,f+18,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"6w,",5+,f3,z^3,s-17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"4x,",5+,b27,i38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4+,f2,v39,s2,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"5n,",6+,f27,r-18,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"4w,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"6d,",4,f29,b27,b+29,f3,z^27,b-1,v29,t2,o37,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,b29,f37,b39,b28,f18,f17,u+17,r-1,v29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6,b37,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6,f17,f+,f81,v38,s3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"c4w,",6+,f27,b-29,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6,b27,f+38,b3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4^,b39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4+,r2,z38,b;37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6,r27,f39,b38,f38,b28,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"4n,",6,f28,f29,y17,r-19,l2,p2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"6d,",4,f38,b38,b29,b28,u+37,s-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,4,b27,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4+,l2,o27,b2,z39,b19,r28,f+38,s3,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"4n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"6d,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4+,f2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,6+,f2,v37,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4+,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,6+,f2,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"4+x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"5n,",5,b37,f38,s19,f18,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,c6,b29,f29,b28,f28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,m29,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"6n,",4,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"6d,",6,f38,b27,f19,f28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,5,f28,f29,b28,f38,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,6,b28,f39,s38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,6,f28,f37,b38,b18,f28,f38,s38,f38,b29,f28,b19,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4,m39,f39,b28,f+37,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,6,s28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"c4w,",4,b28,f+18,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"4d,",5,b38,b37,s38,f39,b27,s18,f17,f38,b19,f28,b38,b37,b28,b29,f39,b38,b18,f18,f29,b38w@,,,,,,,,,,,,,,,,,,,,,,,
162,"5d,",5,b37,b39,b28,f39,b28,f18,f19,f37,b39,s28,f+39,b1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,5,f29,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4,b38,f38,b29,f18,f38,s29,f+18,l28,o=18,r39,f18,f17,f19,l28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,f29,f17,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"4w,",5,f38,b37,b38,b39,b29,f17,f18,f38,b27,s38,s39,s38,s18,f19,f39,b28,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
167,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,6,f29,f38,b38,b38,b38,b19,l2,j=+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,4,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"4x,",4,b38,b38,s29,s29,f28,f18,f;39,b28,b18,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"4w,",6,b38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,b38,b29,f29,f39,b27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"6n,",5,b29,f18,f+38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,4,f39,s37,s+29,b3,z^27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"6d,",6,b29,b17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"4n,",5,b28,f38,b28,f38,b29,f18,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,4,f29,f28,b38,b38,b28,f28,b18,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,6,f29,f29,f39,b28,f+39,s3,z1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"6n,",6,b29,b29,f38,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,6,f28,f38,b19,f29,b27,s19,f18,f17,f+39,m2,o38,m#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"4d,",6,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6,s37,s39,b19,r29,u37,s-38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"5d,",5,b28,f29,f37,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,6,r18,f+18,l28,o=+37,m29,o=17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,6,s28,f38,b38,b19,f28,f+39,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"6d,",4,b19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4,f17,f28,s38,f39,m37,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"4d,",4,b18,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,6,b39,b39,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,6,r29,f39,b29,f38,b28,f38,s38,f39,b28,f18,f28,f29,b29,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"5n,",5,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"6w,",5,f29,f39,b38,b39,s27,f+38,b3,z18,l1,o37,b3,z19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"6x,",5,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"5n,",6,b28,b38,b29,f17,f+39,s3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,6,f38,f18,f29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,5,b27,u;37,s-2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"6w,",5,r39,b37,b39,b28,f19,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,4,f28,f18,f28,b38,s38,b39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,r38,s38,s28,b28,b19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"4x,",4,s39,f37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,6,s28,f38,b29,f29,f28,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"6d,",4,s38,b39,b39,f38,b38,b38,b19,r27,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,6,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"4w,",6,b28,f19,f39,b19,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5,b38,s38,s39,f38,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,4,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"4d,",6,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,6,b28,f18,f28,f38,s19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"6w,",6,f38,b37,b38,b39,b18,f38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,f39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"c5d,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,5,r38,f38,s29,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,6,b27,f+17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"6n,",6,f29,f37,s39,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,6,b28,b18,r17,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"4n,",5,b28,f19,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,5,f18,f19,f19,f29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"4x,",5,f28,f18,r27,f+39,m2,o=19,l2,o28,m1,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,6,b19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6,f28,f18,f29,b18,f28,f38,b38,f18,r19,f39,s39,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,5,s29,f38,b39,b18,r17,f+39,b2,z27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"4x,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
