,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
201,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"4d,",5,b28,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,6,b27,b3,s3,b1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"6n,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"4x,",4,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4,f28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,6,b18,f2,f2,f2,f2,f1,f1,r1,f1,f1,f2,f2d#,,,,,,,,,,,,,,,,,,,,,,,
211,"6n,",6,f28,f2,f1,f2,b3,s2,f1,f1,f1,f3,s1,j-1*,,,,,,,,,,,,,,,,,,,,,,
212,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"4d,",4,b28,f3,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,6,b28,f2,f1,f1,f1,f3,b3,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,
215,6,f38,b3,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,4,r18,f+3,m1,o1,l2,o1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"4w,",4,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,6,b+39,m2,o3,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"6n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,6,b28,f1,f1,f3,b3,s2,s2,s3,s3,s3,b1,f1,f1,f2,b3w@,,,,,,,,,,,,,,,,,,,,
223,"6d,",5,b38,f3,b1,r1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"4x,",4,f38,b3,f3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4,f28,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"6n,",4,f28,f3,b2,f2,b3,b1,f1,f3,s2,f3,b1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,
228,"5d,",6,b29,f2,f2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6,f28,b3,f3,b2,f1,f3,s3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"4x,",6,b38,b2,b3,s2,f+3,b;2,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,6,f28,f1,f1,f3,b3,s3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"4w,",4,f28,f1,f3,s2,f1,r3,s+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,6,s28,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,6,f37,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,6,s387,b3,s2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"6d,",4,b28,f3,b3,b1,r2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"6n,",4,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,c4+,s37,z1,f3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,4,f28,f+3,s1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"4n,",6,f28,f3,b3,f1,f1,f3,b2,b2,s2,b3,s3,s;3*,,,,,,,,,,,,,,,,,,,,,,
243,4,f28,f+3,s3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,b2,f3,b3,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"6d,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,4,b38,b1,f3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4,f27,f1,f2,f1,f2,f3,s3,b2,f2,f3,s3,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,
249,6,f28,f1,f1,f1,f1,f3,s1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4x,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4,b38,f3,b1,f1,f+3,m2,o1,f2,v^1,u3,s3,z2*,,,,,,,,,,,,,,,,,,,,,,,
252,"6d,",6,b37,s3,b1,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"4n,",4,b37,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6,s27,f+1,l3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,6,f18,f1,f2,s2,f1,f1,f3,b2,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,
256,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"6d,",4,b38,s2,f1,f2,f2,b1,f2,f3,b3,s2,s3,s3,s3,s2,b3,b1n@,,,,,,,,,,,,,,,,,,
258,4,f28,f+3,m2,f=+1,f1,v2,s3,z1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,
259,6,r18,f+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6,s29,f1,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"4d,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
