,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
4640,6,b28,b38,b29,b29,f18,f39,s39,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,"4n,",4,b37,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,6,s28,f+39,b3,z^37,y-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,"4n,",5,f27,f18,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,6,s27,f-28,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,"6d,",4,b28,u17,r-29,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,4,s37,f-18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,6,s1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,"4w,",c5,b28,b19,f37,y;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,4,b28,r18,r28,r18,r39,b39,s28,r2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,4,f37,s37,s-29,f3,z37,y-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,"4w,",6,b+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,4,b38,b28,f18,f38,s38,b18,f18,f17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,"4w,",4,f18,f19,f28,f27,f37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,4+,b2,v19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,4,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,4,s37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,"4n,",4,b38,s19,f17,f17,f19,f29,f39,b28,f18,f27,u37,s-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,"6n,",6,f37,s+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,"4n,",4,b28,f19,f18,r39,b38,b38,s19,f28,b38,f18,f17,r28,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,5,f29,f27,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,"4w,",5,b29,b39,b38,b39,b38,s28,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,"4n,",4,b37,b28,y17,r-2,z=;37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,6,m1,j=19,l2,o39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,5,f29,f19,f17,f17,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,"6d,",4,f18,r+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,"4n,",4,b38,s28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,4,r27,y+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,6,f27,f+39,m#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,4,r37,s+39,m39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,"4+w,",5,b39,b29,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,"6n,",5,b29,f38,s39,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"6n,",4,b27,u17,r-39,b1,v3,k37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,"6n,",5,f27,b28,s39,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,4,b38,b39,b29,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,5,b39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,6,b39,s38,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,4,b37,s38,y37,s-38,i=19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,4,f28,b38,s38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,"4w,",5,b28,f38,b28,f28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,"5d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,6,f38,s39,b18,f28,b38,s18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,"6w,",5,f+38,s2,b-39,b2,v^3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,c6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,4,f27,f38,b28,f39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,6,r28,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,4,s3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,"6w,",6,f39,b39,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,"4d,",4,b27,f18,f17,f18,f18,f29,b38,b27,s28,f39,b39,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,"c6d,",4,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,"6n,",6,f29,b39,b38,b38,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,4,s39,f38,s29,f+37,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,5,f29,b39,s39,f39,b18,f17,f17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,4,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,"4n,",5,f19,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,6,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,4,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,"5d;,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,6,b28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,4,f29,b39,s29,f18,f19,f37,s39,b37,s39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,"4w,",6,f29,f28,f19,f18,f18,f37,s38,b38,b39,b28,f19,f18,u37,s-38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,4,b38,f19,f29,f38,f39,b38,s38,b39,b39,b38,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,4,b28,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,"6w,",5,b29,f17,f28,b38,f29,f19,f19,f19,f18,f27,s39,f38,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,"6w,",4,f19,f27,f27,b38,s39,b38,b28,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,4,s2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,5,b17,f+39,m2,o37,b3,z^37,s-3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,c6,s2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,"6n,",4,b37,b+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,4,r1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,"6d,",6,b18,f19,f18,f18,f18,f27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,6,f37,b+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,c4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,"4n,",6,f28,f37,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,"4w,",6,b27,b39,b29,f38,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,"6d,",5,b38,s29,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,5,b;27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,6,s29,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,"5d;,",5,f39,b;27,s29,m3,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,6,b29,f38,b29,f19,r29,f+38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,"4n,",5,b39,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,"6w,",5,b29,f19,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,4,f29,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,5,f39,b28,f38,b28,f28,f19,f18,f19,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,"4d,",5,f28,f17,f17,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,"4w,",5,b37,s39,b38,f39,b18,f29,f28,f19,f19,f19,f39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,4,b1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,4,f39,b38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,"4w,",4,b29,f18,f29,f19,f19,f19,f29,f38,s39,b38,b38,b38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,"4d,",5,f29,f18,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,"4w,",5,f19,f18,f19,f38,f39,b38,b38,b38,b39,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,6,f39,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,6,s29,f18,f17,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,6,f28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,5,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,4,s19,f18,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,4,f38,b38,b39,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,6,r29,f19,f38,b+38,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,"4w,",6,b28,f18,f27,f18,r39,f19,f18,f28,b27,s38,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,"4x,",5,b29,f18,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,4,r28,f+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,4,b29,f+19,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,6,b39,f38,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,c6,b37,b39,s28,f+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,4,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,"c5d,",5,f29,f18,f18,f39,b37,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,"5d;,",4,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,"4w,",4,b39,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,4,f17,f28,f39,b37,u-37,b-3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,"4x,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,4,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,"6d,",6,f37,b38,s38,b39,s28,f39,s39,f19,r28,f37,b37,b37,s38,b19,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,c6,f38,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,4,r37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,"6w,",5,b38,s39,b37,f19,f17,r37,b-39,b1,v^17,f-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,"6n,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,6,r38,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,6,b27,y17,f-17,f3,z37,b-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,"6d,",4,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,6,s27,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,6,f1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,"4w,",6,b27,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,4,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,4,f37,b-1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,"6n,",4,b29,f38,s29,f+18,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,"4n,",5,b19,f38,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,4,f29,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,5,f29,f39,s38,b38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,"4d,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,6,r28,f+37,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,6,r3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,"6d;,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,6,f38,f39,b39,b39,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,"6n,",6,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,6,b38,u17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,"5n,",5,f39,b37,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,6,b37,f29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,"4x,",4,b19,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,4,l3,j=39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,4,f17,f-39,m1,o39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,4,s38,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,"6n,",5,f28,f19,f18,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,6,r37,f+39,b1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,4,r28,f39,b29,f19,r1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,"6d,",6,f39,b28,s29,f18,f29,f28,f39,b39,s29,f17,f27,f38,s39,b38,s39,b38,s39,b38,b39,s18,f1n@,,,,,,,,,,,,,,,,,,,,,,
4832,6,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,"6d,",5,f18,f18,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,4,r1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,4,r37,b+37,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,5,b1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,"4d,",6,f29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,4,r29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,"5n,",5,b29,f38,b3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,4,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,5,b29,f37,b38,s38,b38,s38,b37,s29,f29,f39,b28,f;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,4,r29,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,"4n,",5,f37,b39,s38,f37,b38,b38,s18,f27,f+38,m2,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,"6d,",6,f38,b38,s39,b39,s38,b39,s39,b38,b39,b28,f+18,l19,f18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,4,b39,b19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,6,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,"4n,",4,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,"6d,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,"6n,",5,b38,f39,b28,f17,f19,f37,b38,s38,b39,b29,f17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,4,r28,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,"6d,",4,b37,f18,f19,f18,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,6,s17,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,"6w,",5,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,"4w,",5,b38,s39,b39,b38,b38,s29,f39,s38,b38,b37,b29,f19,f38,u37,s-19,l3,o38,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,
4857,6,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,c6,s28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,"6n,",4,b38,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,6,b28,f19,f18,f39,b27,s+39,m2,v17,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,4,b39,b28,f29,f17,f17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,6,y27,u-37,s-3,z17,l-2,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,"5d;,",6,f39,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,4,s38,f+39,m28,f27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,4,r28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,"6d,",5,f17,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,"4w,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,4,b37,b-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
