,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1940,5,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,5,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,"6w,",5,b37,s18,f28,f39,s27,f+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,"4n,",6,f38,f38,b+37,s3,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,b3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,"5d,",5,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,6,f38,y17,f-38,m3,o37,s28,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,4,f29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,4,b39,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,"6e,",4,b39,y17,f-38,b3,z28,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,"5d,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,"6d,",6,b29,b39,f37,b29,f38,s39,f+18,f17,i2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,5,b37,f+19,f17,i!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,"5d,",6,f29,f19,f18,f29,s38,s19,f18,f38,s39,f18,f;17,f+37,b3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,"6n,",4,b39,b38,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,6,m2,j38,b2,v18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,4,s37,f-17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,"6d,",6,b18,f18,f38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,6,f39,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,5,b39,f38,f38,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,"5d,",4,b29,f18,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,"6d,",6,f27,f28,b28,f27,f!2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,4,b27,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,6,s27,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"6d,",5,s39,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,4,s38,f18,f17,b19,f17,f38,b28,f38,b19,b19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,4,b28,f18,b28,f18,b28,f17,b19,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,"4n,",6,b19,f17,f18,f18,b19,f27,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,6,f29,f18,f29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,5,b28,f18,b29,f18,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,6,s28,f+38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,"6n,",5,r29,f18,f17,b18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,"4d,",5,b19,b17,f17,b27,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,4,s19,s19,f17,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,6,s19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,"4x,",5,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,"6d,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"c5n,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,6,b39,f28,f29,f18,b17,f18,b18,f18,b18,f29,f29,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,"6n,",5,b28,f37,f28,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,"6w,",6,f28,f29,f!29,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,6,s38,f38,s38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,s29,f39,s18,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,"4n,",6,b18,f17,f28,f38,b28,f37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,"6w,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,5,b18,f17,b29,b38,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,6,f37,f28,f37,s39,f19,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,"6n,",6,b19,f17,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,"6d,",4,b29,f18,b27,f18,b29,f29,f37,f39,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,f38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,b29,f17,b17,f18,b29,s29,f39,s28,s38,s18,b19,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4+,f27,h27,b3,z1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,"6w,",6,b18,b19,f18,b39,s28,f39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"5d,",4,b19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"6d,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6,f18,f29,f28,f27,f39,s27,f+38,b2,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,5,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"4n,",5,f17,f17,b18,f29,f29,f27,f37,s18,b18,f18,b17,f29,f28,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"6d,",5,f27,f29,f28,f29,f38,f38,f17,b19,f17,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"6d,",5,f28,f28,f38,f39,f37,f38,f28,f18,f28,f39,m29,f38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,"5d,",5,b27,f38,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,"4d,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,b29,f29,f18,f39,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,b38,s19,s29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,s38,f38,s38,f+18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,s19,b19,f18,b19,f28,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"6w,",5,y37,r-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,4,b17,f18,s38,s39,f38,s28,f18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,6,b29,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,6,f27,f39,f28,f38,f28,f29,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,6,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,6,s18,b19,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,4,s28,f18,f28,f29,b37,f38,b28,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,"4n,",6,f19,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,"4n,",4,s28,b18,f18,b18,f19,b18,f19,b29,f28,f28,f39,f37,f27,b17,f18,b39,s27,r37,s+19,m2,o27*,,,,,,,,,,,,,,,,,,,,,,
2036,"6w,",4,f17,b18,f17,b17,f18,b17,f18,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,4,s29,f18,f28,f38,s29,f37,s29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,6,f29,f39,f38,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,"6n,",6,f29,f18,b17,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,"6n,",4,b17,f18,f28,f39,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,"4n,",6,b38,f17,b18,f38,f29,f18,b17,f18,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,4q29,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,6,s28,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,6,f29,b29,f19,b18,f29,f37,f38,f29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,"6d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,"4d,",4q28,f38,s37,f39,s19,b28,s29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,6,s29,f39,s29,f38,s29,f18,f19,b27,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,4,s29,f19,l38,f38,s28,f18,f29,f37,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,"6d;,",5,f28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,"4n,",5,f37,b39,b38,b28,f39,b39,b18,f28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,5+,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,5+,b2,v2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,5,f17,f19,f29,b28,f18,f29,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,5,b39,s27,f+38,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,"5d;,",5,b37,s38,s39,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,"6n,",5,b28,f38,b37,s+39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,4,r29,b28,s29,f39,b37,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,5+,f3,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,"4d,",6,b27,f29,f28,f28,f29,f19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,"6d,",5,b39,b39,b19,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,5,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,"6d,",5,b29,f17,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,"4n,",c6,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,c5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,"4n,",5,f17,f38,b39,s18,f38,s38,f39,b38,b38,s39,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,"4x;,",6,b18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,5,r28,f29,f28,f38,s38,f+39,b2,v^17,f-3,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,"c6w,",5,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,4+,b37,i2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,6,b18,f27,b28,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,"4d,",5,b37,b37,s38,b39,s39,b+38,s27,h17,f-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,5,f18,f29,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,"4d;,",4,b29,b29,f39,b29,f39,b29,f18,f17,r29,b28,f18,f18,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,5,b38,s39,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,"6n,",4,b39,b18,f18,f17,f17,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,cc4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,6,f27,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,4,s38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,6,f28,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,4,f29,s28,f+39,b3,z39,m3,o38,m3,o19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,4,f19,f38,b37,s38,f+18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,5,s17,r+39,b3,z39,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,"6d,",5,b38,s38,b28,f29,f19,f28,b29,s38,f39,b28,b39,s28,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,5,f29,f19,r28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,"4n,",5,f29,b28,b38,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,4,b27,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,4,r28,b38,s37,f+39,b2,v^1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,"4n,",5,b38,b38,f37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,"4d,",5,f28,f27,s38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,5,f17,f+39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,6,f18,f18,f27,f+39,b27,r18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,6,f18,f38,b38,s39,f38,s38,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,6,r29,f27,b38,b28,f27,b39,f19,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,"4d,",5,b19,f39,s29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,"6d,",5,b28,b38,s29,f18,f19,f18,f18,f19,f18,f19,f28,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,"4n,",5,b29,f29,f18,f18,f19,f18,f39,b38,s19,f18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,4,f27,f+37,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,4,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,6,b27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,5,b28,u+37,s-3,z1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,"4n,",5,b27,f+39,m2,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,"4w,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,5,b28,b27,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,4,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,5,f29,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,"4d,",5,f28,f27,f29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,"4x,",5,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,6,b!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,4,b37,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,"4w,",6,b28,f38,b38,b37,b38,b38,b37,f18,f17,u+37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,6,f18,f19,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,6,b19,f19,f27,f7,b27,f18,f37,f38,b28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,4,b27,r-17,r-1,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,"6d,",5,b39,b27,r-19,f;1,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,"4x;,",6,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,"4n,",5,b27,f39,b38,b28,s39,b38,s39,b38,s19,f38,b37,b39,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,"6w,",5,f;38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,5,b29,f28,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,6,f27,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,6,b28,f19,b18,f37,f39,b38,f18,f19,b19,f19,b19,f18,b19,f18,b17,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,4,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,4,f29,f18,b28,b+38,f3,z^17,s-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,5,f29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,"4n,",5,b29,f38,b38,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,"4d;,",5,f38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,4,b29,b19,f29,b38,b;39,f28,f19,b17,f19,b19,f29,f18,f17,b18,f39,f38,b27,b29,f39,f37,b38,f2n@,,,,,,,,,,,,,,,,,,,,,,
2143,6,b29,f29,b29,f38,b;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,6,r18,f;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,4,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,"4x,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,5,f17,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,"4+d,",5,b38,f39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,6,b28,f18,f19,b27,s18,f39,b38,f39,b18,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,4,b28,b18,r38,f19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,4+,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,4,b39,f+19,r2,v19,l1,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,6,b29,b17,b18,f19,b18,f19,b19,f18,b19,f18,b17,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,"4d,",4,b19,f28,f38,b39,f37,b38,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,4,f19,f39,f29,f28,b29,f39,f29,f38,f39,b19,b18,f38,f29,f27,s29,b38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,"4x,",6,b29,f38,b18,b18,f19,b29,b39,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,4+,b3,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,4,f19,b18,f18,b18,f17,b17,f39,f29,b29,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,"6d,",5,f39,f18,f18,b28,b39,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,6,b29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,"6n,",4,b39,f+19,r2,v37,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,4,b28,b38,f38,b;17,f1,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
