,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
4224,c6,b18,f39,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,"6w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,6,r29,f18,f38,b38,s37,f+19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,4,r29,f39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,6,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,4,b37,b+38,b3,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,"6d,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,4,b2,v=1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,5,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,"6n,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,6+,r3,z17,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,"4n,",5,f17,f28,b27,s18,f38,b28,u37,b-19,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,6+,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,4,r37,s38,s39,f38,b39,s28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,4,f27,f18,r28,f38,s38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,"6n,",5,b39,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,"4+d,",5,b27,f27,b39,s28,b+38,b2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,"5d,",4,b28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,"6d,",6,f28,f38,s38,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,"6n,",5,b37,b;27,s-3,z=1,v1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,4,b29,f+39,m1,v37,m38,t2,v17,l2,o19,r3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,6,b28,u37,s-18,f3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,"4n,",5+,b2,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,4+,r2,v2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,6,s29,f38,b37,f28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,6,r29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,4,r28,f29,b28,f39,b37,s39,f+39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,6,r27,f+29,b2,v29,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,"6n,",5,b18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,"4w,",4,b37,b38,b37,b27,b28,f+38,b3,z18,l3,p37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,"4d,",6,b28,s19,f39,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,5,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,"6d,",6,f18,f29,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,5,b27,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,5,s28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,6,r38,b+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,"4+n,",6,b18,f29,b19,f17,f29,b18,r29,f17,f38,b18,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,5,b37,s38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,6,r17,f17,f18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,"6n,",5,b29,f38,b39,b38,b39,b28,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,"6n,",6,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,6,s28,f+38,m2,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,4,b19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,4,f29,f39,b29,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,"6n,",5,f37,s38,b39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,4,f27,f+28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,"4n,",5,f29,f!19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,"4x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,6,r29,f37,b38,b28,f37,b38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,"6d,",5,f19,r27,f+39,m2,o39,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,"4n,",6,r29,f37,s28,y27,r-38,m3,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,4,s39,f18,r17,r-38,m39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,4,f28,f19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,"4n,",5,r+28,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,"6d,",5,b27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,"4x,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,6,r28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,4,r39,s39,b18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,6,r29,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,6,b37,y37,s-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,5,f27,f+19,l37,o38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,"4d,",6,f29,b29,b28,b19,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,6,b17,f+38,b1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,4^,y+17,r-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,c5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,6,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,6,b37,s38,b38,s29,b18,r27,f+38,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,"6d,",4,b+28,f2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,6,b37,s+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,5,f1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,6,b27,b+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,6,f39,b2,f1,f3,b3,b3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,"4n,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,5,f17,f1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,"4d,",4,b28,f1,f3,b3,s3,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,"6d,",5,f28,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,6,r28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,"4d,",5,f17,f1,f1,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,"4d,",5,b37,b2,b3,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,4,r1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,6,b28,f3,b+3,s-3,z2,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,"6w,",4,b28,b3,b3,b3,b3,b2,b3,b3,b1,f1,f2,f2,b3,b2,b2,f1,f3,b2,b3,b2,b3,b2,b3,b3,b3d@,,,,,,,,,,,,,,
4320,4,f28,f1,r3,b3,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,4,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,"6w,",5,b17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,"4d,",5,f17,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,4,b28,f1,f1,u3,s-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,"4w,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,6,f18,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,"6d,",4,f17,f1,f2,b+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,4,b28,f3,b3,b3,s3,b3,b3,b3,b3,b1,r2,f3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,4,r18,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,6,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,6,f28,f1,f1,f3,b2,f2,f+1,f1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,6,b28,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,4,f17,f1,r3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,"4w,",4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,"6n,",5,b28,b1,f2,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,"4d,",6,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,"4n,",5,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,"6w,",6,f37,b3,b3,b3,b2,b1,r1,f1,f3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,6,b18,f2,b3,s2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,4,b38,b3,y3,s+2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,5,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,6,b18,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,4,b38,b3,b3,b2,b3,b2,b1,f1,f1,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,4,f29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,6,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,"4d,",6,f28,f2,b3,b3,b3,b3,b3,b2,f3,s3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,"4w,",4,f19,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,6,r17,f+3,b2,z3,m2,t2,f2,b2,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,"4n,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,"4n,",5,f38,b2,f1,f2,f1,r3,f3,b3,b2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,"4n,",6,b28,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,4,f19,f2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,4,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,"6w,",6,b28,b3,b3,b3,b2,b3,b3,b1,f3,b3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,"6n,",4,b39,b2,b3,b3,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,4,f28,f3,s2,f1,f3,b3,b2,f1,f2,f3,b2,f1,r2,f+1,r3,z3*,,,,,,,,,,,,,,,,,,,,,,,,
4367,"4n,",6,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,"4d,",5,f28,b1,f1,f1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,"4n,",4,b39,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,4,b29,b3,b2,f2,f3,b3,b2,b3,b3,b1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,"4x,",6,b37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,6,r38,b+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,6,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,4,b17,r+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,"4x,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,"4d,",4,r28,f2,f2,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,4,b38,y3,s+1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,"6d,",6,b38,b3,b3,b3,b+3,b2,z3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,6,f38,b3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,6,b27,f+3,f3,i3,s-3,s-1,f3,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,6,b37,b+1,f1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,"6n,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,"4x,",5,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,"4n,",5,b38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,"4n,",5,b37,b3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,5,b28,f3,b2,f3,b3,b3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,"6n,",5,b38,b3,b2,f3,b3,f1,r2,f+3,m2,o3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,"4w,",5,f18,f2,f3,b3,b2,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,"4n,",6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,"4d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,4,b29,f3,b3,b2,f3,b3,f3,b3,f3,b3,b2,y3,r-3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,6,b38,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,4,b27,b+1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,6,b28,b3,s2,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,"6w,",4,b38,b3,b2,f1,f3,b3,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,"4d,",4,r28,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,5,b28,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,"6d,",5,f28,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,5,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,"5d,",4,f18,r3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,6,b28,b3,b3,b1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,"5d,",4,f18,f3,b3,b3,b3,b3,b3,b3,b1,f1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,"4n,",5,f327,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,"5d,",4,f1,v=2,b+1,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,"6n,",6,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,"4n,",5,b28,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,"5d,",4,b38,b2,b2,b3,b3,b3,b3,b3,f1,f2,b1,r3,b3,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,
4425,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,"4w,",4,b29,b29,f39,b29,f38,b39,f19,r17,f+39,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,"4w,",6,f19,f38,s39,b37,s29,f38,s39,b38,s39,f28,f28,b38,s19w@,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,5,f38,b27,f28,f19,f28,b38,s38,f18,f19,f39,s39,b39,b27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,"6d,",5,f39,b29,f28,b29,b39,b28,f38,s28,f+39,b2,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,"6n,",5,b29,f28,b;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,"4n,",4,b38,f27,b39,s39,f29,f37,b37,s18,f18,f38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,"4d,",5,f28,b18,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,"6d,",4,b29,f29,f28,f28,b28,f38,b39,s38,b38,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,6,b19,f18,f28,s37,y+37,s-17,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,"4w,",6,f29,b38,f+39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,"6n,",4,f17,f17,r38,b28,s19,f;37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,"6n,",5,f28,r27,f+38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,5,b28,f+39,s27,b-38,m+39,l29,o=29,f17,f+29,b27,v3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,5,b28,f+18,f2,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,"4n,",5,f27,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,4,b28,f18,f19,f28,b19,f29,b38,s39,f39,s38,s18,f27,b28,s18,f38,s38,s19,f17,u1n@,,,,,,,,,,,,,,,,,,,,,
4443,"4d,",5,b28,f17,f19,f29,b19,f19,f28,b18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,6,f27,f28,b28,f28,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,"6d,",6,b27,b38,s39,b38,s29,b38,s39,b28,f18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,4,b29,f18,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,5,f28,b38,s19,f17,f28,f18,f28,f+18,f1,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,4,s17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,5,b39,b38,s38,f38,s39,b38,s39,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,5,b19,f28,s38,s28,f29,b38,s39,f18,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,6,f29,b29,f38,b38,s19,f29,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,4,s38,f28,f28,f37,b+38,s1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,"4w,",5,f27,f38,b18,f38,b39,b38,f+19,r17,u38,b+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,"4n,",5,f29,f37,s28,f+38,s3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,"6d,",5,b37,f38,f19,r18,f17,f28,b29,s18,f29,b19,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,"5d,",6,f28,b28,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,"c4x,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,"4d,",6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,4,s39,f19,f28,b+38,s3,z^27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,6,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,4,f17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,6,l38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
