,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
23,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,f18,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"4d,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,s38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,f17,f+3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,f28,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"4w,",5,b18,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"4d,",4,b38,b3,b2,f2,b+1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,f28,f3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"4n,",5,f28,f2,b1,f1,f2,b3,b1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,
36,5,f28,f1,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"6n,",5,f28,f3,s2,f2,f1,f1,f3,b3,b2,b3,b3,b3,b3,b+1,r2d#,,,,,,,,,,,,,,,,,,,
38,4,b28,f3,s3,u3,y1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"6n,",5,b27,b2,b2,f2,b1,f2,b1,r1,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,
40,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,r28,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"6n,",4,b38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,f38,b3,b3,b2,f1,f1,f1,f1,f1,f3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,
47,"6n,",c5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6,s28,f+3,b3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"4d,",4,f18,f1,f1,f1,f3,b2,f1,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,
50,"4d,",5,f28,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"4w,",5,b28,f1,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"6d,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,f29,b1,f1,f1,f2,f3,b2,s3,f3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,
54,4,b28,f1,f2,b3,b2,f1,f2,b1,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,
55,"6n,",5,b28,f3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"4n,",6,f29,b2,f2,f1,f2,b2,b3,b2,f+1,l2,o=3,r2,v3,b3x@,,,,,,,,,,,,,,,,,,,,
57,6,b17,f1,f1,f3,b3,f3,b1,f1,f1,f3,b2,b2,b3,b3d#,,,,,,,,,,,,,,,,,,,,,
58,"4d,",4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"6n,",5,b27,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6,f37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6,b17,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"4n,",5,b38,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"6d,",c5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"6w,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,5,b29,b3,b1,f1,f1,r1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"4n,",4,b39,b2,f+3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,6,s27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6,b38,y1,r3,m2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"4n,",6,f38,b3,b3,b3,b3,b1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"4x,",5,f27,b2,b3,b3,b3,y3,b3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
73,6,b28,f3,b3,b2,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"4n,",4,b38,b2,f3,b2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,b28,f2,f1,f2,s3,s2,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,6,b28,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"6d,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6,s18,f+3,b3,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,b28,f3,b3,b3,b3,b1,f2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6,b28,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,f27,u1,l2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6,b28,f3,b3,b2,f2,f2,f1,f2,b3,s2,j2*,,,,,,,,,,,,,,,,,,,,,,,,
92,4+,b27,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6,b18,f1,f2,b3,b2,f1,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"6d,",4,b37,b1,f2,b+3,b1,h1,f3,z3,p1*,,,,,,,,,,,,,,,,,,,,,,,,,
95,"4n,",4,f18,f2,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"4d,",5,f17,f1,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"4n,",4,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,c4,f18,f2,s3,b2,f3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"4w,",c4,f38,b3,s3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"6n,",6,f38,b3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6,f28,b1,f2,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,f18,f3+,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"6d,",5,f19,f3,b2,f1,f1,f1,f1,f2,b2,b2,f2,f1,f1,u1n@,,,,,,,,,,,,,,,,,,,,
106,"6d,",4,f38,f3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"6d,",5,f18,f1,f1,f1,f3,b+3,s2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"6d,",4,f28,f3,b3,b2,f2,f1,f1,f1,f3,b3,y1,f1*,,,,,,,,,,,,,,,,,,,,,,
110,6,f18,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4,f;17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,4,b37,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"4n,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"4n,",5,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"4w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4,b38,b2,f2,f2,f1,f3,b2,b2,f3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,
117,"c6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,4,b29,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"4x,",5,b28,b2,f3,b1,f1,f1,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
120,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"6d,",6,b18,f3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,c4,f27,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,4,f28,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,c4,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6,s29,f3,b3,b3,b1,f1,f3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,
132,"4n,",4,b38,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4,f28,b2,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"4d,",4,b18,f2,f3,b3,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"6x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"6n,",5,f38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"6d,",4,b38,y3,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,f18,f2,f2,b1,f1,f1,f3,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,6,f19,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"4n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"4w,",c6,b17,f1,f1,f1,f3,b2,s2,f13,b3,s3,f+1,f2,v3*,,,,,,,,,,,,,,,,,,,,,
147,6,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6,b28,b2,b;2,s2,f2,f3,b2,s2,f3,b2,f2,s3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,
149,"c6d,",5,b27,s2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"6n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"6w,",5,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,6,b28,f1,f1,f2,b3,s3,b3,b3,b2,f1,f1,f1,u1,r3,z3n@,,,,,,,,,,,,,,,,,,,,
153,6,f37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,5,s27,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"6n,",4,b38,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,f27,f1,f3,b2,s2,b3,b3,b2,f1,f1,u+3,s1,l3,l3,f3,b2,u1,r3,m2*,,,,,,,,,,,,,,,,
160,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,f18,f2,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,6,f27,u1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,5,f29,f2,f1,f2,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,b28,f2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,6,b28,f2,f2,f1,f3,b3,s1,f1,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,
167,"6n,",6,f18,f1,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"6n,",4,b38,b2,f3,s1,f1,f2,f1,f1,r2,b2,f1,f2,b3,b3,s1n@,,,,,,,,,,,,,,,,,,,
170,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"4n,",6,b28,b1,f1,f2,b2,f1,r2,f1,f2,y1,r3,m3*,,,,,,,,,,,,,,,,,,,,,,
175,4+,b18,v^1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"4d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,6,f29,f1,f1,f2,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"5d,",6,b29,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"6d,",4,b37,s2,b3,b1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"6d,",6,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4,b38,f2,f2,f2,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"4w,",6,b28,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"6n,",4,f29,f2,b3,s3,b1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"4n,",5,f37,b2,b2,s3,s3,s3,b3,s+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
189,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4,f28,f3,b3,b3,s3,b2,u+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"cc4w,",4,b27,b2,s3,b3,b;1,s1,f2,b2,s3,b2,b3,b3,s2,f+1,f1*,,,,,,,,,,,,,,,,,,,
192,4+,f27,v3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"4n,",5,f38,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"6n,",5,b28,b2,s2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"6d,",5,b18,f3,b1,f1,f1,f2,b2,b2,b3,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,
197,6,f28,f1,f3,b2,s3,b3,s3,f3,b3,b3,b3,b2,f2,f2,b1,f1w#,,,,,,,,,,,,,,,,,,,
198,6,s37,y+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,4,f18,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"6n,",6,b28,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"4d,",4,b37,s3,b1,f2,f+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"4n,",5,f18,f2,b3,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,4,b28,f1,f2,f2,b3,b3,b3,b1,f2,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,
208,6,b18,f1,f3,s3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4,b38,b+3,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"4n,",4,f18,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"4n,",5,b28,f3,s1,f2,b1,r;1,r+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,
214,4,b28,f1,r+3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6+,b27,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"6n,",4,b28,f2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"c6n,",5,f28,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"4n,",5,b28,f2,f+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"4n,",5,f28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"4n,",4,f28,b3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,c6,f37,b3,b3,b1,f1,f3,s1,f+1,f2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,
224,4,f18,f2,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"4w,",4,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"c4w,",5,f18,f3,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,6,f28,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6,f28,b1,f2,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,4,f38,b+3,m1,f1,f2,b3,b2,b3,b3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,
233,"4n,",5,b38,b3,b2,f3,b3,b2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,
234,6,b27,f1,f2,f3,b2,b3,b3,b3,b3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,
235,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"6d,",5,f18,f1,f1,f2,b3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
237,c4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"4w,",4,b28,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"4n,",6,f28,b1,f2,f3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,6,s28,f1,f2,f2,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,b28,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"4d,",6,b28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"6n,",4,b38,b3,s2,f1,f3,b3,s2,f1,f2,b+3,s2,z2n@,,,,,,,,,,,,,,,,,,,,,,
247,"4n,",5,f27,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"6d,",6,f28,f3,b3,b2,f3,b2,f2,f3,b2,b3,b2,y1n@,,,,,,,,,,,,,,,,,,,,,,
249,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4n,",4,b37,b3,b1,f1,f1,f3,b3,b2,s1,b2,f2,b3,b3,y1*,,,,,,,,,,,,,,,,,,,,
251,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"4n,",4,b38,b1,f2,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"6n,",5,b17,f+3,m2,o3,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6,f38,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"4w,",5,b28,f3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"4d,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4,b38,f1,f1,f1,f1,f3,s2,f+1,l1,o1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,
259,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"4n,",6,f38,b3,b3,f+1,f1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6,s28,f3,s2,f1,f1,f+2,s2,z1,l1,t1w#,,,,,,,,,,,,,,,,,,,,,,,,,
262,"4n,",4,b37,b3,s3,f3,b3,b3,b1,f2,f+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,
263,6,s27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"4d,",4,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,4,r37,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,4+,s28,j2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"6n,",5,b28,f37,s29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
