,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1226,6,r38,f38,b27,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,6,s28,f19,f28,f18,f27,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,6,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,"6w,",6,f28,f29,f;17,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,5,r28,u+37,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,6,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,"6n,",5,b29,b38,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,6,r18,f18,f29,b28,b37,s28,f39,b28,f28,b27,f38,s39,f39,b38,b37,s18,f18,f38*,,,,,,,,,,,,,,,,,
1238,"6d,",5,b29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,6,s29,f19,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,c6,r27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,"4x,",4,b39,f38,b19,f28,f+18,f28,h=37*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,"6n,",5,b29,f39,s39,f38,b39,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,"4d,",5,b29,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,4,s37,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,"6n,",6,s38,b29,b28,f29,f38,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,6,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,4,b28,f18,f38,s39,b39,b38,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,"6n,",6,b38,b+38,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,"c4x,",6,f29,f39,b28,f17,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,4,f28,f38,b29,f18,f29,b39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,"4w,",5,b28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,4,b29,f17,f19,f17,f38,b29,f18,f18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,
1263,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,c6,b37,b+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,4,b28,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,"6n,",5,b38,b+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,4,b29,f38,b38,s37,s+19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,"6w,",4,f19,f27,s39,s19,f38,b28,s28,f+19,f2,z17,l19,t2d#,,,,,,,,,,,,,,,,,,,,,,
1270,6,r37,r-19,l29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,"5d,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,4,s29,f19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,"6x,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,6,b29,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,6,f27,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,6,f37,u+37,m-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,6,b19,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,4,b37,s29,f18,f18,f28,s29,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,6,f18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,"6d,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,"4n,",4,b39,b39,b38,b38,b39,b37,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,6,s29,f+38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,4,r29,f29,b28,f38,b29,f38,b39,s38,b38,b28,b28,f19,f38,s38,b39,b1n@,,,,,,,,,,,,,,,,,,,
1291,"6w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,4,r27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,c4,b29,f18,f17,f19,f38,s28,s39,s18,f29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
1294,4,f29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,5,s39,b38,b27,y17,r-18,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,4,s39,f38,s37,f+38,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,"c6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,"c5d,",5,b38,b28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,"5n,",c6,s38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,cc6,r28,f+38,m2,o19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,6,f17,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,"6w,",5,f28,b39,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,"6w,",5,b27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,"6n,",4,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,4,s39,f38,b29,f29,f19,f18,f29,b38,s38,s39C,,,,,,,,,,,,,,,,,,,,,,,,,
1309,5,s29,f;18,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,"4w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,"4n,",5,b28,s39,y17,u-37,b-;17,f-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,4,b37,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,"4w,",5,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,6,r29,f19,f39,b37,s39,b38,s39,f18,f18,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,
1317,4,f28,f18,r2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,6,s29,f18,f29,f39,s38,s38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,"4d,",4,b29,f18,f18,f18,f19,f19,f19,f18,f29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,
1321,"6n,",5,b29,f39,b29,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,"4n,",4,b37,f38,b39,b28,f28,f38,s19,f19,f19,f18,f18,f37,s28,f18,f28,b38,b39,b28,f+3x@,,,,,,,,,,,,,,,
1323,"4d,",6,b28,b38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,5,f39,s29,f38,b28,f39,b28,f38,b37,y17,r-3n#,,,,,,,,,,,,,,,,,,,,,,,,,
1325,4,b27,f+28,f2,v38,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,6,s28,f+38,b3,z28,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,"4n,",5,f38,b29,b38,s28,s38,s39,s38,s39,s39,s29,f28,b28,s28,f1d@,,,,,,,,,,,,,,,,,,,,
1328,"c6d,",5,b29,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,"6d,",c6,b28,f19,f27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,"4x,",4,b38,f18,f18,f+38,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,c5,s27,y+17,r-1,v28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,"4d,",5,b38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,"4n,",5,b28,f19,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,4,f18,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,4,b28,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,6,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,c4,b38,b3,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,6,s39,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,"6w,",5,b38,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,4,f38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,"5n,",4,b38,b;1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,c6,b37,s+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,"4n,",4,b28,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,"4w,",5,f28,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,4,s29,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,6,b27,u+1,r1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,5,f18,f2,f2,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,4,f28,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,6,f38,f2,u3,s3,m3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,"6w,",c5*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,"4n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,"6d,",6,b17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,"4d,",5,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,4,f28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,"5d,",4,b38,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,4,f29,f2,b3,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,c4,b38,f1,f1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,6,f28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,6,b38,b+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,4,b38,f3,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,"6d,",5,b38,b2,b3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,6,b28,s3,f;3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,4,b38,b2,f1,f2,f3,b3,b3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,4,f28,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,4,b38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,4,s28,j+2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"4x,",5,b18,f3,s3,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,"4n,",5,f27,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,6,s38,j+1,m3,o3,s1,f3,b2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,"6x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,6,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,5,b28,f1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,4,f29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,5,b28,b2,f1,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,"6d,",5,f29,b2,f3,b3,b3,f3,s1,f2,b3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,
1384,"4n,",5,b38,b3,f2,f2,f1,f1,f1,f+3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,
1385,"4d,",4,f18,f1,f3,b2,u3,s1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,"4d,",5,b37,b+1,r1,v3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,"4n,",5,b18,f1,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,"4n,",4,b37,b2,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,"6w,",5,b+38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,c4+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,5,b28,f2,b2,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,4,b38,s3,s2,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,4+,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,"5n,",4,b28,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,4,f18,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,"4d,",5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,5,b27,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,"4n,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,6,f18,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,5,b38,b2,b3,b3,b2,f1,f2,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,5,b27,b+3,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,5,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,"c4d,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,"c4d,",c4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,5,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"4x,",4,b39,b2,f2,f2,f1,f2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,4,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,"4x,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,6,s38,b3,b2,f1,f3,b2,f1,f2,b2,b3,b2,f1,f3,b2,f1,r1n#,,,,,,,,,,,,,,,,,,,
1419,4,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,"4n,",6,f37,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,6,b38,f3,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,6,f27,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"4n,",6,b18,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,5,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,c5,b28,f2,b2,f3,b3,s3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,6,f28,f2,b+3,s1,v;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,4,b38,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,"6d,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,4,f37,f+3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,"4w,",5,s37,f+3,m2,o3,b2,b2,f3,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,
1436,6,b38,b3,s1,f+3,b2,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,6,f29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,"6d,",6,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,6,b27,u+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,"4n,",4,b28,f+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,"6w,",6,b37,s+1,f2,v3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,4+,b28,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,4,f29,f3,b3,f3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,"4d,",5,f37,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,6,b29,f2,f3,b,f3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,"6n,",4,b38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,5,b18,f1,f2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,4+,f18,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,"4w,",5,f18,f2,f1,f2,b3,b2,f2,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,
1454,6,r18,f1,f2,f+3,s3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,4,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,"4w,",4,b38,b2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,"6n,",c5,b28,f3,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,5,b38,s3,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,"4n,",4,b28,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,"6d,",5,b38,f1,r2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,4,f18,f1,f1,f2,y3,s1,l3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,"4n,",4,b38,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,"4d,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,4+,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,"4d,",6,b38,b3,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,4,b38,b3,b1,f1,f1,f2,b3,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,6,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,"4x,",4,b38,b3,f3,s3,f+3,s3,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,5,b28,u3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,c5,b37,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,5,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,4,b37,b+1,f2,v2,b1,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,"4d,",6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,"c6d,",4,b38,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,c6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,4,b38,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,6,b37,b+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,"6n,",5,b37,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,"4x,",5,b39,b1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,"6n,",5,b38,b3,b3,b2,f3,b2,f1,f2,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,
1486,"4d,",4,b38,b3,b3,b2,f3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,"6x,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,"4n,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,6,s27,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,"4w,",5,r37,s3,b3,s+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,"6d,",4,f27,f1,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,"4x,",5,b28,f1,f2,b3,b3,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,"6d,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,"4d,",4,b38,b3,b3,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,"4n,",6,b28,f3,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,5,f28,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
