,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1744,5,b39,b3,b3,b2,f3,b2,f3,b3,b3,b3,b2,f1,f1,f1,u1*,,,,,,,,,,,,,,,,,,,,,,
1745,"4n,",4,b38,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,6,s27,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,4,f28,f3,b1,r1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,4,b39,f3,s1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,"4n,",5,f29,b1,f2,y1,f-3,m2,l=2,l=2,f3,f3,f2,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,
1750,6,f27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,4,f28,b2,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,"4w,",6,f29,b2,f3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,4,b37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,6,s29,f3,b;3,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,4,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,6,b37,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,6,s27,f;+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,4,f19,f2,y+1,f-3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,4,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,4,b28,j+3,b2,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,4,f28,f2,b3,f3,b3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,4,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,"6d,",4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,"6d,",5,f38,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,6,f29,h=3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,4,f19,f2,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,"4n,",5,b28,f3,b1,f1,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,"6n,",6,b29,f1,f1,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,6,f38,f1,f2,f2,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,6,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,4,f29,b2,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,"4w,",4,f17,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,"4n,",4,b38,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,"4n,",6,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,4,b28,f3,b3,s3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,"6n,",4,f28,b3,b3,b1,f1,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,"6n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,5,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,6,b29,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,6,b29,i=2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,6,b37,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,"Q,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,6,f37,f1,f1,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,c6,s29,f1,r3,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,"6d,",6,b38,b3,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,"4n,",4,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,"4d,",6,b29,b3,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,4,b37,f1,f1,u3,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,6,b28,f;3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,"6d,",4,f27,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,4,b38,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,5,b28,f1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,4,s38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,"6d,",6,b38,b3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,5,b18,f;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,4,b28,f3,s2,j+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,c6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,"6n,",6,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,"6d,",5,f17,f3,b3,b3,b3,b3,b;2,f1,f1,f3,s3,f3,s3,f3,s#,,,,,,,,,,,,,,,,,,,,,
1812,6,f37,b+3,s3,i#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,"6n,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,"4d,",4,b38,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,4,f29,b3,b3,b2,f;1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,6,f39,f1,f1,f2,y1,r-3,m3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,4,f39d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,c4,b19,r2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,6,s27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,4,b38,y3,s;-3,s-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,"6w,",c6,b39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,4,s27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,6,b29,f2,f3,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,6,b39,f3,b3,f1,f2,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,"6d,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,4,f29,b2,s3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,"6d,",5,f29,b2,f1,f3,b3,b3,s3,b3,s3,b1,r2,b3,m2,o-1*,,,,,,,,,,,,,,,,,,,,,,
1836,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,4,f27,f+3,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,"6w,",6,b28,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,"6n,",5,b38,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,4,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,"6n,",5,b28,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,4,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,4,b37,f1,l3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,"6d,",6,b39,b3,f3,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,6,f18,f1,f1,f1,f1,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,6,s37,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,4,b39,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,4,b37,s1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,6,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,4,b19,f1,f2,b3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,6,s28,f+3,b2,z^3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,4,b38,j+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,5,b28,f3,b2,f3,b3,b3,b3,b3,b2,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,4,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,"4n,",5,f28,f2,f2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,6,f29,f3,f3,b3,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,"4w,",4,f29,f2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,"4w,",4,f38,f3,f3,b3,f3,b3,b3,b2,f3,b3,b3,b3,b2,f1,f1,f2,b3,b3,b2n@,,,,,,,,,,,,,,,,,
1862,"4w,",4,f18,f3,b2,f1,f2,f1,f1,f1,f1,f3,b2,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,
1863,4,b38,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,"4n,",4,b37,s3,b3,b3,b3,b3,f3,b1,f2,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,
1866,4,f38,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,4,b37,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,6,b29,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,"5d,",4,f29,f2,b3,f3,b2,f3,s3,f3,s2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,4,b38,b3,s2,f;1,f2,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,6,b38,b3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,6,f38,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,4,f28,f+3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"4d,",4,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,6,b38,f3,b3,f3,b3,b3,b3,b2,f1,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,
1876,4,b38,b3,b1,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,"6n,",5,f27,f3,f3,b3,b3,b3,f2,f2,f3,b3,b3,b3,b3,b3,b1,f1,f1,f3,s3,b3w@,,,,,,,,,,,,,,,,
1878,6,f39,f3,f3,s3,f+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,"6w,",6,b28,f3,b3,f3,b3,b1,l1,o=1,f3,b3,f3,b2,f1,f1,f1,r2,f3,s3,b3,b3,b3,f3,s1,f1*,,,,,,,,,,,,
1880,"4d,",5,f38,b3,f3,b3,f2,f1,f1,f1,f1,f1,r2,b3,s2,f+1,f3,z^3*,,,,,,,,,,,,,,,,,,,,
1881,c4,f29,f3,s3,f3,b3,b2,f1,f2,u1,r-2,b3,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,
1882,4,b38,b1,f1,f1,f2,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,6,b28,f1,f1,f1,f2,b3,b1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,"4n,",5,b19,f1,f2,f3,s3,f1,f1,f2,b2,f1,f1,f3,s3,b3,b3,b2,f1,l2,j+3*,,,,,,,,,,,,,,,,,
1885,5,b38,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,4,b29,r2,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,"4x,",6,b38,b3,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,4,b38,f3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,4,r17,f;+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,"4n,",4,b39,s2,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,4,f29,f3,b3,b2,f3,b2,f1,r2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,4+,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,6,b29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,6,f19,f2,f3,b3,b3,b3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,6,f28,f1,f1,f3,b3,b3,s3,b3,b3,b3,s3,b1,f1,f2,b3,b3,y3,s+1,f1,v^3*,,,,,,,,,,,,,,,,,
1897,"4n,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,"6d,",4,b37,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,"4d,",5,b38,b3,b3,b3,b3,b3,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,4,b38,b3,y1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,4,b38,y3,s-1,l+3,t1,v1,f3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,6,s38,b+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,4+,b27,v1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,5,b28,f2,b1,f1,f1,f3,b3,y1,f+3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,"4d,",5,b29,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,"6n,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,"6d,",4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,"4n,",4,b38,b3,b1,f1,f3,b3,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4,b38,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,4,f38,b3,s3,f3,b3,b3,b2,f3,f3,b3,h=3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,
1919,"6w,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,"6d,",5,f19,f1,f1,f2,f2,f1,r3,b3,s3,s3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,
1921,4,b37,y+1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,"4n,",4,f18,f1,f1,f3,b3,s3,s+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,4,b28,f1,f2,f+3,s3,s3,s+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,"4d,",5,b38,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,5,b19,f1,f1,f1,f2,f1,f1,f1,f2,b2,b3,b3,b3,f1,f1,f1,f1,r1,r3d#,,,,,,,,,,,,,,,,,,
1927,4,f27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,"4w,",6,f18,f1,f1,f3,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,"4d,",5,b28,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,4,f17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,"4d,",5,f29,f3,b3,b3,s2,f;3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,b29,b3,f1,f1,f1,f2,b3,b3,s3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,"4d,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,f19,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,4,f29,f3,b3,s3,f3,b1,f3,f3,s3,f3,b3,b3,b2,f1,f3,s3,b1,f1,f2d@,,,,,,,,,,,,,,,,,,
1936,4,b18,f1,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,6,s18,j+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,4,s38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,"4x,",4,b37,b1,f1,f1,f1,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,"5d,",4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,b39,f1,f1,f1,f2,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,b27,f1,f1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,4,b28,f1,f1,f1,f2,b2,f2,f+3,b2,z^2,s-1,v3d#,,,,,,,,,,,,,,,,,,,,,,,,,
1948,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,6,s27,f+1,l3,k3,b3,b3,s3,b3,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,4,b29,f3,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,4,f17,f+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,"4d,",5+,f27,z3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,"6w,",4,f29d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,4,f29,f3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,5,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,6,s27,f+3,m1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,"4d,",4,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,"4x,",4,f17,f1,f2,b+3,s3,z3,m3,p3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,5,b28,f1,f2,b1,f1,f1,f2,b3,s2,f3,b2,b3,s3,r1w@,,,,,,,,,,,,,,,,,,,,,,,
1963,4,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,4,b29,f1,f2,u+3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,"4x,",4,f19,f1,f2,f3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,4,b29,f1,f1,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,"4x,",4,b37,f3,b3,f1,r1,f1,f2,f3,b2,u2,r-3,b2,v^1,f-1*,,,,,,,,,,,,,,,,,,,,,,
1969,"4d,",4,f18,u3,s-3,m1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,4,s29,f+1,r1,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,"6d,",6,f39,i=3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,6,f27,b;3,s3,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,6+,s28,k3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,6,f27,f+3,s3,z^1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,4,f29,f2,b3,b3,b3,b;3,b2,f3,s3,s+1,l3,p3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,
1976,"4x,",5,f38,b3,s3,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,"4d,",6,b28,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,4,b29,f1,f3,b3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,"6d,",4,f39,b2,f1,f1,f3,b3,b3,b2,b2,f2,b3,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,
1980,4,b38,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,4,f17,f+3,m2,o2,f1,f1,f2,f1,f3,b3,b3,s3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,
1982,5,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,"6n,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,4,b27,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,4,f18,f3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,4,s29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,6,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"4n,",4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,b39,f3,b3,f3,s3,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,"6w,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,"6n,",5,f28,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,"6n,",4,f37,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,"6w,",4,f17,f1,r3,b1,f1,f2,b1,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,5,f38,b3,s3,f3,s1,f3,s3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,f17,f+3,b2,z3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,"6d,",4,f18,f2,b2,f3,b3,b3,b1,r1,f-3,m2,p1*,,,,,,,,,,,,,,,,,,,,,,,,,
