,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
4562,6,f39,b1,r2,b-3,b3,z2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,4,b37,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,6,b19,f1,f2,b3,b3,b3,b2,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,c5,r29,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,4,b38,b1,f1,r2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,4,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,6,f28,f3,b2,f2,f2,b3,b3,b3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,"6n,",4,b27,f+1,f2,z3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,4,b29,f2,f3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,6,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,"6x,",5,b29,f1,f2,f1,f2,b+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,6,b19,f2,f1,f2,f1,f1,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,"4d,",4,b38,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,"4n,",5,b28,f3,b3,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,"4n,",4,b38,b2,f2,f1,f1,f2,f3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,6,f28,f1,f2,f3,b2,f2,f3,b3,b2,f3,b3,b;1,f-1,t#,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,"c4w,",5,b27,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,6,f27,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,"4n,",4,f@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,5,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,"5d,",5,f29,f1,f2,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,6,b28,b2,b3,b2,b2,b2,f1,f2,b+3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,c6,b18,f1,f2,b+3,s3,y-3,b-2,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,"6n,",4,b37,b3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,6,b27,f+3,b2,v1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,4,f27,f2,f1,f2,f2,b2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,"4n,",5,b38,b3,b3,b2,b3,b3,b3,b3,b3,b3,b3,b3,b3,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,
4603,"6n,",5,b29,f3,s3,b+3,b2,v1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,"4x,",5,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,"6d,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,"4n,",6,f17,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,"4w,",4,f29,b1,f1,r2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,6,f39,b1,f1,f2,f3,b3,f1,f1,f3,b3,s3,f1,f1,f1,f3,s3,f2,f1,f2,f+1,l1,f1n#,,,,,,,,,,,,,,,,,,
4611,4,f28,f2,b2,f2,f2,f2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,"4n,",4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,4,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,"6d,",5,b29,f2,b3,b2,f1,f3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,6,r28,f1,f2,f3,s2,f3,b2,f2,f1,f3,b2,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,6,s29,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,"4d,",5,b+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,5,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,6,r27,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,6,f38,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,c6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,6,f28,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,"5d,",5,f+29,f3,z3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,"5n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,5,r28,f1,f2,f3,b3,f3,b3,b3,f3,b2,f1,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,"6n,",5,b19,f2,b2,b1,r2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,4,b37,f1,f2,f3,b2,f2,f2,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,"6n,",6,b28,b2,b3,b2,b3,b2,b1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,4+,r2,k1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,"6w,",5,b+29,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,"6d,",4,b18,f1,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,"6n,",5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,4,b19,f1,r2,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,"4n,",4,f17,f+1,f3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,6,f27,f1,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,5,b29,f2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,"6d,",6,f38,f3,b3,f3,b3,b1,r2,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,"6n,",6,b18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,c6,f28,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,"4n,",4+,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,"4d,",4,b28,f3,b3,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,6,b28,f3,b3,b2,f1,f1,f1,f3,b3,b2,f3,b2,f1,f2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,
4649,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,4,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,6,r18,f1,r2,f1,f1,f2,f3,f3,b3,b3,b2,f2,f2,f3,b3,f2,f2,f3,b3,b3,b3,b1,r1,f3,s#,,,,,,,,,,,,,,,
4652,5,b27,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,6,b28,f1,f2,f3,b1,f2,f3,b3,b2,f1,f1,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,"6n,",4,b28,f3,b3,b1,r2,f3,b3,b2,b3,b1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,"4d,",5,b29,f1,f1,f3,b2,f+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,5,b27,f+3,b3,z3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,6,f28,f1,f2,f3,b3,b2,f3,b1,f1,f3,b2,b1,f1,f2,b2,b3,b2,b3,b3,s#,,,,,,,,,,,,,,,,,,,,
4659,6,b27,f-1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,"4d,",4,b37,b3,b2,f2,f2,f+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,5,b28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,4,b27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,"4x,",6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,"4+n,",4,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,"c6d,",5,b39,b3,b+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,"4n,",c4,b29,f;3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,"4n,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,"6n,",4,f18,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,"6w,",5,b38,b3,b3,b3,b2,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,"cc6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,"4n,",6,f28,f1,f3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,6,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,"4w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,"5d,",c6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,"5d,",4,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"6n,",4,b39,f2,f2,f2,b3,b3,b2,b3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,5,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,"6d,",5,b17,f1,f1,f2,b2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,"5n,",6,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,4,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,6,s29,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,6,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,"4w,",5,f29,f2,b2,f1,f1,f1,f3,s3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,"6n,",5,b17,f1,f1,f2,b2,b3,b3,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,"6d,",6,b28,b2,b3,b3,b3,b1,r2,f+3,b3,z2,b3,z2,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,"4n,",4,b37,b3,b3,b2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,"6n,",5,b28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,4,f39,b2,b1,f2,f2,f3,b3,b3,b2,f3,b1,f2,f3,b2,f1,f1,f3,b3,b2,f1,f1,f3n#,,,,,,,,,,,,,,,,,,
4700,"6d,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,"5n,",4,f17,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,"4w,",6,r17,f+3,m3,f3,b3,u3,y-3,s-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,"6d,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,"6n,",4,b38,b1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,5,b28,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,6,f28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,6,b28,f2,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,"6d,",4,b38,b1,f3,s1,f3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,6,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,"4n,",4,b38,b3,b2,b3,b3,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,4,f28,b3,b3,b3,b3,b2,b;2,b-3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,"c4d,",4,b28,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,5,b39,b3,b3,b3,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,"4d,",4,b39,f2,f1,f1,f1,f2,b2,b2,f2,f3,b2,f1,r2,f3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,
4719,"4d,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,6,b27,y1,f+1,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,5,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,"4n,",5,f28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,4,f29,b2,f+3,b2,v1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,"6w,",4,b37,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,"4w,",5,b29,b3,b3,f2,f2,f3,b3,f3,b3,f3,b3,b2,f3,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,
4729,4,s27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,5,b28,b2,s2,f+1,f1,v3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,"4w,",4,b39,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,"6d,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,"4x,",5,f28,b3,b1@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,5,b28,b+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,6,b29,f2,f3,b3,b3,b3,b3,b3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,6,f28,f3,b3,b2,f2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,4,f19,f3,s2,f1,f2,f2,b2,b2,b2,b2,f1,f1,u3,s-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
4740,"c4w,",4,b39,b3,b3,b1,f2,b+3,b2,v1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,4,f29,b2,b3,b3,b2,f;2,f-;3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,"6d,",4,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,"4n,",4,f18,f3,s2,f2,f1,f2,b2,b3,b3,y1,r-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,"6n,",4,f29,b2,b3,b3,b3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,"4w,",6,f39,b2,f3,b2,f2,f1,f2,b2,b2,f2,f2,r2,f1,f2,f2,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,
4747,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,"4n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,4,r17,f-3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,"4n,",4,b37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,"6n,",6,b28,f3,b3,b3,b2,f2,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,6,r18,f1,f1,f3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,"6n,",6,b27,f1,f1,f1,f3,b3,b3,b3,b3,b3,b2,f3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,
4754,6,s27,f+3,b3,z2,f1,v2,m+2,t3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,4,f38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,"6w,",6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,"4d,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,6,f28,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,"4n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,"6n,",6,f27,f+1,f3,z2,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,6,b28,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,4,b37,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,6,b27,u-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,"6d,",6,b28,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,4,b38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,4+,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,"6d,",5,b39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,"6d,",4,b38,b3,b3,b3,b2,b2,b2,b2,b3,b2,b1,r2,r3,s3,b3,s3,b3,s1,f2n#,,,,,,,,,,,,,,,,,,,,
4775,"6n,",5,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,"4w,",4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,6,f39,b2,f2,f1,f1,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,6,f29,f2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,4,b29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,4,b37,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,6,b17,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,"6w,",4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,6,b28,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,4,f27,b3,s3,b3,b2,f2,b3,b2,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,"6n,",4,f29,f2,b2,f2,f2,f3,b3,b1,f1,u3,b-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,"4w,",5,b39,b2,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,6,b28,f3,s2,f+1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,"4w,",4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,4,b37,b-3,s2,v3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,"6d,",6,b29,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,"6n,",6,f39,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,"6d,",4,f28,u3,s-2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,4+,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
