,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1942,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,"4w,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,5,f37,f19,f18,f18,f38,b39,b39,f37,b39,b29,f39,s39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,"4w,",5,b28,f19,f29,f28,f39,b28,b38,s39,b39,b28,b38,f19,f17,f39,b39,b27,b28,s19,f27,b39,b38,f37,b38,s39,b38,s39,b39,s38,b38,s38,b39,b28,f2!@,,,,,,
1950,"6d,",6,f28,f39,b27,f18,f18,f19,f18,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,6,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,4,r29,b38,s38,b18,f27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,"4n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,5,f29,f38,b39,f38,b19,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,6,f28,f18,r19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,6,b39,f39,b29,f18,f28,b38,b37,s19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,"6n,",5,f29,f37,b38,b38,b38,s38,b38,b29,b;18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,6,f29,f38,b37,f38,b18,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,"4w,",6,f29,f39,b38,b38,b38,b39,b28,b29,s39,b39,b38,b38,b38,b39,b38,b39,b38,b39,b39,b38,b3d@,,,,,,,,,,,,,,,,,,
1963,5,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,"4w,",5,b37,b39,b19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,6,s27,f38+,b1,v19,f29,b2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,6,b29,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,6,f39,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,"4n,",4,b39,f;19,f18,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,c6,f29,f38,f19,f28,f38,b38,f29,f38,b19,f19,f39,b38,s19,f18,f29,b29,b39,b38,b19,f39,b39,b39,b19*,,,,,,,,,,,,,,,,,
1974,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,"6n,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,"6n,",c5,f17,f19,f19,f27,s37+,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,"6n,",5,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,"6d,",6,f28,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,"5n,",c4,b29,f17,f38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,"c4x;,",5,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,4,b27,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,f29,b27,b39,s38,b38,b38,b38,b38,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,6,r29,f18,f38,s38,b38,s38,b38,f19,f28,f17,f19,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,"6d,",4,f18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,4,b37,y37+,s-3,m-38,b3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,4,f27,f39+,m3,o27,r28,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,4,s27,f-19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"6n,",5,f28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,c4,f17,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,6,f28,f29,f37,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,6,b29,f38,b29,f28,b29,f37,b39,b27,b38,b27,b38,b38,b38,b19,f19,f19,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,
1995,5,b19,f17,f18,f39,b38,s29,b39,b29,b19,f19,f19,f19,f19,f27,f19,f18,f17,f-19*,,,,,,,,,,,,,,,,,,,,,,
1996,4,f17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,"c6n,",4,b28,f;17,f-19,l29,f37,u17,f-1,v29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,"4w,",6,b;27,u17,f-1,v29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,6,s27,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,r37,b38,m17,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"6n,",6,b19,f28,b18,f29,b29,f38,b39,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,b39,b38,b39,s39,b38,s28,f39,s38,b39,b38,b39,b37,s28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,"6d,",6d;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,"6w,",5,f39,b39,b37,s38,b37,s39,b37,s38,s39,f19,f28,f38,s39,f37,b39,s18,f19,f39,b38,s29,b18,f19,f29,b37,b39,s38,b38,b19*,,,,,,,,,,,
2007,"6n,",4,f18,f39C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"6n,",6,b29,b38,f19,r1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,6,f28,u37+,s-2,v;1,o27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"6n,",4,f39,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"6d,",4,b29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,6,s2,j18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"4n,",5,f38,s39,b38,y37,y-17,f-3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4+,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,"4n,",6,f38,b38,s39,b18,f17,f39,s38,b38+,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"6d,",4,f28,f37+,s3,z28,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,"4x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,f18,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,"4w;,",4,b17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,s18,f17,f28,f17,f29,f37,b39,s38,b39,s38,b39,s39,b38,s38,b39,b38,b39,s38,b38,s18,f19,f18,f29,b29,b19,f18,f29,b3w@,,,,,,,,,,,,
2022,"6n,",4,b29,f38,b39,b38,b19,f18,f38,s38,b38,y37,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,"6d;,",5,b39,b38,b39,b27,b39,b38,b38,s37,s39,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,s28,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,"4n,",4,b27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,"6n,",4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"4x;,",4,b38,b19,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,"4w,",4,f39,s39,b38,s39,f17,f29,f37,b39,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,"4n,",5,f38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"4w,",5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,4,f18,f38,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,6,f37,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,4,b27,f39+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,"5n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,"4w;,",5,b38,b39,b39,b39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,c5,b28,b19,r29,f38,s38,b37,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,6,f37,b39,s37,f19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,6,b27,u17,f-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,6,f38,f37+,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,"4n,",6,b38,s28,b38,s38,b39,b28,b39,b28,b38,b39,b18,f28,b39,s38,b38,s38,b19,f18,f38,b3w@,,,,,,,,,,,,,,,,,,,
2043,"6x,",5,b37,b39,b29,f38,b39,b39,b28,f18,f17,f38,b28,f18,r3!#,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,"c6d,",5,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,"6n,",6,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,4,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,"6n,",4,f28,b39+,b2,v^17,f-2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,"6d,",6,f28,f29,f19,f19,f17,f19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,"6d,",6,b29,b29,b39,b38,b37,b39,b19,f17,f39,b29,b19,f28,f28,f19,f19,f38,b39,s39,b39,b38,b38,s39,b19,f3n#,,,,,,,,,,,,,,,
2051,"6n,",4,b28,f19,f18,f38,b38,s39,b18,f18,f17,f19,f38,s39,f28,f19,f19,f39,b3n#,,,,,,,,,,,,,,,,,,,,,,
2052,6,m37,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,"4w,",4x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,4+,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,4,r27,f39+,m1,o27,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,"6n,",6,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,"4w,",6,b18,f;38,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,6,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,6,b28,u17,u-27,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,"4x,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,"6n,",4,f29,b29,b39,s29,f39,b18,f18,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,6,r2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,"6n,",5,b39,b28,f39+,b3,v18,l2,p39,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,6,f28,f27,f18,f29,f37,b38,b19,f18,f18+,f1,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,"4w,",4,b39,b18,f17,f38,s27,y17,f-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,"6d,",4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,6,b18,f1,f2,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,"4n,",6,f;28,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,"6n,",4,f39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,"4d,",6,f38,b1,f3,b3,b3,f3,b3,b3,b2,b2,f1,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,"6n,",4,f18,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,6,r28,u3,y+1,f-1,v3,s-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,c4,r28,f3,b3,b1,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,"6w,",4,b37,s3,b3,b2,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,6,b27,f3,b2,f1,f3,s3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,"4d,",5,f39,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,"4n,",4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,4,f28,f3,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,"6w,",4,b37,b2,f3,b3,s3,s2,b3,b3,b2,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,4,b28,f3,b3,f2,f1,f1,f1,f2,f3,b3,b2,s3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,4,r28,f+3,s2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,6,f28,f1,f1,f2,b3,b2,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,"5d,",5,b27,f3,b3,b2,f1,l2,j=1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,"4w,",6,f28,b+3,b3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,"6d,",4,b38,b2,f2,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,"6d,",5,b28,f2,b3,b2,b2,b3,b2,f1,f1,f1,f3,b2,f1,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,
2106,"4w,",5,b28,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,"4d,",5,b37,b2,b1,f2,f3,b3,b3,b3,b1,f1,f3,b2,b+3,s2,b-1,l3,o3*,,,,,,,,,,,,,,,,,,,,,,
2109,6,s27,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,4,s37,b+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,"4d,",5,b;27,f+1,f1,v^2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,6q28,f1,r2,f1,r2,f3,s3,f1,f1,f1,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,6,s27,u+1,f-2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,4,r27,f+1,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,"6w,",5,b27,b3,s3,s3,s2,s2,s+2,b2,z3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,"6d,",4,f28,f+3,s3,z^1,f-1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,4,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,4,r28,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,"6d,",c5,b28,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,4+,r2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,6,f28,f3,b2,f2,f1,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,6,b29,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,"6n,",5,b29,f3,b3,s2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,4,b28,f1,f3,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,"4x,",4,f28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,6,b27,f3,b1,f1,f2,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,"4w,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,6,b;27,f-3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,6,f37,y1,u-3,m-2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,6,s19,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,6,f27,f+1,f1,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,4,r29,f2,f1,f1,f3,b3,y1,u-1,f-3,z2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,4+,f2,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,"4d,",6,f38,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,cc4,r29,f+3,m3,o3,l2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,"4n,",4,b37,s3,s3,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,"4n,",5,b38,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,4,b37,b+1,f3,i^1,r-1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,4,f29,f3,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,6,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,5,s29,b1,f2,f;3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,6,f28,y1,u-1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,6,b28,b2,f3,b3,b3,b1,f1,f1,f2,b2,b2,f+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,"4d,",6,f38,b3,b3,b3,b3,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,"4n,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,"6w,",4,f18,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,"6n,",4,b39,b3,f+1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,6,s38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,"4w,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,"4g,",4,s29,f3,b2,f2,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,6,s29,f+1,f1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,5,f38,f3,b1,r2,f1,f2,b2,s3,b3,b2,f3,b2,b3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
2170,5,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,4,b18,f1,f2,f2,b3,b3,b3,b1,f1,f1,f3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,4,f28,f3,b;3,s3,b3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,"6w,",5,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,6,f17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,4,r27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,6,r29,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,6,f28,f+3,b1,v^1,f-3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
