,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
7627,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,"4n,",6,b28,f3,b3,f1,r2,s3,b3,b2,f1,r2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7629,6,f28,b2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,"4n,",4,b38,b3,b3,b3,b3,b1,r2,f1,f1,f2,s+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,6,b27,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,"4n,",4,b38,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,5,b28,b3,b1,r3,b+3,b1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,6,f28,f3,s3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,4,f19,f3,b3,b3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,4,b19,f1,o=2,f2,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,6,b28,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,4,b38,b2,b3,b3,b3,b2,b3,b3,b3,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,4,f17,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,6,f29,f3,b2,b2,b2,b2,f2,b3,b3,b2,f2,f1,f2,f3,b3,b3,b3,b3,b3,f2d@,,,,,,,,,,,,,,,,,,,,,,,
7642,"6n,",4,f17,f1,f1,f3,b3,b3,f3,b2,u+3,b-3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,4,b37,b3,f3,b3,b2,f2,f1,f1,f2,f2,b2,b2,b3,b3,b3,b2,f1,f1,f3,b2,f1,r2,f1n@,,,,,,,,,,,,,,,,,,,,
7644,"6d,",5,f27,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,6,b18,f1,r1,f+3,b2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,"6w,",6,b38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,4,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,"4d,",4,b37,b3,b3,b2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7651,5,b28,b3,b1,o=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7652,4,b28,f1,f2,f+3,b2,v3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,"6w,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7654,4,b38,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7655,4,f29,b2,b2,f3,b2,f3,b2,b2,b3,b3,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,"4d,",4,b37,b3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657,"4w,",5,f18,f2,s2,b2,b3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,4,b28,b3,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,4,s28,f+1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7661,4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7662,5,b28,f3,b2,f1,f2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,"4w,",5,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,5,b38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,"6w,",6,b28,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666,4,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7667,4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7668,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7669,4,f28,f2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,4,b28,f3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7671,6,b28,b2,f3,b3,b3,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,"6d,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,"6n,",4,b37,b2,f2,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,"6n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,4,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,"6w,",6,f28,f3,b2,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,4,r1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,6,r17,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7681,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7682,"6n,",6,b27,f+1,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7683,4,b28,f1,b1,f1,b2,f1,b1,f1,b2,f1,s3,b3,f3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7684,"4d,",6,f29,f1,b1,f1,s3,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7685,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,6,b28,f3,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7687,4,s38,f3,b1,f3,f2,f3,f3,f3,f3,f3,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,"6n,",6,f18,b1,f1,b3,b2,f1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,"6n,",4,b28,f3,f1,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,4,f28,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7691,4,s28,f3,s3,f3,b3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693,5,f38,f2,f3,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7694,4,b17,f3,f3,s1,s2,f1,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7695,"4n,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7696,6,b19,f1,f2,f1,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7697,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7698,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7699,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,"6d,",4,f28,f3,b3,f3,b;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701,6,f37,f-1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702,"4d,",6,f29,f3,f1,b1,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,"4w,",4,b28,f1,f1,b2,f3,f3,f2,f3,s;3,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704,6,s29,f+3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7706,4,r18,f1,f2,f2,f1,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7707,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7708,5,f28,b2,f3,b1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7709,5,f37,s2,f3,b3,f2,f3,f3,u+1,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7710,4,b29,f1,b2,f1,b1,f2,f3,b2,b1,f1,b3,b3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7711,5,b27,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7712,6,f28,b1,f1,r1,f+3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7713,6,s29,f+1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7714,"4d,",4,f19,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7715,"4n,",5,f27,b1,f1,b1,f1,b1,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7716,"6n,",6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7717,6,f18,b1,f1,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718,"6n,",6,s27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7719,c4,b17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720,6,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721,5,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,6,b27,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7723,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7724,"6d,",6,f37,f3,f3,f2,f1,f1,b3,b3,f3,b3,f3,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,c6,s1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726,4,s29,f;3,s3,f1,f1,f3,b3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7727,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728,6,r17,s-+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729,c6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7730,"6d,",4,b37,f3,b2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731,"5n,",6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,"5n,",6,f28,f3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,"6w,",4,f19,b1,f1,b1,f1,f3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,5,s39,f3,b2,f1,f1,b3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735,4,b;17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736,5,f28,f1,b2,f1,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7737,6,f28,f2,f2,f2,f3,f2,f1,f1,b3,b3,f3,f3,f3,f3,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
7738,6,b39,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,4,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740,"6d,",6,f27,f+1,r1,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7741,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7743,4,r19,f1,r2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,"5d,",4,b17,f+3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745,5,f28,f1,b3,b2,b1,f2,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7746,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,5,f28,f3,f3,b2,b1,f2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7748,"4n,",4,b18,f1,b2,b3,f3,f2,b1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,6,b38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,4,b27,f1,b2,f3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7751,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753,6,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7754,5,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7755,"6d,",5,f27,f2,f2,f1,f1,b;1,f1,b1,f1,b2,b1,b1,f1,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756,6,b17,b2,b2,f3,b3,f3,b1,b1,f1,s2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,6,b37,f1,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,c4,b17,f2,f2,f1,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,6,r28,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,4,f18,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7761,6,b29,f1,b2,f+3,f2,o-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,4,b17,f+2,f2,z2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7764,6,b29,f1,r1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,5,b28,f1,b1,f1,b2,b3,f3,s1,f3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,5,b29,f2,b1,f1,b1,f1,f1,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7767,6,b37,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7768,4,b18,f3,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,c6,b29,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,4,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7771,"4d,",6,b27,f1,b1,f1,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,4,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7773,6,r38,f+3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7774,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7775,4,s28,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7776,5,r27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7777,"5d,",4,b28,f1,b3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7778,6,b17,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,4,b29,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,"6n,",6,b39,f2,f3,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,c5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,4,f38,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,5,b28,f1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,6,b38,f1,b;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,"5d,",6,f29,f2,f3,b3,f3,s3,f2,r1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,6,b29,f1,b1,f1,b2,b1,s3,f1,b1,f2,f1,f1,s2,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
7787,"6w,",4,f18,b1,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7788,"6d,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,4,r18,f3,b1,b1,f1,s2,f+3,f2,o-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790,4,s28,f3,b3,f1,f1,b1,f3,f3,f+1,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791,6,s28,f1,f1,b3,b3,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793,6,b39,f1,b1,f2,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794,"4x,",5,b18,f1,b3,f1,b2,f1,b1,f1,b1,f1,s1,f1,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795,4,f37,f3,f3,f1,s3,y1,y-3,s-3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7797,"6d,",6,b38,f1,b2,f1,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7798,6,s19,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7799,5,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,"4d,",4,f19,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7801,"4w,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,4,r19,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,6,b39,f3,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7805,4,b18,f3,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7806,"4n,",4,f38,s3,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7807,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,"6d,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,"6d,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7810,"6w,",5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7811,4,r18,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7812,4,s39,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7813,6,b37,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7815,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7816,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,4,b17,f1,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818,6,b29,f1,b1,f1,b1,f1,b2,f3,f3,f1,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,4,b29,f1,b1,f1,s2,b3,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7820,6,b38,b3,f3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,6,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,"6d,",5,f28,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7824,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,6,b39,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7826,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7827,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7829,"6w,",4,b18,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7830,"5n,",4,f39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7831,"5d,",4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832,"6n,",5,f18,f1,f1,b2,f1,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,"5d,",4,b38,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834,4,f18,b1,f1,b1,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,6,f29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,"6n,",6,f18,b3,b1,b1,f1,b2,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,"4x,",5,f18,b2,f1,b1,f2,f2,b2,f1,f1,f3,s2,f2,f1,b2,f2,b1,f1,s1,f1,s1,f;3d@,,,,,,,,,,,,,,,,,,,,,
7838,"6n,",6,f28,f3,b1,b1,f1,b3,s3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,6,r28,f1,f2,f3,f3,f1,f1,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,6,s39,f1,f1,b1,f2,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,4,s37,f+3,b2,o-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,cc6,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,5,s28,f3,b3,f3,b1,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,"4d,",4,b17,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,"6n,",6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,6,f38,b1,b1,f1,b1,f1,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,6,b39,f2,f3,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,"4x,",4,b18,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,"5n,",6,f28,f1,b3,b3,f3,f3,f3,b3,f1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,"6n,",6,f18,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,"6w,",6,f27,f1,f1,f3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,5,f18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,4,b18,f3,f2,u+1,m-2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,"6d,",4,b19,f1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,6,b17,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
