,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
807,"4x,",4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,6,b17,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,6,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,6,f29,f3,b+1,s1,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,4,f19,s3,s2,f3,b1,s3,b3,f3,b1,s+3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"4n,",4,b27,s3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,4,f19,b3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,4,b37,f2,f1,s2,f+1,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,4,s28,f+1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,"4d,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,6,r38,b3,f3,s1,s+3,b1,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,"4n,",6,f28,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,4,s29,f1,s2,f+3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,6,b38,f1,s2,f1,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,6,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,6,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,"4d,",6,b28,f3,b2,f2,b2,f+1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,4,s29,f3,b3,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,6,b28,f3,b1,s3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,4,b38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"6d,",6,f28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,4,b29,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,"4d,",4,f29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"6w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,6,b28,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,"4n,",5,f29,b1,f+1,b2,v3,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,4,s28,f1,b2,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,6,s28,f1,b2,f3,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,"6d,",4,f39,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,"c5d,",6,f39,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,"6n,",4,f18,f2,f2,f2,f1,f1,s;3,b+1,m2,o3,r2,b-1,s3,b3,f3,b3,r3,s+2,m3*,,,,,,,,,,,,,,,,,,,,,,,
844,"6w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,"4d,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,"4n,",4,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,c4,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,"4w,",6,f27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,6,s28,f+1,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,c4,s28,f+1,s1,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,4,r37,s+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,c4,s28,b+3,f;3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,4,f27,f+1,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,4,s27,f+3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,6,s19,f1,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,4,s27,f+1,b2,z3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,6,s39,f1,s3,b1,s+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,6,r29,f+1,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,6,s38,f+1,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,"4d,",4,f17,s+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"6d,",6,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,4,b3;w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,4,b28,f1,s3,s+1,m3,z2,b2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,"4n,",5,f37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,"6w,",4,f18,f+1,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,6,b29,f1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,4,b29,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,"4n,",6,b37,f3,b1,s1,f1,s+3,b3,v^3,b-1,z1,f-3,v2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,"4n,",4,f+17,s2,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,4,s29,b3,f1,f1,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,"4d,",4,f39,f2,s+3,s-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,"4n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,6,s29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,"6n,",4,s27,f+3,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,"6d,",6,s37,s1,s1,f1,s2,f2,s1,f1,s3,b3,f2,f+1,s1,h2,r-3,i1w#,,,,,,,,,,,,,,,,,,,,,,,,,,
880,6,r29,f1,s3,b3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,4,r38,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,"5d,",4,f17,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,4,b39,f3,f3,f2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,4,s28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,"4d,",4,f39,f2,f3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"6d,",6,f39,b1,s+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,"6d,",4,f28,f3,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,4+,s2,v1,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,6,b29,f3,b2,f1,f2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,6,f19,s2,s+1,m3,p#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,"4n,",6,b28,f3,b3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,c4,b37,f3,s1,s+3,b3,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,6,f;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,4,f27,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,4,f17,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,6,f28,f2,f2,f2,f2,b2,f2,f2,f2,f3,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,"6w,",6,s38,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,5,f29,f2,f2,f1,f3,s2,f1,r3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,"6n,",6,b38,b3,s3,b3,s3,b1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,"4w,",5,f27,b2,f1,f1,f3,b3,s3,b2,f2,b2,f3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,4,f19,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,"5d,",5,f28,b2,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,"6n,",4,f18,f2,b2,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,"4w,",5,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,"5n,",6,b29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,"4w,",5,b37,b3,b2,f2,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,"4w,",5,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,"6x,",6,f29,f3,b3,s2,b2,b3,b3,b1,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,"6n,",6,b28,f2,f1,f1,f3,s3,s+3,b2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,"4d,",6,f29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,"6d,",4,f28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,"6n,",5,b29,f2,f1,f2,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,6,s27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,"6n,",5,b29,f3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,"6n,",6,b28,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,"6w,",4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,"6w,",6,b19,b2,z3,m3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,"4w,",5,b29,b2,f+2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,"4w,",5,s39,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,"6w,",6,f27,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,"4w,",6,f29,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,4,f29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,"6w,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,"5n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,6,s28,b2,f2,b2,f3,b3,s1,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,"5n,",6,f28,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,"6d,",6,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,6,f28,b2,b2,b2,b3,b3,s2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,6,s28,b3,s2,v1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,4,f19,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,"5n,",4,s2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,6,s27,f1,f2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,"4w,",5,b38,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,"5d,",4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,"6d,",5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,"5n,",6,r28,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,4,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,"5n,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,c4,f28,b2,s2,b2,b2,f3,s2,f1,f1,f1,f3,s2,b3@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,6,f29,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,"4w,",4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,5,b2,v3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,"5n,",5,b38,b3,s1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,"6x,",5,b37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,6,s27,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,6,s27,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"4w,",4,b39,f3,b2,s2,b2,b1,f2,f3,s2,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,"4w,",5,b27,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,4,f18,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,5,s38,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,"5d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,5,s38,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,6,s28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,6,b27,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"c6w,",5,b28,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,"4w,",5,f29,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,"4w,",4,b18,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,6,b39,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,6,b28,f3,b3,s3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,"5n,",5,s37,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,4,f29,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,"6d,",c5,b28,f3,s3,f3,s3,b3,f2,f1,f;3,b1,f2,b3,b2,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
993,"6d,",4,b27,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,5,s37,b3,b2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,"6d,",4,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,6,s18,f1,f2,f3,b3,b2,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,"6n,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,4,f39d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,"c4n,",4,b19,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,"6n,",4,f38,b1,f1,f3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,"4x,",4,b18,f1,f3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,"4n,",4,b27,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,"6w,",5,b37,b1,f1,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,6,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,"6d,",5,b28,b2,b2,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,6,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,4,f18,r2,b+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"4d,",4,b38,b3,b3,b3,f2,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,5,s28,f+3,b1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,"4d,",5,b27,f3,s3,f3,s1,f3,b2,f3,s3,b3,s1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,5,s28,f1,f1,f1,f1,f1,f2,b2,f1,f1,f+3,s2,v1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,5,b19,f2,f+3,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,6,b29,b2,f3,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,4,b39,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,6,b27,u+1,r-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"6n,",5,s38,b3,b2,f1,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,"6n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,6,f38,b3,f3,b2,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,"6w,",5,b29,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,"4x,",5,b;37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,4+,f28,v3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,"4w,",5,b17,f3,s3,s3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,5,s29,f3,s3,f3,s3,f3,b1,f1,f1,f3,i=3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"6n,",5,f27,f1,f1,f3,s3,f3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,"4n,",4,b39,b3,s3,s3,b2,f1,f1,f3,s1,f1,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,6,s18,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,6,r29,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,"4x,",4,s27,f+1,f3,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,4,s38,u;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,"4d,",4,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,"6n,",4,s39,b3,f1,f1,f3,b2,f+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,6,r39,f3,s1,f1,f1,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
