,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2887,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,"6w,",5,b1,r2,b2,f+3,s2,o2,r2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,"6n,",5,r2,b+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,4,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,5+,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,5,f2,f+2,b2,z3,m1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,"5n,",5,b2,b3,b2,b2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,"6d,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,4,b3,b3,b3,b2,f1,f2,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,"6n,",6,b2,b2,f3,b3,s3,f3,b2,f2,r2,v2,b3*,,,,,,,,,,,,,,,,,,,,,,,
2898,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,"5d,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,4,b2,b1,r1,f3,s2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,"4n,",6,y1,u^1,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,"4w,",5,r2,f1,r2,f+3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,"4d,",5,b2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,"6x,",5,f2,f3,b2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,5,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,5,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,"6n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,6,b2,b2,b3,b2,b2,f2,b3,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,"5n,",5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,6,f2,b2,b2,f2,f2,b2,f3,b2,b3,b3,b2,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,
2917,4,r2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,4,b2,o3,b2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,5,r2,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,6,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,6,b2,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,6,f2,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,5,b2,f2,b2,f3,b;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,"5d,",4,b2,b2,f2,b3,b2,b3,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,"4w,",5,f2,b;2,y1,f-1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,"5n,",5,b2,f3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,6,s2,b3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,"4n,",6,b2,b3,f,b2,f+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,4,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,"6d,",6,b,f,f,y3,s-d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,"6n,",4,b,f2,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,4,f,f3,b,b3,b2,b2,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,"5d,",5,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,"6n,",5,b2,b3,b2,f2,r2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,4,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,6,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,"4n,",5,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,6,b2,b3,b3,b2,f2,f1,f3,b3,b2,b2,f2,s2,f2,f3,b3,b2,f3*,,,,,,,,,,,,,,,,,,
2948,"6n,",4,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"6d,",4,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,4,b3,b3,f3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,6,b2,f2,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,5,r2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,4,s2,b-1,f1,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"6n,",6,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,4,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,5,f2,b2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,6,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,"6d,",6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,6,b2,b3,b3,b2,f2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,"5d,",5,f38,b38,f38,b38,f38,b37,f38,b19,s19,f38,f39,b19,s39,f38,f18*,,,,,,,,,,,,,,,,,,,
2972,c6,f29,f19,b28,f+17,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,6,s2,z3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,"6d,",6,f37,b39,f37,b37,f38,f38,f19,r37,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,
2975,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,6,b28,f39,b38,f38,b38,f38,f38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,"4w,",4,b37,f29,f18,f18,f39,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,4,f19,s19,f39,f!38,l28,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,4,b29,f18,f38,f39,b29,f37,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,6,b27,f-38,b2,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,6,f29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,6,b18,s38,f17,s28,f38,f37,b28,f37,b38,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,
2983,4,b29,b18,f17,b18,f39,r38,f+18,s3,z38,f2,v37*,,,,,,,,,,,,,,,,,,,,,,,,
2984,6,b29,f38,b27,f38,b38,f39,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,4,b17,s+38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"4n,",5,f28,f18,f18,b18,f19,b19,f19,b19,f38,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,
2987,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,"4n,",5,f38,b29,f38,b38,f18,f17,f19,f29,f37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,
2989,6,s19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,4,b28,b29,s38,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,6,b27,f+18,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,"4n,",6,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"6d,",6,f28,f18,f18,b19,f28,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,4,b27,b19,f17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,6,b17,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,5,f28,f27,b38,f38,b39,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,"6d,",6,f27,f18,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,5,f29,f18,b19,f18,b29,f19,b38,b27,b28,f19,b28,f18,b29,f29,f39,b1n@,,,,,,,,,,,,,,,,,,,
3001,"6w,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,6,b28,f+37,b2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,5,b27,f38,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,4,b19,b17,f18,f38,b28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,6,m39,o=1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,4,b37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,5,f28,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,6,f28,b17,s39,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,"4n,",5,b28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,4,f38,b19,b28,f19,s2,j3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,6,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,"6d,",6,f28,f29,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,4,b28,f28,f18,b28,f18,s38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,5,f17,s39,b38,f38,f18,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,6,b29,f27,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,4,b38,f28,f18,s19,f18,b18,f18,b29,f29,f29,f18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,
3022,c6,b27,f+38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,"4w,",4,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,5,b18,b29,f39,f38,f38,f38,f28,b18,f#,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,"4n,",4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,"4n,",6,b38,f37,s18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,4,b18,b29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,5,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,4,b28,b28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,4,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,4,b28,f18,b19,f38,f38,b18,b18,f18,b19,f19,b28,f28,f28,f18,b18,f18,b38,s29,f18,f2n@,,,,,,,,,,,,,,,
3033,"4d,",6,b38,f38,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"6d,",5,f37,b29,f37,b39,f38,b38,f38,b29,f38,b37,f37,b1d@,,,,,,,,,,,,,,,,,,,,,,
3035,6,b19,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,6,f29,f18,r27,f+39,b2,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,6,b29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,5,f29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,"6n,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,4,b38,f27,f+18,m1,o2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,4,b17,f19,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,"4n,",5,f38,b38,f38,b;27,f+38,b3,v19,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,"6d,",c4,f38,b38,f38,b39,f39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,"c4n,",4,f39,b29,s39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,5,b18,f18,b38,b28,f38,b28,f39,b38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,5,b29,f28,f39,b28,f39,b29,f17,f28,f38,b28,f18,f38,f37,b38,f38,b29,f29,f38,f1n@,,,,,,,,,,,,,,,,
3049,5,b17,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,4,b39,b38,f39,b19,b18,f;38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,6,b39,f39,f38,b29,s29,f39,f39,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,"6d,",4,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,4,b18,b18,f18,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,6,b19,s39,f19,b18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,"4n,",4,b37,f;18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,6,b28,f39,b37,r28,f18,m#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,4,b;37,f37,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,6,f39,m19,f39,m38,o=38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,"5n,",4,f38,b29,b18,f19,f38,m37,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,4,b29,b37,r38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,"6n,",4,f39,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,4,b29,f28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,"6n,",6,b38,f38,b38,f18,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,5,f29,b28,f39,f28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,6,b27,f+19,f1,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,4,f27,f-3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,4,s38,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,"4n,",4,b38,s1,f1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,4,b38,f3,b3,b3,b3,b3,s2,f3,s1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,
3080,"6d,",6,b28,f3,b3,f3,s2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,c6,s28,f1,f1,f3,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,"4n,",4,b38,f2,f2,f1,f3,b3,s3,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
3084,c4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,6,f38,f1,r2,f+3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,6,b27,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,"6n,",6,f38,s3,u3,s2,l3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,"6n,",4,b38,b2,b2,b3,b3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,"4n,",4,s28,f1,f1,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,5,b38,b3,b2,b1,r3,b3,b3,b3,b3,b3,b3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,
3091,4,b38,f1,f1,r3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,4+,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,"6n,",6,b37,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,4,f28,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,"4w,",5,b38,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,"4n,",4,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,4,f37,b+3,b3,i2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,c6,f28,f;3,b3,b3,b3,b3,f1,f1,f2,f3,b3,f1,r2,f+1,f3,z2,l3,o1n#,,,,,,,,,,,,,,,,,
3101,6,b37,b+1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,"4n,",4,b38,b1,f3,f3,f3,s2,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,"4n,",4,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,c6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,"6d,",4,f29,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,5,b28,b+3,s3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,"4n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,"6n,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,"4n,",6,f28,f3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,"6n,",4,f38,s3,f1,f1,f3,b2,f3,s3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,
3113,"4n,",4,b38,s2,j+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,"4n,",6,b38,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,6,f18,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,4,r27,f+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,4+,b18,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,"4n,",5,f28,f3,b3,u+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,c4+,b37,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,"c4n,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,"4w,",4,b38,b3,b3,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,6,s27,f+3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,4+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,4,f39,b2,f2,f2,f1,f1,f3,s2,s1,r+2n@,,,,,,,,,,,,,,,,,,,,,,,,,
3125,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,6,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,4,b28,f3,b3,f3,b3,f3,b1,f1,r1,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,
3129,"6n,",6,f28,f2,f1,f2,f+3,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,4,b37,u3,s3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,"4n,",6,b18,f1,r2,f+3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,4,f29,f1,r3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,"6w,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,6,b29,f3,b3,f1,f1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,4,b38,s3,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,6,f28,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,4,r37,s3,s3,f3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,6,s27,u+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,4+,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,"5d,",6,b38,b+3,b3,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,5,f37,y+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,"6n,",4,f18,f2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,4,r27,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,4+,m27,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,4,f37,f+3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,"4d,",4,b38,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,4,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,"4n,",4,b37,b3,f2,f1,f3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,6,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,"6d,",4,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,4,b37,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,6,b29,f3,b3,b3,b2,f3,b1,f1,u1,f3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,
3158,4+,s27,v2,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,"4x,",5,b38,b3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,"4n,",4,b38,s1,f+1,f3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
