,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2884,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,6,b29,f18,f18,b18,f19,b38,b38,r38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,c4,b39,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,"6d,",6,b29,f17,f18,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,c6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,"6n,",6,f27,f19,b18,f17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,6,s37,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,4,b18,f17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,"6n,",6,b3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,4,b37,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,c6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,4,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,"6d,",5,b17,f39,f37,s38,f19+,f2,z^37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,"4w,",5,b18,f17,s39,s29,f18,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,4,b37,f19+,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,"4w,",5,b28,f38,b39,f18,f18,s19,f38,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,4,f38,b39,r39,b39,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,"4w,",6,r19,f38,f38,b38,f39,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,4,s3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,"4n,",4,f18,b19,f18,s29,f19,s28,f29,b27,f18,b39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,6,b29,f17,s29,f18,s28,f19,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,5,f39,b28,b39,b17,b19,f18,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,5,b29,b17,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,6,s19,f39,s37,f38+,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,c6,b18,f17,s18,f18+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,"6w;,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,6,f27,s17,f18,b38,b39,f38,b19,b19,f38,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,"6d,",c5,f29,f38,b39,f37,b38,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,4,f37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,4,b18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,"4d,",5,b37,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,6,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,"4x,",5,b18,f19,b38,y17+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,6,s1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,5,b38,f19+,f29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,6,b18,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,5,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,5,f28,f38,s39,f17,r18,f38,s19,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,5,f29,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,"4n,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,"6n,",4,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,"6d,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,6,s27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,"6n,",5,b19,f17,y37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,6,s27,f-19,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,"4n,",4,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,"4n,",6,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,4,b29,b28,b19,b18,f18,b39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,6,s29,f19,f29,f39,s19,f19,f18,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,5,b18,f28,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,4,f38,s19,b18,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,4+,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,6,b37,f39,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"6d,",c4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,c6,s38,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"4d,",5,b29,b17,f19+,b1,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,6,b18,b19,f28,f37,s18,f38,s29,f19,f29,f38,b18+,s1,v38,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,5,b19,b39,b39,f29,f19,b19,f37,f38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,"6x,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,6,b17,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,4,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,6,b29,b28,f29,f18,s29,f19,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,"4x,",4,b28,b38,r38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,6,s28,f38,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,4,b39,l28,f19+,l1,o28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,6,s29,f38,s39,f37,y37,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,"4x,",4,f28,b38,s18,b;17,f39+,l3,o=39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,"6n,",6,b;37,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,"6d,",cc4,b39,s37,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,"6d,",6,b27,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,"6w,",6,f29,f19,b18,f19,b18,f18,s19,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,4,r38,f19,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,6,b27,f38,f19,h27,r-17,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,cc4,b18,f38,r37,s19,b39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,"6n,",5,b17,f38,f39,b17,b39,s19,f18,f28,f28,b37,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,6,b17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"6d,",6,b29,f39,b19,s18,f18,s29,f19,b18,f29,f38,b37,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,4,b38,f39+,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,6,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,"5n,",5,b28,f37,b39,f37,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,4,f18,b39,b38,f38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,"6n,",4,b18,f18,b18,f18,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,6,s28,f18+,b2,z^37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"6n,",5,b17,f19,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,6,s19,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,"6d,",6,f38,b18,s28,f39,f29,f27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,6,b27,f19,f18,b39,b38,r38,f19,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,6,f3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,6,r28,f17,s18,f19,b28,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,6,b38,f18,b;18,f38,r38,s19,b18,f19,b29,f18,b29,b18,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,"4w;,",4,f38,b17,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"4n,",5,f38,r37,s19+,m1,o1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,4,f18,s27,y17+,b-17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,"5d,",5,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,4,b29,b38,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,5,b39,f18,b28,f19,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,"6d,",6,f29,f28,f19,f28,f39,b18,b18,f17,s28,f18,b19,f38,f39,b29,b18,f17,b29,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,
3014,6,s38,f19,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,6,s17,f38+,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,4,b37,f18+,l3!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,"4d,",4,f37,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,"6n,",5,f37,f18,f18,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,"4x,",6,b38,f38,b19,s17,f-38,l2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,4,b39,f18,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,6,b18,s19,f18,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,4,b38,f38,b38,f39,b29,b18,f38,r38,b19,s18,f17,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,"6d,",5,f29,b39,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,"6d,",4,b19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,6,b37,b19,b18,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,6,b27,f18,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,"4d,",6,b37,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,"6d,",5,b38,f37,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,5,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,"6n,",4,b38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"4w,",5,f28,b19,f37,f39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,"4n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,"6d,",4,b39,s37,r37,b19+,m2,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,"4w,",6,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,6,b29,f18,f19,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,"4d,",4,s27,b-17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,5,b29,f39,b38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,4,f29,f38,b19,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,"6d,",4,f17,b29,b18,b18,f19,b28,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,6,f37,r38,f;19,f19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,"5d;,",4,f29,f38,b19,b17,f18,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,"6w,",4,b28,f19+,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,"5d,",6,b19,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,"4d,",5,b27,f38,b38,f19,r38,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,"4x,",c4,b39,f39,b19,b18,f17,f39,s38,f19,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,"c6n,",6,f38,b19,b17,f-2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,"6d,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,6,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,"6n,",5,b27,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,5,f27,f18+,f1,v38,m3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,6,b19,b17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,"6x,",5,b18,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,"c4w,",5,b29,f18,f18,b29,b38,f37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,"6d,",4,b38,s27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,"6n,",6,b39,s19,f17,f19,b28,b29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,"6n,",6,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,4,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,4,s39,b39,f38,b19,b18,f18,b18,r18,f38+,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,c6,s39,f18+,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,6,f2,j=18+,f3,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,"4n,",4,b27,b18+,f1,z39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,4,f19,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,4,b29,b19,f38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,4,f27,f39+,s3,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,"6n,",6,b18,f19,f19,f38,b39,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,6,f28,u37+,s-37,f-2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,"4n,",4,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,6,f29,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,c6,b18,b18,f19,b28,f38,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,5,b39,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,6,y17,s-38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,"6n,",6,f28,f39,r38,f37,b19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,"4n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,4,b18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,6,f1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,"4n,",6,b28,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,6,f29,f2,f2,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,"4n,",4,b38,f3,b3,b3,f2,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,"6n,",6,f39,s3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,4,b28,f1,f2,o=2,f3,f3,b3,b3,b3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,6,s29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,"6n,",5,f38,s1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,6,b28,f2,b3,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,4,b28,f1,r2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,6,s27,b+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,4,b28,f1,r1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,4,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,4,r29,b2,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,4,f28,b3,b3,b2,s2,r3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,4,b28,f3,b3,b3,b2,f2,f3,s3,b+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,5,f27,u1,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,"4d,",4,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,"4d,",5,f18,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,4,b27,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,4,f18,f2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,"4n,",4,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,4,r27,u+3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
