,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
71,"4w,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"4n,",4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,6,m28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"4+n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"4n,",5,f27,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"6n,",5,b37,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,f17,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"4n,",4,b29,f3,y1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,r17,f+2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5,f27,b3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"c6d,",6,f39,b2,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"6d,",6,f27,b1,b1,f3,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"4x,",4,b28,f1,b2,f1,b2,f1,s2,f1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,5,f28,b2,b2,f3,f3,b3,f3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"5d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6,b29,f2,b2,f1,b1,f1,b3,b2,u3,b-3,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4,f19,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,f28,f2,f3,f3,b2,b2,b3,f1,f1,y1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"5n,",4,f28,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5,b27,f1,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,f17,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,c6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,c6,b28,f2,b3,f1,f1,f1,f2,f2,b1,i^1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6,f28,f3,b2,f3,b3,f2,b3,f3,b1,s1,f1,b1,f3,r2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"4d,",5,f28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6,f17,b1,f2,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"5n,",5,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4q29,f1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4q29,f1,s3,b3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"6n,",4,f37,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"6d,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"5d,",4,f28,f3,b3,f1,r1,b+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5,f37,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,6,b;17,s1,u3,u-3,s-1,m1,f-3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"5n,",5,f18,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"5d,",5,f27,f2,b1,f1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"4n,",6,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,4,b28,f3,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6,f17,f1,s1,u1,y-3,s-1,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6,s37,b+3,f1,v1,b3,s3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"4n,",4,f17,b1,f1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6,f17,s+3,m1,p1,f-2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,5,f18,b1,r2,f+3,b3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6,f27,f3,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,5q28,f;1,s2,f+1,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,b37,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6,f39,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"6d,",4,f28,b1,b1,f2,f3,b3,f2,f3,r2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"5d,",5,b29,f3,s3,f3,s2,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"4x,",5,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,5,f29,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,c5,b37,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6,b28,f2,t1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"5n,",5,b27,f3,b3,f3,b1,s1,f;1,s3,b3,f3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6,f17,f1,s;1,r1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"6n,",6,f38,b2,f3,b2,f1,f1,b2,b3,f3q2,f3q3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"6d,",6,b38,b3,f3,b3,f3,b;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,c4,f19,b2,f1,s1,f1,b2,b3,f3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"4n,",c4,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6,b27,f3,b2,b3,b1,b2,b3,u3,s-1,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6,f18,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,5,f17,b1,f1,f3,s2,f+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,6,f38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,5,f28,f3,b3,f+1,l3,o3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"6d,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,f27,b3,r3,b+1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4q28,f2,f3,b1,s1,f3,f2,f1,b1,f3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4,r28,f1,s1,f1,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"4d,",5,f17,b1,f1,b3,s3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,6,f28,f2,b3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,f27,f3,b2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4,b17,s1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,6,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,6,b27,f+3,b3,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"6n,",5,b29,f2,f3,f3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5,f17,y1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,4,b37,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,5,f18,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,6,f27,f+3,b3,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,4q27,f1,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,6q37,b3,f3,b1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4q28,b3,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,4q28,b2,b3,b3,f3,b3,f1,f1,b1,f1,b2,b1,b2,b3,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"6d,",6,f18,f3,f+3,b2,z2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,5,b18,b2,b2,b1,f3,r2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,5,f28,f1,f2,r3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"5d,",5,f17,b1,f1,b2,f1,b2,f1,b1,f1,b1,f3,r3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,b28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"4w,",4,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"5n,",5,f28,b2,f1,b3,b1,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6,f19,f1,f3,b3,f3,b3,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"c6n,",4,f18,f2,f3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"6n,",6,b37,b2,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5,f17,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4,f27,b2,b2,f3,b3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,5,b27,b+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"4n,",6,b17,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,6,f17,y+3,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,6,f17,f3,f2,b1,s2,b3,f3,b2,f3,b3,f3,b1,s1,f1,s1,f3,r2,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"6n,",6,b37,b3,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"4w,",5,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"6d,",5,f37,b3,f2,f1,b1,f3,f2,b3,f2,b2,b2,b3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"4w,",6,f18,f2,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"4n,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,4q27,b-3,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,6,b28,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,4,b28,b3,f2,b+1,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,6,b28,f1,f1,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"4n,",5,b17,b3,b2,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"6n,",5,b17,b2,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"5d,",5,b17,b1,f2,f1,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"6d,",4,b28,f1,f3,f2,b+1,s2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,6,b38,b3,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"5n,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"6n,",6,b27,b2,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,6,f18,b3,b3,f3,m2,j1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"4n,",5,f18,b2,f2,f1,f1,b1,f1,b3,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,6,f18,b2,f1,s1,f1,s2,b3,f3,b3,f2,f1,s1,u1,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,6,b19,s2,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"6n,",5,f28,b3,f3,y1,y-1,f-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"6d,",5,f37,b;3,f1,f3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,4q28,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"6w,",5,f37,b2,f1,f1,f3,m2,j=+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4q27,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,6q27,b2,f3,b3,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"5d,",5,f17,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,4+,s1,z1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"6n,",4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6,b37,b3,f+1,f1,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
