,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2231,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,"6d,",4,f1,f3,b1,r3,f+3,s3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,6,b2,f3,b2,f1,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,"4n,",4,b3,b3,b3,b2,s3,s3,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,6,b2,b3,b2,b3,b;1,f1,f1,f3,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,4,b3,b1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,6,b2,f+1,f3,z3,s3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,4,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,4,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,"4d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,"4w,",6,f2,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,4,f3,b3,b3,b3,b3,b3,b2,f2,f1,f1,f2,f3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,4,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,6,b2,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,6,f2,f3,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,"6w,",6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,"4w,",4,b2,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,6,b2,f3,b2,f3,b3,b2,f3,s3,f3,b3,b1,f1,u1,r-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,4,b3,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,"6n,",5,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,"4w,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,6,r2,f+3,b2,z1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,6,f2,s3,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,4,r2,b+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,4,f2,f3,b3,f3,b2,f3,s2,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,4,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,"4w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,"6n,",6,b2,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,"6d,",5,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,"6d,",4+,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,"4w,",5,r2,b3,b3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,4,r2,f3,b2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,6,b2,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,"4w,",4,b3,b2,b2,f2,b2,f2,b2,b3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,4,b+1,r2,z3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,"5n,",5,b+2,f3,z3,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,"4w,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,4,f2,f1,r3,f1,r3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,4+,b2,v1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,6,b2,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,6,f2,f3,f3,b3,f2,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,6,b2,f2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,"4n,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,6,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,4,b3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,5,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,"4w,",5,f2,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,6,b2,f2,f3,f2,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,4,b2,f3,b2,f2,b2,f3,b2,f3,b3,f2,f2,b1,r1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,4,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,5,f2,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,4,f2,f1,s2,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,4,b1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,"4n,",4,f2,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,6,b2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,"6d,",4,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,6,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,4,b2,b2,b2,f2,b2,f3,b2,f3,b1,b3,b3,f2,f2,b1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,4,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,"5d,",4,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,6,b2,f2,b2,f3,b2,b3,b1,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,4,b2,b1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,6,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,"4n,",4,f2,b2,b2,f3,f3,s1,b1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,4,b2,f1,b2,f1,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,"4n,",4,r3,b2,f3,b2,f+1,r2,f+2,f2,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,"4n,",4,b2,f1,b2,b3,f2,f3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,6,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,"4w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,"4n,",5,f2,b2,f2,f2,f2,b2,f2,b3,b1,b3,b3,f3,b2,b2,b2,f1,f1,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,
2319,4,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,"4d,",6,f3,r2,f+1,b2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,4,b2,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,"6n,",6,f2,b2,f3,f3,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,"6d,",6,f2,b2,b2,f3,b2,f3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,6,s2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,4,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,6,b2,f2,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,4,b2,f3,b2,f3,b2,f2,f2,b2,f2,f2,f2,f2,f1,b3,b1,b2,f1,b1,r2,f2,f3,f2,f3,f1,r1,s-2n@,,,,,,,,,,,,,,,,,,
2331,"6d,",6,f2,f2,f1,b1,f1,s2,s2,f1,r2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,"6d,",4,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,"4w,",4,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,"4w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,6,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,4,f2,f2,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,"4d,",5,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,6,b2,r2,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,"4n,",6,f2,f1,b1,r1,f+2,s2,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,4,f2,f3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,6,f;2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,5,b2,f2,b3,f3,b2,f3,b3,f3,b2,f2,f2,b1,r2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,4,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,6,b2,f1,b2,f1,b2,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,"4n,",4,b2,f2,f3,b+3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,6,r2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,4,b2,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,6,b2,f+3,b2,v3,b2,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,4+,b2,z2,s-3,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,6,b2,f2,f2,f1,f1,b2,f2,b+3,s2,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,6,f2,f3,f2,f1,b2,f3,f3,y2,s-2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,4,f3,b+1,s2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,4,b2,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,4,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,"4d,",6,f2,b2,f2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,4+,b2,v2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,6,b3,f2,b2,f2,f2,f2,b3,f2,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,"6n,",4,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,6,b2,f1,r2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,4,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,4,b38,f3,b3,f3,b3,b3,f3,b3,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,4,f18,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,6,f29,f3,b3,b3,f1e@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,6,s38,f3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,4,b38,f2,f1,f2,f3,b2,f3,b3,f2,b2,f3,b3,b3,b3,b2,f1,f1,f2,f1,f1,f+2,b1,h^3,b-1d@,,,,,,,,,,,,,,,,,,,,
2378,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,4,f29,f3,b3,b3,s3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,4,f29,f3,b3,s3,f3,s2,f+3,b2,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,"4d,",4,b38,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,"6d,",5,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,4,f29,f2,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,"6d,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,6,b29,f1,r2,f3,b3,b3,b2,f1,r1,f+3,b3,z2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,"4n,",4,b37,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,"6n,",6,f27,f3,b3,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,4,f28,b3,b3,b3,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,4,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,6,f17,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,6,b28,f2,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,"6n,",4,f39,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4,b38,f3,b1,f3,b3,f3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,"6e,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,4,f29,f3,s2,f+3,m2,o1,f1,f1,f3,s3,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,5,f29,f1,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,4,b38,f3,s3,f+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,6,f28,f1,f2,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,6,b39,b3,f3,f1,f2,f1,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,"4n,",6,f27,f+3,b1,v1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,4,b!w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,4,f28,f2,b3,f3,b3,f2,f2,b2,f3,b3,b3e@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,"6w,",4,b37,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,5,b28,b2,f1,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,6,f38,f+1,f1,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,4,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,"6e,",6,b28,f3,b3,f3,b3,b3,f3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,"6n,",4,b38,b2,f1,f3,b3,b2,f1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,6,b29,f3,b3,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,"5d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,4,b37,f+1,l2,o3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,6,f28,f1,f2,b3,b2,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,"4n,",5,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,6,f28,f1,f1,f2,f2,f2,b2,f3,b3,f3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,4,b29,f2,f3,b3,b3,b3,b3,b3,b3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,4,b37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,"6n,",5,f28,f3,f2,f1,f3,s3,s+3,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,6,b29,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,"4n,",4,b37,b2,f3,b3,b2,f1,b2,b2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,4,f28,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,4,b29,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,6,b27,f+1,f1e@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,"6w,",5,f28,f3,b3,f3,b!3@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,5,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,"4d,",4,f38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,"4w,",6,b17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,"6w,",4,f38,f3,b1,r1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,4,f29,f3,b2,f3,b3,f3,b2,f3,f3,b3,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,4,b29,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,4,b29,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,5,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,"5d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,"5n,",5,f28,f2,f3,b2,f1,r2,f+1,l2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,4,b28,f2,f2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,6,b37,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,"6n,",4,f39,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,4,f27,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,5,b38,f3,s2,f3,b2,f2,f2,f3,b3,f3,b3,f3,f3,b3,f3,b3,b3,f2,f1,f2,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,
2458,4,f28,b+3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,4,b37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,4,f29,b3,b3,f3,b3,f3,b2,f1,f3,s3,b+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,"4n,",4,b28,f1,f2,f1,r2,f-*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
