,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1549,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,6+,f2,v3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,6+,m1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,"6+n,",4+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,"4n,",6,r+37,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,"6w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,6,r29,f3,b3,s3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,4,f29,b3,b2,f2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,6+,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,"6+w,",6+,b1,v1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,"c6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,5+,b17,f-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,4+,s3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,4,r29,f3,s2,f+3,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,6,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,6,f29,b2,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,4,f2,v3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,"4n,",4,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,4,f29,b3,f+3,b3,i^1,f-3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,5,s27,f-1,l2,f3,b2,s2,r+1,f2,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,c6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,6,f29,f3,b1,r2,u+3,s-1,v2,t2,v2,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,4,b38,b3,b;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,"6w,",5,r+29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,"4+w,",5+,s2,v2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,4+,b3,z3,m3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,4+,s37,b-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,4+,f27,i3,s1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,"6+n,",4+,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,6+,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,"4+w,",6+,f27,h^1,f-1,v2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,"6+d,",4+,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,"4+n,",4+,b3,z1,f3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,4+,f17,h2,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,"4+n,",6+,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,"6+n,",5+,b2,z3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,4,b28,f2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,4,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,"4+n,",5+,b3,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,"6+n,",5+,b;3,z3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,6,f39,b3,b3,b3,b3,f3,b2,f1,u2,s-1,l1,v3,m2,o3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,
1604,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,"6+x,",4,b18,u1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,4+,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,"6+d,",6+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,6+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,6+,b2,k2,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,"4d,",5,b+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,"6n,",4,y27,r-3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,4+,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,6+,s3,k3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,5,b29,f1,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,"4d,",5,b+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,4+,f2,z2,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,"4+n,",4+,b1,z1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,4+,f1,v2,m3,v3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,4+,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,5+,b1,v1,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,"6+n,",6+,f3,z3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,"6+n,",5+,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,6+,f27,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,6+,b2,z3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,"4+n,",5+,b1,v1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,6+,b17,h3,b-3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,"6+n,",4+,b3,z1,f3,p3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,4+,f2,z2,b1,v2,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,4+q27,r-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,5,r39,b3,b1,f2,u3,y-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,6,f28,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,c6,r39,b3,b2,b3,s2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,"4n,",6,b+37,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,"6d,",4,r+19,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,"5+d,",4+,f1,v;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,"4+n,",6+,f2,v1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,"6+n,",5+,b2,z3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,4+,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,"c5+n,",4+,f2,z3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,6,f,s,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,c6,b,f,b,s,b,sn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,"n,",6,f,s,f,f,z,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,6,s,f,b,s,s,s,b,s,b+,b,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,6,r,fw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,"6n,",5,b,f,b,f,b+,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,4,b,f,s+,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,"5d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,5,r,f,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,4,r,f,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,5,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,"5d,",4,f,f,f,b,s,fn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,4+,s,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,c5,s,b,s,b,s,b+,s,b,l*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,"6w,",4,s,b+,bn,uw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,5,r,b,s,f,f,f+,s,iw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,5,r,f+,b,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,"5d,",5,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,6+,b,h,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,4,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,6+,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,4+,s,zn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,"4w,",5,f,f,s,f,f,f,fw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,"6n,",4,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,6,s,b+,y,r-,b,v,b+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,4+,s,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,"6d,",5,b,f+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,6,rd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,"6d,",5,b+,s,z,l,p*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,"5n,",4,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,5,r,f,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,4+,s,vn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,6,s,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,"4w,",4,s,b,s,b,s,f,s,f,s,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,"6d,",4,f,f,b,s,f,fw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,5,rn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,c5,r,f,b,s,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,"c5d,",5,f,b,f+,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,"6d,",5,f,b,b,s,b,s,b+,r,h,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,c6,f,u,r,l,tn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,4+,f,vw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,"6w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,4+,s,z,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,"4w,",5,r,b+,b,v,m,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,"5n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,"6w,",4,s,f,f,fn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,4,rd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,6,r,fd@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,"6n,",5,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,"4n,",5,r,r+,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,"4n,",5,s,f,f,s,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,"6w,",4,f,b+,b,v,f-,mw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,"6w,",5,r,fn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,4,r,b,rw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,6,f,s,sn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,4,f,fd@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,5,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,6,f,s,s,f,b,b,f+,b,v,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,4+,r,v,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,6,r,b,s,b,s,s-,f,z*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,5,f,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,4+,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,"4n,",4,f,r+,b,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,"c4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,4,b,s,b+,bd@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,"5d,",5,b,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,4,b,f,f,b+*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,"6d,",5,f,s,r+,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,6,f,f+,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,6,s,b+,m,o*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,6,f,b,s+,f*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,"5n,",5,b,f,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,4+,s,z,mx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,6,r,b+,bx@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,5,b,s,s,sd@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,5,f,y+,r,bn,r,m,on#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,6,s,j*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,4,b,f,b,f,f,f,f+,b,vn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,4+,l,on@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,4,s,bn@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,4+,s,v*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,6+,s,v,l,o*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,"4w,",5,r,b+,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,"6w,",6,f,bw@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,"c5d,",5,f,s,b+,b*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,5,r,f,b,s,b,s,b,f,b,f,f,s,b,f,f+,m,o,f,z*,,,,,,,,,,,,,,,,,,,,
1752,5,b,f,s,hn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,6,rd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,4+,r,i,m,o*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,4,b,f,b,f,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,"6d,",4,b38,b3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,"4d,",5,b29,f3,b3,b3,b3,b3,b2,f3,b3,f3,b3,b3,b3,s3,s3,s1,r2,f3,s2,f1,f1,f#,,,,,,,,,,,,,,,,
1771,"4x,",5,b39,b3,f3,b3,b3,b3,b1,r2,f3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,"4d,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,5,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,4,s18,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,6,f29,f1,f2,f2,b3,b3,f2,r1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,"4w,",5,f29,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,4,f218,f1,f1,f+3,b2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,4,r17,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,6,r39,f3,b3,b3,b3,b3,b1,r2,f2,f1,f2,f3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,"4n,",5,b37,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,"6n,",4,b37,f3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,6,b28,b3,f3,b3,b3,b3,b3,b2,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,"4w,",6,b28,f1,f3,b3,b3,f2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,"4d,",4,b38,b3,f1,f2,f3,b3,b3,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,"6n,",6,f27,f3,b3,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,4,s38,y3,s+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,"6d,",6,f27,f+3,b,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,6,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,6,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,4,f17,f3,s3,s3,s3,f3,b3,f3,b3,y1,f-2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,"4d,",5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,"6w,",5,f28,f3,b2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,"4d,",4,b37,b3,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,"4n,",5,f27,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,6,f28,f1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,"6x,",4,f19,f3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,"4d,",4,b37,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,"4n,",4,b37,b2,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,"4d,",6,b28,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
