,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
3931,"c6w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,"4d,",4+,f1,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,6,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,"6n,",4,f17,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,6,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,5,b19,f3,b3,f3,b1,f3,b3,b3,b3,b2,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,6,b17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,6,f28,f3,b1,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,"4w,",6,b29,f3,b2,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,6,b28,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"5d,",5,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,"6n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,"6d,",5,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,6,f29,f3,b3,b2,f3,b2,f1,f1,u3,s-1,l-2,p2*,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,6,b27,b+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,c5,f27,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,4,f18,f3,b3,b3,b+2,r,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,4,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,6,r17,r1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,6,s18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,"4n,",5,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,6,f27,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,"4n,",6,b37,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,4,b28,f3,b3,f3,b2,f3,b3,b2,b3,b2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,"6+w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,"4x,",4,b39,b3,b2,f2,b3,b2,f3,b3,b2,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,5,b29,f2,f1,f2,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,"6n,",4,b28,b1,f3,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,4,r28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,"6w,",5,f18,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,4,b38,b3,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,"6n,",5,f28,b1,f2,f1,f1,f2,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,6,f27,f1,f1,f1,f2,b2,b3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,6,b28,f3,s3,f1,f1,f3,s3,b1,r2,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,"6n,",4,b38,b;2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,4,r18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,"4w,",4,b38,f1,f2,f2,f2,b1,f1,f3,b2,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"6d,",6,b28,f3,b1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,6,f28,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,"6d,",6,b18,f2,f3,b3,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,4,f28,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,"4d,",4,b28,f3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,"6w,",6,f28,f3,b3,b3,b1,f1,f1,f3,b1,f1,f1,f;3,f+3,m3*,,,,,,,,,,,,,,,,,,,,,,,,
3979,6,f28,f3,b3,b3,b1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,4,f29,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,"4d,",4,b28,f3,b1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,6,f28,b2,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"4n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,"g,",4,b38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"c6x,",5,f37,s1,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,"4n,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,"6d,",6,b17,f1,f1,f3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,6,b17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,4+,b28,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,6,s27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,"6n,",5,f38,b3,y+3,s3,z2,t2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,4,f28,f3,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,6,f38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,6,b38,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,"5n,",4,b38,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,4,f27,f+3,m1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,"c6d,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,"4n,",5,f38,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,"4d,",4,f18,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,"4d,",4,b17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,6,b18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,6,f28,f3,b3,b3,b3,b1,f3,b3,b2,f2,f3,b2,f3,b2,b2,f1,f1,r1,f+3*,,,,,,,,,,,,,,,,,,,,
4010,"6n,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,"4n,",4,b28,f1,f2,f+3,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,"6w,",6,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,4,b28,f+1,l#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,"6n,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,"6n,",6,f38,b1,f;1,f3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,"4n,",4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,4,f28,b2,b1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,"4n,",4,b27,f3,b3,b3,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,4,b38,b3,s3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,6,b37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,4,b37,y3,y1,r1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,4,f38,b3,s3,f3,s3,f2,f1,f2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,"6d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,4,r17,u-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,"4n,",5,b38,f1,f2,b3,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,6,f28,f3,b3,f1,f1,f1,f3,b2,b1,f2,b3,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,"4n,",4,f18,u+3,s3,s1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,"4n,",6,f18,f2,f+3,m3,o2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,6,s28,f+3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,4,b28,f3,b3,b3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,4,f28,b3,s3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,6+,s27,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,4,b38,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,"6n,",6,b27,f+3,b3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,"6d,",5,b38,f3,b1,f1,f1,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,4,f17,f1,f3,b2,f1,f1,f1,f2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,"6n,",5,b28,f1,r1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,4,f18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,"4w,",6,f18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,"6d,",6,b38,s3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,6,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,4+,b37,i1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,"6d,",4,f18,f2,b2,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,"6w,",5,f;18,f+3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,c6,b27,y1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,6,f28,f3,b2,f2,f2,f3,b3,b3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,c4,f28,f1,f1,f1,f3,b3,s3,f3,b2,f3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,"4n,",4,b38,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,"6d,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,"6n,",6,b28,b1,f2,b3,b2,f1,f1,f1,f3,b2,f2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,
4064,6,f28,f3,b3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,6,b29,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,"4n,",4,b29,f3,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,6+,s27,z3,b3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,"6w,",4,b38,y3,s3,m3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,6,b37,f3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,"4w,",4,f28,f;3,s3,f1,r2,f+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,"4n,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,c6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,6,f29,f2,b2,f2,f3,b2,b2,f1,f3,b3,b1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,"4w,",5,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,6,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,6,s37,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,6,f38,f1,f1,f3,b3,b2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,"6w,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,4+,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,"6w,",6,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,4,f28,f1,f3,b2,f3,b3,b3,b1,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,"4n,",6,f38,b2,f1,f2,b3,s3,f3,b1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,"6d,",6,b37,b3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,"5d,",4,b18,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,6,f29,f1,f3,b1,f2,b+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,"4d,",4,b38,b3,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,"6w,",6,b18,f1,f1,r2,s+3,m3,o2,b1,f1,f3,s3,s3,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,
4098,"4w,",5,b27,f1,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,"6n,",4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,4,f19,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,4,b38,f3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,6,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,"4d,",5,b38,b3,b1,f1,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,"4n,",4,f17,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,6+,m18,o3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,4,f18,f+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,4,b38,f3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,"6d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,"4w,",4,b38,b3,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,4,f18,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,"4w,",4,b19,r2,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,"4n,",4,f29,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,"c4n,",4,b;28,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,6+,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,4+,s17,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,6+,f27,v3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,"6x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,6,f38,b3,b3,s3,s3,s3,s2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,"6d,",6,b27,y1,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,4,m28,o=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,"6x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,"6d,",6,f38,y+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,4,r18,f+3,m3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,"6d,",6,f38,b3,b3,b1,f3,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,4,f28,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,"6d,",6,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,"4d,",4,b28,b3,s2,f1,f1,f1,f1,f1,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,"6d,",4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,4+,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,"6n,",5,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,"6w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,4,b29,f3,b3,b+1,f;3,z2,f2,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,6+,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,"6d,",6,f27,f3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,4,b28,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,4,f18,f1,f2,b3,b2,f3,b3,s1,f2,b2,s3,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,"6d,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,4,f28,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,"6n,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,4,b38,f3,f2,f3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,"6d,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,"6n,",6,f38,b+3,s3,z2,m3,o3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,"6d,",6,b38,b3,b3,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,"4w,",4,y27,r1,r1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,"6x,",6,b38,b3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,"4n,",4,b38,b3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,6,b18,f1,f2,b2,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,4,b18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,"4n,",4,f28,f1,f3,b3,b3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,"4n,",4,b38,b3,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,"4n,",c6,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,4+,m37,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,"4w,",6,b28,f1,f3,b3,s3,s+3,b2,z2,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,4+,b27,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,"6d,",6,b27,s3,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,"6n,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,c4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,"4w,",4,b38,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,"6n,",4,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,"6n,",6,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,"6n,",6,b28,f3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,4,b38,f1,f1,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,6,b29,f2,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,5,b37,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
