,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
31,"6d,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"4w,",6,f27,b3,b2,b1,f3,b2,f1,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
33,4,s38,u+3,s1,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,f38,s2,u+3,s3,z2,m2,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,s38,f+1,f1,v3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4+,r28,j3,m2,o3,m2,o3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"4w,",4,f28,b2,u3,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,6,r37,b+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"4d,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"4d,",4,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"6n,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"6d,",5,b+37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"4n,",5,b28,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6,s38,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4+,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,c6,s38,b3,b2,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,s29,f3,s1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5,r28,u+3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"5d,",5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"6w,",4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"4w,",5+,b28,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"4n,",6,f38,b3,b2,f3,f3,b3,s3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,
61,"6n,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6,b29,b38,b28,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4q28,b18,l38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6,b28,f38,b;19,f27,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4q28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,5q28,f38,f28,f29,f19,b19,r28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"4d,",4q29,f27,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"6n,",6,b29,f28,b19,f28,f+39,s1,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"6n,",5,f38,b38,f28,f28,f28,f29,b28,f18,b28,f28,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,
70,"6d,",6,b28,f39,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4,m27,o38,m3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"4d,",6,b29,f38,f3,b18,b19,f17,b28,s29,f2,b29,f19,f18,b19w@,,,,,,,,,,,,,,,,,,,,,
73,4q29,f37,f38,b18,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4,l37,f-18,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,6,f27,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"6d,",6,f27,f18,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"6d,",4,f28,f27,f18,b28,b18,b29,s28,s28,s28,y17w@,,,,,,,,,,,,,,,,,,,,,,,,
79,6,b27,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"4n,",4,f39,f29,f38,f39,f18,b17,f18,b;28,f+19,m37,f-3n@,,,,,,,,,,,,,,,,,,,,,,,
81,6,b18,b29,f28,f39,b29,f38,f39,f28,f19,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,
82,c4,b28,u27,f-18,s2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,6,f28,f29,f28,f18,b28,f28,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6,b27,f29,b28,f19,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,b29,f17,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,l39,f39,f28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,b28,f28,f38,f27,f37,f19,s28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4,l37,f+17,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5,f28,f39,b28,f38,b39,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4q18,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4q39,f38,f29,f38,b18,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6,f17,b19,f19,b38,b29,f37,f27,b19,f28,f37,s39,f38,b28,f39,s29,b38,b28,b28,b18,b18,r29,f18,f38w@,,,,,,,,,,,,
94,"4d,",4q29,f!38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,b27,f39,s29,f18,f29,f+38,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4q18,b18,f18,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,6,b27,f39q27,f38,s19,f38,s28,f38,s29,f38,b28,b38,s29,f19,f18,b29,f28,f28,f19,b28,b38,f39,b28,s39,f39,f2d@,,,,,,,,,,
98,"4q1d#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4,l1,o18q2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"4d,",4q38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6,b27,f39,b28,f38,b29,f38,b29,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,
102,6q28,u37,s-39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4,m38,b38,f37,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5q29,b27,f38,b38,f38,s28,b29,f29,b39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
106,6,b28,f38,f38,u+17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"6n,",4q28,f18,b39,b28,f28,f29,f29,f28,b2,f17,b28,f18,b29,s29,f28,s18,b29,f28,b18,f19,f27,b28,s1n@,,,,,,,,,,,,
108,c5,f27,f19,s18,f19,m3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,6,b28,f28,b28,f28,b18,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6,s19,f17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"4n,",4,f38,f28,f19,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"6n,",6,f29,f29,f27,b38,s18,s19,f39,f28,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,
114,"4w,",4,b28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5,f29,f28,b29,f28,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,6,b38,y+17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"6n,",5,b29,f29,b38,b29,f28,b28,f28,f3,l29,f19,s19,f18,s2d@,,,,,,,,,,,,,,,,,,,,,
118,"4n,",4,f39,b19,b19,f18,b28,s38,r39,f38,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,
119,"6d,",5,f18,b28,f28,b27,f28,b28,f18,b38,s28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
120,"4d,",4q38,f!38q39,f37,f38,f38,f19,b18,f28,f38,b28,u37w@,,,,,,,,,,,,,,,,,,,,,,,,
121,6,b28,f38,b29,f38,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4q28,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6,b29,f18,f28,f28,b37,f39,s28,b28,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,
124,"4q2d#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,4q28,f38,b37,f38,f29,f38,b27,f38,s18,b29,f29,f17,f28,f39,s29,f18*,,,,,,,,,,,,,,,,,,,,
126,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4q29,f38,f38,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"6d,",5,f27,f39,l38,o=27,b28,u17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4q27,f18,b28,f18,b29,f18,b39,s28,f39,b28,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,
130,5,b28,u+17,s-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"6w,",6,f29,f19,f18,b29,f19,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,b29,f28,f18,b29,f28,b37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"6w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"6n,",4,f38,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"4d,",5,f37,r38,s39,f19,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4,b18,f28,f37,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5,r28,f38,f38,f39,f39,f38,f38,f39,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,l37,f-1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"6d,",4,f38,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"6d,",5,f28,b28,f38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"5d,",4q38,f38,b29,f38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,6,b18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,5q27,f38,b28,f18,f17,b39,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,6,b28,f17,f19,b38,f17,s18,f18,b28,b29,f28,u+27*,,,,,,,,,,,,,,,,,,,,,,,,
147,4q28,f19,f28,b39,s29,f39,s38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"4d,",5,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,6,r27,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,6,l28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"6w,",6,b28,f39,f39,f17,b18,r2,j=37*,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,4,m2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4q37,f+18,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"6d,",6q27,f18,b29,f17,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4q39,u17,b-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"5n,",4q18,f19,b19,f17,b28,b29,f29,f18,b19,f19,s27,f+19,b;27,r-18*,,,,,,,,,,,,,,,,,,,,,
157,"4n,",6,b39,f18,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,6,b28,u+27,b-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"6n,",5q28,f18,b18,f19,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,6,b29,f18,b17,f19,b39,s19,b17,f19,b29,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,
162,4q19,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"4n,",4q38,s18,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,b29,b28,f19,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,5,f19,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4,b17,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"4n,",6,f37,f37,f38,s18,s18,f28,b28,f28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,
170,"c4d,",6,l19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,6,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,6,f37,f38,b29,f29,f18,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,6,b28,f38,b29,f18,f17,b27,f28,f19,r19,b28,b28,f39,s28,s28,s18,s28,f19w@,,,,,,,,,,,,,,,,,,
177,4q28,u+17,s-2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,4q37,f+18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"4w,",4q27,f18,b19,f18,b29,b29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"6d,",6,b39,f17,b17,f29,f!3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,4q29,f27,r39,f18,b18,r18,u37,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"6n,",4,l39,f39,f39,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,6,b28,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4q28,f38,b27,f37,s39,r38,u17,b-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6,b29,f38,b29,f28,f38,f38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"4n,",4q2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"4x,",5,f19,b37,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"4d,",5,f28,f29,b28,f18,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"6w,",6,f38,b29,f18,f29,b38,f29,m28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4,r37,f-19,m3,p37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,6,l39,f28,b29,f39,f18,r17,f-39,m2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,
193,6,b17,f28,f38,s28,b18,f28,b28,f18,b28,f18,b38,b28,b39,s29,b38,s39,f38,s28,b28,f28,b19w@,,,,,,,,,,,,,,
194,4,b28,f17,s29,f17,b18,f18,b39,s18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,6,m38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"4n,",5,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"6w,",c4,f19,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,5,f28,u2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4,r29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"5n,",6,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6,r27,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,6,b27,f29,b28,f28,b38,f2,f39,r27,f-19,s#,,,,,,,,,,,,,,,,,,,,,,,,,
203,"6n,",5,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"4q38w#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,4,f29,f39,f29,f18,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"6d,",5q19,f18,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,6+,b27,i^2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4q18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4q29,f28,b28,f18,b27,f29,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,6,r29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"6w,",4q29,f28,b39,s18,b38,s17,b27,f39,f37,f18*,,,,,,,,,,,,,,,,,,,,,,,,,
213,c5q17,f17q29,s+38,r3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"5d,",4q38,s37,u17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,b29,f38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,4q28,f38,r27,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"4n,",6,b38,b18,s39,b19,b28,b38,r28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,
219,6,r28,f+18,b18,h#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"4n,",6,b27,f18,b29,f39,r39,r1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"c4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"4x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"5d,",6,s27,s39,b29,b29,f18,b17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,4,b28,b28,f38,f37,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"4n,",4,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"cc6w,",6,f17,f+38,f3,z1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"4x,",6+,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,5,f28,f29,b18,b28,b29,b28,f18,b18,f18,b18,f+38,r2,v18*,,,,,,,,,,,,,,,,,,,,,,
235,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"4n,",5,f28,b;18,f18,b38,s18,s19,f18,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"6n,",6,b!3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,4,s29,f+18,m17,o19,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"4w,",5,b28,f+18,b3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,4,f27,f+17,m1,o28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,5+,f2,z39,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,r29,f37,s39,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,4,s28,b18,f38,f38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,6,s29,f37,s19,f28,b29,f37,b28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,4,s19,b17,f3@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4,f29,f39,s29,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,4,b28,f18,b19,f18,b29,f19,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"6d,",6,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4+,b2,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,5,b27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"6d,",5,b289,b28,s29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"4w,",4,b28,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"6d,",5,b19,f17,b18,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6,f27,f-18,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4+,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6,b27,f+39,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"4n,",4,s+29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"6w,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,c4,s38,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,6,r29,f27,f19,f18,b19,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"4d,",6,b!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,6,r18,f17,b18,f27,f39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,4,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
