,Points_A,Points_B,Games_A,Games_B,Sets_A,Sets_B,Serving_Player,Ralley,Sel_Pol,Dec_Pol,Opponent,Point_Winner,rally_length,1st_serve,deuce_side
317909,15,15,1,1,0,0,1,"['4', 'b38', '29', 'f19*']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
317911,15,40,1,1,0,0,1,"['4', 'b39', '39', 'b38', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
317918,0,0,1,3,0,0,1,"['4', '28', 'v27', '19', 'f18*']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
317922,30,30,1,3,0,0,1,"['4', 'b28', '28', 'f19', '29', 'b39*']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
317938,0,0,0,0,0,1,1,"['6', '38', 'b39', '29', 'v18*']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
317942,30,30,0,0,0,1,1,"['4', 'b28', '37', 'b38', '29', 's39nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
317949,0,0,2,0,0,1,1,"['6', '38', 'b28', '29', 'b29', '39', 'f17nwdx']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
317965,40,40,3,1,0,1,1,"['4', 's29', '39', 'b38', '18', 'l28', '18', 'r27', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,9,True,False
317973,0,0,5,1,0,1,1,"['6', '38', 'f38', '37', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
317975,30,0,5,1,0,1,1,"['4', 'b29', '18', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
317994,0,0,1,2,1,1,1,"['4', '29', 'f39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318024,15,15,4,3,1,1,1,"['4', 's27', '37', 'b29', '38', 'b29', '18', 'f38*']",sel_uct,dec_greedy,djoko_bot,B,8,True,False
318034,0,0,0,0,0,0,1,"['6', '38', 'f38', '39', 'b38', '38', 'b29', '37', 'b18nwdx']",sel_uct,dec_greedy,djoko_bot,A,9,True,False
318036,15,15,0,0,0,0,1,"['4', 'b28', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318038,40,15,0,0,0,0,1,"['4', 'b28', '38', 'b38nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
318048,15,15,2,0,0,0,1,"['4', 's29', '19*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318058,0,0,3,1,0,0,1,"['4', '28', 'f38', '28nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318068,0,0,4,2,0,0,1,"['6', '38', 'f18', '37', 'f19', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318082,0,0,5,3,0,0,1,"['4', '28', 'f19', '27', 's29', '38nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318091,0,0,0,1,1,0,1,"['6', '39', 'm28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318101,0,0,0,3,1,0,1,"['4', '29', 'f18', '38', 'b18', '37nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318114,0,0,2,3,1,0,1,"['6', '38', 'b27', '28', 'f39', '29', 'b37nwdx']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
318116,0,30,2,3,1,0,1,"['4', 'm27', '19', 'f18', '38', 'b38*']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318128,0,0,3,4,1,0,1,"['6', '38', 'b19', '29', 'b37nwdx']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318140,15,15,4,5,1,0,1,"['4', 'b38', '39', 'b17nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
318163,30,30,0,3,1,1,1,"['4', 'b28', '37nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318177,40,40,0,5,1,1,1,"['4', 's28', '38', 'b38nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
318183,0,0,0,0,0,0,1,"['6', '39', 'y18', '19', 'f37', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318193,0,0,1,1,0,0,1,"['4', '28', 'f29', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318195,30,0,1,1,0,0,1,"['4', 'b18', '19*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318197,30,30,1,1,0,0,1,"['4', 's39', '28', 'b28', '28nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318207,0,0,2,2,0,0,1,"['6', '39', 'b18', '28', 'f28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318209,15,15,2,2,0,0,1,"['4', 'b37', '37', 'b37', '38nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318216,0,0,3,3,0,0,1,"['4', '27', 'f18', '28', 'z18', '18', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
318218,15,15,3,3,0,0,1,"['4', 'b28', '39*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318232,15,15,4,4,0,0,1,"['4', 's28', '38', 'b29', '39', 'b28nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
318250,40,15,5,5,0,0,1,"['4', 'b28', '38*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318260,0,0,6,6,0,0,1,"['4', '38', 'b37', '19', 'h29', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318268,5,3,6,6,0,0,1,"['4', 's28', '39', 'b28nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
318272,6,6,6,6,0,0,1,"['4', 'b29', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318292,0,0,0,1,0,1,1,"['6', '37', 'b29', '28', 'f19', '18', 'f17', '29', 'f28', '38', 'b39', '38', 'b37', '17', 'f37*']",sel_uct,dec_greedy,djoko_bot,B,15,True,False
318315,15,15,1,4,0,1,1,"['4', 'b29', '18', 'f38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318324,0,0,2,5,0,1,1,"['4', '39', 'b38', '37', 'f39', '37', 'b39', '29', 'f17', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,10,True,False
318326,15,15,2,5,0,1,1,"['4', 'b38', '39', 's38', '39', 'b38', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318336,0,0,1,0,0,0,1,"['4', '38', 'l39', '28', 'f17', '28', 'f17', '19', 'f18', '19', 'f37', '29', 'f39nwdx']",sel_uct,dec_greedy,djoko_bot,A,13,True,False
318338,15,15,1,0,0,0,1,"['4', 's28', '38', 'b18', '37', 'm29nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
318340,30,30,1,0,0,0,1,"['4', 'b28', '37', 'b29', '17', 'f19', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318350,0,0,2,1,0,0,1,"['6', '37', 'b28', '39', 'j39', '27', 's39', '19', 'f19', '19', 'f27', '29', 'f38', '28', 'b29', '38', 'b17', '28', 'f29', '37', 'b28', '28', 'f19*']",sel_uct,dec_greedy,djoko_bot,B,23,True,False
318352,30,0,2,1,0,0,1,"['4', 'b19', '39', 'b39', '38', 'b38', '28', 'b28', '38', 'm28', '18*']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
318354,30,30,2,1,0,0,1,"['4', 's38', '19', 'f38', '28', 'b37', '28', 'f39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,9,True,False
318362,0,0,4,1,0,0,1,"['6', '38', 'f38', '37', 'b39', '38', 'b37', '29', 'f39', '19', 'f28', '29', 'f37', '38', 'z38', '17*']",sel_uct,dec_greedy,djoko_bot,A,16,True,False
318366,40,15,4,1,0,0,1,"['4', 'b37', '19*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318376,0,0,5,2,0,0,1,"['4', '37', 'b18', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318378,30,0,5,2,0,0,1,"['4', 'b37', '17*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318380,40,15,5,2,0,0,1,"['4', 'b28', '37', 'b39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318382,40,40,5,2,0,0,1,"['4', 'b39', '18', 'f17', '29', 'f39', '38', 's39', '39', 'b39', '17', 'f18', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,13,True,False
318384,40,40,5,2,0,0,1,"['4', 's38', '28', 's29', '19', 'f18', '38', 'b29nwdx']",sel_uct,dec_greedy,djoko_bot,A,8,True,False
318386,40,40,5,2,0,0,1,"['4', 's29', '18*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318394,30,0,0,1,1,0,1,"['4', 'b28', '38', 'm18', '19*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318405,40,15,1,2,1,0,1,"['4', 's37', '19', 'f19', '19', 'f19', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318411,0,0,2,3,1,0,1,"['6', '39', 'f38', '29', 'f19', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318413,30,0,2,3,1,0,1,"['4', 'b38', '38', 'b39', '29', 'f39', '39', 's39', '39', 'b19nwdx']",sel_uct,dec_greedy,djoko_bot,A,10,True,False
318415,30,30,2,3,1,0,1,"['4', 's39', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318425,0,30,4,3,1,0,1,"['4', 'b37', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318427,15,40,4,3,1,0,1,"['4', 's28', '38', 'b29', '39', 'b39', '29nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318431,40,40,4,3,1,0,1,"['4', 's29', '17', 'f17', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318440,15,15,0,0,0,0,1,"['4', 's28', '38', 'b18', '37', 'b38', '29nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318442,30,30,0,0,0,0,1,"['4', 'b28', '39', 'b37', '28nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318448,0,0,1,1,0,0,1,"['6', '38', 'b38', '38', 'b37', '29', 'f19*']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318459,0,0,2,2,0,0,1,"['6', '39', 'b39', '38nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318483,0,30,3,3,0,0,1,"['4', 's27', '27', 'b37', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318485,15,40,3,3,0,0,1,"['4', 's37', '39', 'b37', '38', 'b39', '18', 'f38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,9,True,False
318505,0,0,5,5,0,0,1,"['6', '39', 's28', '37', 'b19', '29', 'b37', '19', 'f18', '28', 'f38', '29', 'b18', '29', 'f19', '39', 'f18', '19*']",sel_uct,dec_greedy,djoko_bot,A,18,True,False
318507,15,15,5,5,0,0,1,"['4', 'b29', '19', 'l29', '18', 'f18', '37', 'b37', '38', 's38', '19', 'f28', '17*']",sel_uct,dec_greedy,djoko_bot,A,13,True,False
318532,30,0,0,0,1,0,1,"['4', 'b38', '39', 'm29', '38', 'b38', '39', 'b18', '39', 'b28', '29', 's17nwdx']",sel_uct,dec_greedy,djoko_bot,A,12,True,False
318534,40,15,0,0,1,0,1,"['4', 'b29', '18', 'f38', '28', 's27', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318543,15,15,2,0,1,0,1,"['4', 'b27', '37', 's28*']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318545,30,30,2,0,1,0,1,"['4', 's37', '28', 'v18', '29', 's18', '19*']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
318555,15,15,2,2,1,0,1,"['4', 's28', '39', 'y19', '37', 'b38', '39', 's28', '38', 'b39', '38', 's38', '17', 'f18', '19*']",sel_uct,dec_greedy,djoko_bot,A,15,True,False
318564,0,0,4,2,1,0,1,"['6', '38', 'b37', '39', 'b39', '29', 'f38', '27', 'f17', '38', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
318566,15,15,4,2,1,0,1,"['4', 'b29', '18*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318568,30,30,4,2,1,0,1,"['4', 'b38', '38', 'b19', '19*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318577,15,15,5,3,1,0,1,"['4', 's29', '19', 'f18', '38', 'b38', '28', 'm29', '17', 'f29', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
318579,30,30,5,3,1,0,1,"['4', 'b19', '38', 'b29', '29', 'f39', '38', 's29', '18', 'f18', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
318585,0,0,0,1,0,0,1,"['4', '38', 'b39', '29', 'f18', '27', 'f39', '19', 'f37', '37', 'b37', '38', 's29', '38', 'f38', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,16,True,False
318587,15,15,0,1,0,0,1,"['4', 'b37', '19', 'f17', '29', 'b18', '28', 'z39', '18', 'f37', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
318589,30,30,0,1,0,0,1,"['4', 'b28', '39', 'b39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318596,0,0,1,2,0,0,1,"['4', '39', 'b38', '29', 'f18', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318602,40,40,1,2,0,0,1,"['4', 'b38', '38', 'b28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318612,0,30,2,3,0,0,1,"['4', 'b38', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318616,40,40,2,3,0,0,1,"['4', 's38', '27', 'f38', '28', 'b29', '27', 'b17*']",sel_uct,dec_greedy,djoko_bot,B,8,True,False
318623,0,0,3,4,0,0,1,"['4', '38', 'f38', '29', 'f19', '38', 'f38nwdx']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
318636,30,0,4,5,0,0,1,"['4', 'b39', '19', 'f18', '37*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318638,40,15,4,5,0,0,1,"['4', 'b37', '19', 'f28', '27', 'f38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318669,7,7,6,6,0,0,1,"['4', 'f38', '19', 'f17', '28', 'f37', '28', 'b37', '39', 'm29', '19*']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
318675,15,40,0,0,1,0,1,"['4', 'b18', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318684,30,0,0,2,1,0,1,"['4', 'b29', '18', 'r17nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
318686,40,15,0,2,1,0,1,"['4', 'b29', '17', 'f19', '18', 'r29', '28', 'b29', '18', 'f17', '39*']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
318695,0,0,1,3,1,0,1,"['4', '38', 'b17', '18', 'v38', '19', 'f38', '29', 'f38*']",sel_uct,dec_greedy,djoko_bot,B,9,True,False
318699,40,15,1,3,1,0,1,"['4', 's38', '28', 'b39', '38', 's39', '28', 'f38', '39', 'b39', '18', 'f18', '18*']",sel_uct,dec_greedy,djoko_bot,A,13,True,False
318705,0,0,2,4,1,0,1,"['4', '39', 'b39', '28', 'f38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318707,15,15,2,4,1,0,1,"['4', 's37', '28', 'f28', '18', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
318724,15,15,0,0,1,1,1,"['4', 'b19', '38*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318733,0,0,1,1,1,1,1,"['6', '39', 'f39', '28', 'j18', '28', 'b37', '38nwdx']",sel_uct,dec_greedy,djoko_bot,B,8,True,False
318735,15,15,1,1,1,1,1,"['4', 'b29', '18*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318737,15,40,1,1,1,1,1,"['4', 'b18', '17', 'f29', '19', 'f19', '38', 'b18', '17', 'r19', '19', 'r17', '29', 'b38', '18', 'r28', '18', 'f37', '17', 'f39', '28', 'b29', '19', 'f17', '18', 'f28', '27', 'f38', '18', 'r17', '18', 'l19*']",sel_uct,dec_greedy,djoko_bot,B,32,True,False
318743,0,0,1,3,1,1,1,"['6', '39', 'z29', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318747,40,15,1,3,1,1,1,"['4', 'b27', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318756,0,30,2,4,1,1,1,"['4', 's28', '39', 'b28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318772,40,15,3,5,1,1,1,"['4', 'b38', '19', 'f19', '37', 'l38', '18', 'f18', '39', 'b19', '19', 'f28', '39', 'b39', '18*']",sel_uct,dec_greedy,djoko_bot,A,15,True,False
318781,15,40,0,0,0,0,1,"['4', 'b37', '18', 'f19', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318800,0,0,2,2,0,0,1,"['4', '38', 'b38*']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318802,15,15,2,2,0,0,1,"['4', 's37', '29', 'f17', '19', 'f28', '29', 's38nwdx']",sel_uct,dec_greedy,djoko_bot,A,8,True,False
318804,40,15,2,2,0,0,1,"['4', 'b39', '18', 'f29', '38*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318810,0,0,3,3,0,0,1,"['4', '38', 'o37', '28', 'b19*']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318830,40,40,3,5,0,0,1,"['4', 'b39', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318838,0,0,0,1,0,1,1,"['4', '38', 's27', '18', 'f17*']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318842,40,15,0,1,0,1,1,"['4', 'b29', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
318852,30,30,1,2,0,1,1,"['4', 'b29', '19', 'f18', '39', 'b28', '38', 'b38', '29', 'f19', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
318861,0,0,1,4,0,1,1,"['6', '39', 'b39', '37', 'b38', '39', 'b28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,8,True,False
318863,15,15,1,4,0,1,1,"['4', 'b38', '18', 'f29', '29', 'b29', '39', 'b28', '18*']",sel_uct,dec_greedy,djoko_bot,A,9,True,False
318865,15,40,1,4,0,1,1,"['4', 'b29', '18', 'f18', '39', 'b39', '38', 'm29', '38', 'b18', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
318887,15,15,1,1,0,0,1,"['4', 'b28', '39', 's39', '18', 'r27', '39', 'b28', '38', 's38nwdx']",sel_uct,dec_greedy,djoko_bot,A,10,True,False
318889,15,40,1,1,0,0,1,"['4', 'b38', '19', 'f17', '37', 'b39', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
318894,0,0,1,3,0,0,1,"['4', '38', 'b38', '29', 'f38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,6,True,False
318896,30,0,1,3,0,0,1,"['4', 'b28', '39', 'b39', '28', 'f38', '18', 'f37', '19*']",sel_uct,dec_greedy,djoko_bot,A,9,True,False
318908,30,30,2,4,0,0,1,"['4', 'b38', '18', 'f19', '19', 'f19', '39', 'b38', '29', 'f29*']",sel_uct,dec_greedy,djoko_bot,B,10,True,False
318926,0,0,1,1,0,1,1,"['6', '38', 'b39', '37nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318928,0,30,1,1,0,1,1,"['4', 's28', '38', 'b38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318930,15,40,1,1,0,1,1,"['4', 'b27', '28', 'f17', '18*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318932,40,40,1,1,0,1,1,"['4', 's27', '18', 'f17', '29', 's28', '17', 'r29', '19*']",sel_uct,dec_greedy,djoko_bot,A,9,True,False
318934,40,40,1,1,0,1,1,"['4', 'b29', '17', 'f18', '28', 'b28', '18', 'f28', '39', 's38', '18', 'f39', '38', 'b38', '39', 'b38', '18*']",sel_uct,dec_greedy,djoko_bot,A,17,True,False
318942,30,0,2,2,0,1,1,"['4', 's27', '19*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318960,30,0,4,4,0,1,1,"['4', 'b28', '37', 'f19', '19*']",sel_uct,dec_greedy,djoko_bot,A,5,True,False
318967,0,0,5,5,0,1,1,"['4', '38', 'b38', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
318969,0,30,5,5,0,1,1,"['4', 's37', '29', 'b38', '17nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
318982,0,0,0,0,1,1,1,"['6', '39', 'b18nwdx']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
318992,0,0,1,1,1,1,1,"['4', '38', 'b18', '18', 'f29', '18', 'f39', '19', 'f37', '27', 'b28', '37', 'b39*']",sel_uct,dec_greedy,djoko_bot,B,13,True,False
319006,0,0,1,3,1,1,1,"['4', '38', 'b18', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
319019,15,15,2,4,1,1,1,"['4', 'b37', '19', 'r18nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
319028,0,0,3,5,1,1,1,"['6', '37', 'b38', '38', 'b17', '29', 'f39', '38', 'y19', '29', 'y18', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,12,True,False
319032,40,15,3,5,1,1,1,"['4', 'b29', '19', 'f29', '19', 'f39', '17', 'f28', '18*']",sel_uct,dec_greedy,djoko_bot,A,9,True,False
319041,0,0,0,0,0,0,1,"['4', '37', 'b18*']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
319058,0,30,1,1,0,0,1,"['4', 'b27', '29', 'f39', '28', 'b38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319060,15,40,1,1,0,0,1,"['4', 's29', '17', 'f39', '17', 'f38', '38', 'b39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,9,True,False
319072,0,0,2,2,0,0,1,"['6', '39', 'b38', '38*']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
319076,40,15,2,2,0,0,1,"['4', 's38', '29', 'f27', '19', 'r18', '29', 'f17nwdx']",sel_uct,dec_greedy,djoko_bot,A,8,True,False
319078,40,40,2,2,0,0,1,"['4', 'b37', '19', 'f38', '38', 'b37', '39', 'b39', '17', 'f38', '28', 'b39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,13,True,False
319080,40,40,2,2,0,0,1,"['4', 's28', '38', 's38', '38', 'f39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319096,15,15,4,2,0,0,1,"['4', 'b18', '18', 'r39', '19', 'f38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319098,15,40,4,2,0,0,1,"['4', 's29', '19', 'f38', '18', 'f28', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319100,40,40,4,2,0,0,1,"['4', 'b38', '19', 'f19nwdx']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
319120,40,40,5,3,0,0,1,"['4', 'b27', '27', 'b18', '27', 'r28', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319128,40,40,5,3,0,0,1,"['4', 'b28', '39', 'b17', '29', 'b39nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
319148,15,15,1,2,1,0,1,"['4', 's29', '18*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
319150,40,15,1,2,1,0,1,"['4', 'b28', '39', 'b39', '27', 'f39nwdx']",sel_uct,dec_greedy,djoko_bot,A,6,True,False
319161,0,0,2,3,1,0,1,"['6', '38', 'b28', '28', '28', '28', 'b39', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,8,True,False
319163,30,0,2,3,1,0,1,"['4', 's38', '28', 'v17', '38', 'b39', '29', 's28nwdx']",sel_uct,dec_greedy,djoko_bot,A,8,True,False
319202,40,40,5,6,1,0,1,"['4', 'b38', '19*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
319208,0,2,6,6,1,0,1,"['4', 'b28', '39nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
319212,1,5,6,6,1,0,1,"['4', 'm29', '37', 'b38', '18', 'f39', '19', 'f19', '39', 'b38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,11,True,False
319215,0,0,0,0,1,1,1,"['4', '38', 'b29', '18', 'o17', '19', 'v28', '37', 'b38', '28nwdx']",sel_uct,dec_greedy,djoko_bot,B,10,True,False
319217,15,15,0,0,1,1,1,"['4', 'b29', '18', 'f18', '17', 'f17', '38', 'b39', '28', 'f37', '18*']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
319219,30,30,0,0,1,1,1,"['4', 's29', '18*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
319231,15,15,1,1,1,1,1,"['4', 'b28', '38', 'b29', '19', 'f17', '29nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319245,0,30,2,2,1,1,1,"['4', 'b38', '19', 'r18', '39', 'b38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319255,0,0,3,3,1,1,1,"['6', '38', 'b17*']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
319257,0,30,3,3,1,1,1,"['4', 's19', '29', 'b38', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,5,True,False
319263,0,0,4,4,1,1,1,"['4', '38', 'b29', '17', 'f29', '18', 'f18nwdx']",sel_uct,dec_greedy,djoko_bot,A,7,True,False
319267,40,15,4,4,1,1,1,"['4', 's29', '17', 'l28', '29', 's39', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319282,0,0,5,5,1,1,1,"['4', '39', 'f19', '19', 'f18', '17', 'f18', '18', 'f37', '18', 'f19', '37', 'b28', '39', 'b37', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,16,True,False
319292,0,0,6,6,1,1,1,"['4', '39', 'f39*']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
319300,6,2,6,6,1,1,1,"['4', 'b28', '39', 'b38', '19', 'f27', '28', 'f18', '19', 'f17', '38*']",sel_uct,dec_greedy,djoko_bot,A,11,True,False
319307,15,15,0,1,0,0,1,"['4', 'b37', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,3,True,False
319309,30,30,0,1,0,0,1,"['4', 'b29', '19', 'f18', '27', 's27', '19nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
319318,30,0,1,2,0,0,1,"['4', 'b28', '37*']",sel_uct,dec_greedy,djoko_bot,A,3,True,False
319320,30,30,1,2,0,0,1,"['4', 's29', '19', 'r29', '18', 'f18', '39', 'b29', '39', 's38', '19', 'r18', '39', 'b39', '19', 'f28', '19', 'f17*']",sel_uct,dec_greedy,djoko_bot,B,18,True,False
319329,0,0,1,4,0,0,1,"['4', '37', 'b27', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,4,True,False
319331,30,0,1,4,0,0,1,"['4', 's37', '28', 'f28', '18', 'r18', '29', 'f28', '17', 'f19', '39', 'f17', '28', 'f27', '18*']",sel_uct,dec_greedy,djoko_bot,A,15,True,False
319354,0,0,4,5,0,0,1,"['4', '37', 'b29', '39*']",sel_uct,dec_greedy,djoko_bot,A,4,True,False
319356,15,15,4,5,0,0,1,"['4', 's29', '18', 'v28', '28', 'b38', '18nwdx']",sel_uct,dec_greedy,djoko_bot,B,7,True,False
